	en	pl	de	fr	zh	pt	ru	es
Incident_06_Result_01A	“Most of our planes returned with our allies’ thanks, sir. Unfortunately one of the borrowed squadrons fell during the mission. It cannot be recovered.”	"Większość naszych samolotów wróciła z podziękowaniami od naszych sojuszników, sir. Niestety, jedna z wypożyczonych eskadr spadła podczas misji. Nie da się jej odzyskać".	„Die meisten unserer Flugzeuge sind mit einer Danksagung von unseren Verbündeten zurückgekehrt, Sir. Leider ist eine der geliehenen Staffeln während der Mission abgestürzt. Wir können sie nicht retten“.	« La plupart de nos avions sont retournés avec les remerciements de nos alliés, sir. Malheureusement, l'une des escadres prêtées est tombée pendant la mission. Elle ne peut pas être récupérée. »	“我们的大部分飞机都带着我们的盟友回来了， 谢谢你， 长官。 不幸的是， 有一个借出去的飞行中队在执行任务时掉了下来， 无法修复。 ”	"A maioria dos nossos aviões voltou com um agradecimento dos nossos aliados, sir. Lamentavelmente, uma das esquadras emprestadas caiu durante a missão. Não se pode recuperar".	«Большинство наших самолетов вернулось со словами благодарности от наших союзников, сэр. К сожалению, одна из заимствованных эскадрилий совершила падение во время миссии. Не удалось ее вернуть».	«La mayoría de nuestros aviones ha vuelto con el agradecimiento de nuestros aliados, Sir. Desgraciadamente, una de las escuadras emprestadas cayó durante la misión. No se puede recuperar.»
Incident_06_Result_01B	“Our planes returned with our allies’ thanks, sir. With our help, they were able to complete their operation successfully.”	"Nasze samoloty wróciły z podziękowaniami od naszych sojuszników, sir. Dzięki naszej pomocy udało im się pomyślnie zakończyć swoją operację".	„Unsere Flugzeuge sind mit einer Danksagung von unseren Verbündeten zurückgekehrt, Sir. Dank unserer Hilfe konnten sie ihre Operation erfolgreich beenden“.	« Nos avions sont retournés avec les remerciements de nos alliés, sir. Avec notre aide, ils ont pu mener à bien leur opération ».	“我们的飞机带着我们的盟友回来了， 在我们的帮助下， 他们成功地完成了他们的行动。 ”	"Os nossos aviões voltaram com um agradecimento dos nossos aliados, sir. Graças à nossa ajuda conseguimos finalizar com êxito a nossa operação”.	«Наши самолеты вернулись со словами благодарности от наших союзников, сэр. Благодаря нашей помощи им удалось успешно завершить операцию».	«Nuestros aviones han vuelto con el agradecimiento de nuestros aliados, Sir. Gracias a nuestra ayuda, han conseguido finalizar con éxito su operación.
Incident_06_Result_02A	“Most of our crewmen returned with our allies’ thanks, sir. It was a hazardous mission; I’m sorry to report that two of our units were killed in action.”	"Większość naszych załogantów wróciła z podziękowaniami od naszych sojuszników, sir. To była niebezpieczna misja; z przykrością informuję, że dwie z naszych jednostek zginęły w akcji".	„Die meisten unserer Mannschaftsmitglieder sind mit einer Danksagung von unseren Verbündeten zurückgekehrt, Sir. Das war eine gefährliche Mission; bedauerlich sind zwei unserer Mannschaftsmitglieder während der Aktion ums Leben gekommen“.	« La plupart des membres de notre équipage sont revenus avec les remerciements de nos alliés, sir. C’était une mission dangereuse ; malheureusement deux unités de notre équipage ont été tuées ».	“我们带着我们的盟友回来了， 谢谢你， 长官。 这是一项危险的任务， 我很遗憾地报告我们的两个人员在行动中丧生。 ”	"A maioria dos nossos aviões voltou com um agradecimento dos nossos aliados, sir. Foi uma missão perigosa. Lamento informar que duas das nossas unidades foram perdidas na ação".	«Большинство наших членов экипажа вернулось со словами благодарности от наших союзников, сэр. Это была опасная миссия; с сожалением сообщаю, что две наши единицы погибли при проведении операции».	«La mayoría de nuestros tripulantes ha vuelto con el agradecimiento de nuestros aliados, Sir. Ha sido una misión peligrosa. Lamento informar que dos de nuestras unidades se han perdido en el combate».
Incident_06_Result_02B	Our crewmen returned with our allies’ thanks, sir. With our help, they were able to complete their operation successfully.	Nasi załoganci wrócili z podziękowaniami od naszych sojuszników, sir. Dzięki naszej pomocy udało im się pomyślnie zakończyć operację.	„Unsere Mannschaftsmitglieder sind mit einer Danksagung von unseren Verbündeten zurückgekehrt, Sir. Dank unserer Hilfe konnten sie ihre Operation erfolgreich beenden.	« Les membres de notre équipage sont revenus avec les remerciements de nos alliés, sir. Avec notre aide, ils ont pu termine leur opération.	长官， 我们的人员带着我们的盟友回来了。 在我们的帮助下， 他们成功地完成了他们的行动。	Os nossos tripulantes voltaram com um agradecimento dos nossos aliados, sir. Graças à nossa ajuda conseguimos finalizar com êxito a operação”.	Наши члены экипажа вернулись со словами благодарности от наших союзников, сэр. Благодаря нашей помощи им удалось успешно завершить операцию.	Nuestros tripulantes han vuelto con el agradecimiento de nuestros aliados, Sir. Gracias a nuestra ayuda, hemos conseguido finalizar la operación con éxito.
Incident_06_Result_03	“Word reached home of our refusal to lend resources to our allies, sir. Apparently there are concerns that our actions may have harmed friendly relations. I fear that we might have lost some credit with our leadership.”	"Do domu dotarła wiadomość o naszej odmowie udzielenia pomocy naszym sojusznikom, sir. Najwyraźniej istnieją obawy, że nasze działania mogły zaszkodzić przyjaznym stosunkom. Obawiam się, że swoim przywództwem mogliśmy stracić trochę zaufania".	„Es ist die Nachricht ins Haus gekommen, dass wir unseren Verbündeten Hilfe verweigert haben, Sir. Es ist zu befürchte, dass unsere Handlungen die freundschaftliche Beziehung negativ beeinflussen konnten. Ich befürchte, dass wir durch unsere Haltung etwas Vertrauen verloren haben“.	« Nous avons entendu parler que nous avions refusé d’aider nos alliés, sir. Apparemment, on craint que nos actions aient pu nuire aux relations amicales. Je crains que nous ayons perdu un peu de confiance à cause de notre direction ».	“我们拒绝向我们的盟友提供帮助的消息传到了国内。 有人担心我们的行为可能会损害与盟军的友好关系。 我担心我们可能会失去一些领导力。 ”	"Espalhou-se a informação sobre a nossa recusa de prestar ajuda aos aliados, sir. Receia-se que a nossa decisão pôde impactar as nossas relações amistosas. Temo que tenhamos perdido um pouco de confiança”.	«Новость о нашем отказе в оказании помощи союзником достигла дома, сэр. Очевидно, есть опасения, что наши действия могли навредить дружеским отношениям. Боюсь, что мы могли потерять некоторый кредит доверия к нашему руководству».	«Le ha llegado la información que nos hemos negado a apoyar a nuestros aliados, Sir. Se habla por allí que nuestra decisión ha podido afectar negativamente nuestras relaciones. Mucho me temo que nuestro mando ha podido perder un poco de confianza».
Incident_07_Fluff	“Admiral, something appeared on the radar: a large object that seems to be drifting through the waters ahead of us. It does not appear to be transmitting any messages. Should we try calling it, or should we send out scouts to investigate?”	"Admirale, coś pojawiło się na radarze: duży obiekt, który wydaje się dryfować po wodach przed nami. Nie wydaje się, by nadawał jakieś komunikaty. Czy powinniśmy spróbować go wywołać, czy wysłać zwiadowców, aby to zbadali?".	„Admiral, etwas ist auf dem Radar erschienen: ein großes Objekt, dass im Wasser vor uns zu driften scheint. Es sieht nicht so aus, dass es irgendwelche Mitteilungen sendet. Sollen wir versuchen es über Funk zu rufen, oder sollen wir Aufklärungstruppen schicken, damit sie es untersuchen?“.	« Amiral, notre radar a détecté quelque chose : un grand objet qui semble dériver dans les eaux devant nous. Il ne semble pas transmettre de messages. Devrions-nous essayer de l'appeler, ou envoyer des éclaireurs pour l’examiner ? ».	“上将， 雷达上出现了东西：一个巨大的物体在我们前方的水域中漂流。 它似乎没有传递任何信息。 我​​们是应该尝试呼叫它， 还是应该派出侦察员进行调查？”	"Almirante, um objeto grande apareceu no radar. Parece estar a boiar à nossa frente. Não parece emitir sinais. Devíamos tentar chamá-lo ou enviar rangers para fazer o reconhecimento?”.	«Адмирал, что-то появилось на радаре: большой объект, который, кажется, дрейфует по водам впереди нас. Кажется, он не отправляет никаких сообщений. Попытаемся обратиться к нему или отправить разведчиков для его исследования?»	«Almirante, algo ha aparecido en el radar: un objeto grande, que parece flotar en el agua enfrente de nosotros. No parece que emita señales. Debemos intentar llamarlo o enviar nuestros exploradores para que lo identifiquen?»
Incident_07_Option_01	SEND SCOUTS	WYŚLIJ ZWIADOWCÓW	SCHICKE AUFKLÄRUNGSTRUPPEN	ENVOYEZ DES ÉCLAIREURS	派遣侦察人员	ENVIAR RANGERS	ОТПРАВИТЬ РАЗВЕДЧИКОВ	ENVIAR EXPLORADORES
Incident_07_Costs_01A	(30% chance) No negative consequences.	(30% szans) Brak negatywnych konsekwencji.	(30% Chancen) Keine negativen Konsequenzen.	(30 % de chance de réussite) Aucune conséquence négative.	（30% 几率）没有出现负面后果。	(Probabilidade 30%) Sem consequências negativas.	(30% вероятности) Нет негативных последствий.	(Probabilidad 30 %) Sin consecuencias negativas.
Incident_07_Costs_01B	(70% chance) You lose two squadrons (of fighters).	(70% szans) Tracisz dwie eskadry (myśliwców).	(70% Chancen) Du verlierst zwei Jagdstaffeln.	(70 % de chance de réussite) Vous perdez deux escadres (de chasseurs).	（70% 的几率）你失去了两个飞行中队（战斗机）。	(Probabilidade 70%) Perde duas esquadras (caças).	(70% вероятности) Теряете две эскадрильи (истребителей).	(Probabilidad 70 %) Pierde dos escuadras (cazas).
Incident_07_Option_02	CALL BY RADIO	WYWOŁAJ PRZEZ RADIO	RUFE ÜBER FUNK	APPELEZ PAR LA RADIO	无线电呼叫	CHAMAR PELA RÁDIO	ОТПРАВИТЬ СИГНАЛ ПО РАДИО	LLAMAR POR LA RADIO
Incident_07_Costs_02A	(70% chance) An enemy fleet appears.	(70% szans) Pojawia się wroga flota.	(70% Chancen) Die feindliche Flotte erscheint.	(70 % de chance de réussite) Le drapeau de l’ennemi apparaît.	(70% 几率) 出现敌方舰队。	(Probabilidade 70%) Aparece uma frota inimiga.	(70% вероятности) Появляется вражеский флот.	(Probabilidad 70 %) Aparece una flota enemiga.
Incident_07_Costs_02B	(30% chance) No negative consequences.	(30% szans) Brak negatywnych konsekwencji.	(30% Chancen) Keine negativen Konsequenzen.	(30 % de chance de réussite) Aucune conséquence négative.	（30% 几率）没有出现负面后果。	(Probabilidade 30%) Sem consequências negativas.	(30% вероятности) Нет негативных последствий.	(Probabilidad 30 %) Sin consecuencias negativas.
Incident_07_Result_01A	“Our scouts have returned, sir. That mysterious object turned out to be nothing more than a drifting whale carcass.”	"Nasi zwiadowcy wrócili, sir. Okazało się, że ten tajemniczy obiekt to nic innego jak dryfujące zwłoki wieloryba".	„Unsere Aufklärer sind zurück, Sir. Es hat sich herausgestellt, dass dieses geheimnisvolle Objekt ein driftender Walkadaver ist“.	« Nos éclaireurs sont revenus, sir. Cet objet mystérieux ne s’est avéré rien d'autre qu'une carcasse de baleine à la dérive. »	“我们的侦察兵回来了， 长官。 那个神秘的东西原来只是一头漂流的鲸鱼尸体。 ”	"Os nossos rangers voltaram, sir. Resultou que é um corpo morto de uma baleia".	«Наши разведчики вернулись, сэр. Оказалось,что этот загадочный объект – не что иное, как дрейфующий труп кита».	«Nuestros exploradores han vuelto, Sir. El misterioso objeto no es más que un cuerpo de ballena muerta».
Incident_07_Result_01B	“Our scouts were shot down, sir—none of them survived! It must have been a trap set by the enemy.”	"Nasi zwiadowcy zostali zestrzeleni, sir - żaden z nich nie przeżył! To musiała być pułapka zastawiona przez wroga".	„Unsere Aufklärer wurden abgeschossen, Sir - keiner von ihnen hat überlebt! Das musste eine vom Feind gestellte Falle sein“.	« Nos éclaireurs ont été abattus, sir. Personne n’a survécu ! Cela devait être un piège tendu par l'ennemi. »	“我们的侦察兵被击落了， 长官 —— 没有一个生还！一定是敌人设下的圈套。 ”	"Os nossos rangers foram destruídos, sir. Nenhum deles sobreviveu! Deve ter sido uma armadilha do inimigo".	«По нашим разведчикам открыли огонь, сэр, никто не выжил! Кажется, это вражеская ловушка».	«Nuestros exploradores han sido derribados, Sir. Ninguno de ellos ha sobrevivido. Debe haber sido una trampa del enemigo.»
Incident_07_Result_02A	“Sir, it was a trap! Enemy vessels were lying in wait; almost as soon as we called, they opened fire.”	"Sir, to była pułapka! Nieprzyjacielskie statki czekały na nas; niemal natychmiast po naszym wezwaniu otworzyły ogień".	„Sir, das war eine Falle! Die feindlichen Schiffe warteten auf uns; sie haben fast sofort nach unserem Ruf das Feuer eröffnet“.	« Sir, c’était une piège ! Les navires ennemis étaient à l’affût : dès que nous avons appelé, ils sont ouvert le feu. »	“长官， 这是一个陷阱！敌人的船只正在那里等着我们， 我们刚到， 他们就开火了。 ”	"Sir, Foi uma armadilha! Os navios inimigos estavam à nossa espera. Quase imediatamente da nossa chamada abriram fogo".	«Сэр, это была ловушка! Вражеские корабли поджидали нас, почти сразу после нашего сигнала они открыли огонь».	«Sir, ¡ha sido una trampa! Nos buques enemigos nos estaban esperando. Casi inmediatamente después de nuestra llamada han abierto fuego contra nosotros.»
Incident_07_Result_02B	“We have received no response, sir. I would advise that we do not take any unnecessary risks and avoid an encounter.”	"Nie otrzymaliśmy żadnej odpowiedzi, sir. Radziłbym nie podejmować zbędnego ryzyka i uniknąć spotkania".	„Wir haben keine Antwort bekommen, Sir. Ich würde raten, kein unnötiges Risiko einzugehen und das Treffen vermeiden“.	« Nous n’avons reçu aucune réponse, sir. Je recommande de ne pas prendre de risques inutiles et d'éviter toute rencontre. »	“我们没有收到任何回应。 我建议我们不要冒任何不必要的风险， 避免遭遇敌军攻击。 ”	"Não recebemos nenhuma resposta, sir. Aconselhava não tomar o risco desnecessário e evitar o encontro".	«Мы не получили ответа, сэр. Я бы советовал не подвергаться риску и избегать встречи».	«No hemos recibido ninguna respuesta, Sir. Aconsejaría no tomar ningún riesgo y evitar el encuentro».
Incident_08_Fluff	“Admiral, a lookout spotted a pod of feeding whales ahead of us. Some of the crew have gathered to see it. When we pass, should we stop to watch the show, or keep moving ahead as planned?”	"Admirale, czujka zauważyła przed nami stado żerujących wielorybów. Niektórzy członkowie załogi zebrali się, by je zobaczyć. Kiedy będziemy przepływać obok, powinniśmy zatrzymać się, aby obejrzeć widowisko, czy kontynuować podróż zgodnie z planem?"	„Admiral, unser Wachposten hat vor uns eine Gruppe Wale gesichtet. Manche Mannschaftsmitglieder haben sich gesammelt, um sie zu beobachten. Wenn wir vorbeifahren, sollen wir stoppen und das Schauspiel genießen, oder die Fahrt nach Plan fortsetzen?“	« Amiral, la vigie a repéré un groupe de baleines en train de se nourrir devant nous. Certains membres de l'équipage se sont rassemblés pour les voir. Quand nous passerons, voulez-vous nous arrêter pour regarder le spectacle, ou continuer à avancer comme prévu ? »	“长官， 瞭望员在我们前方发现了一群正在觅食的鲸鱼， 一些船员已经聚集过来观看。 我们经过时， 是停下来看表演， 还是按计划继续前行？”	"Almirante, detetámos um bando de baleiras a comerem. Alguns tripulantes se reuniram para os verem. Quando estivermos a passar pelos animais, podemos parar para ver o espetáculo ou continuar a viagem de acordo com o plano?”	«Адмирал, на посту наблюдения заметили перед нами стадо кормящихся китов.  Некоторые члены экипажа собрались посмотреть на них. Когда мы будем проплывать рядом, нам лучше остановиться и посмотреть или продолжать движение в соответствии с планом?»	«Almirante, hemos detectado un manada de ballenas alimentándose delante de nosotros. Algunos de los tripulantes se han reunido para verlos. Cuando estemos pasando al lado de ellos, podemos pararnos para ver el espectáculo o debemos segur nuestro rumbo?»
Incident_08_Option_01	WAIT AND WATCH	CZEKAJ I OBSERWUJ	WARTE UND BEOBACHTE	ATTENDEZ ET OBSERVEZ	等待和观察	ESPERAR E OBSERVAR	ПОДОЖДАТЬ И ПОНАБЛЮДАТЬ	ESPERAR Y OBSERVAR
Incident_08_Costs_01A	(25% chance) You lose 6 hours of time and an enemy fleet appears.	(25% szans) Tracisz 6 godzin i pojawia się wroga flota.	(25% Chancen) Du verlierst 6 Stunden und die feindliche Flotte erscheint.	(25 % de chance de réussite) Vous perdez 6 heures et un drapeau de l’ennemi apparaît.	（25% 几率）失去 6 小时的时间， 并且出现了一支敌方舰队。	(Probabilidade 25%) Perde 6 horas e aparece uma frota inimiga.	(25% вероятности) Тратите 6 часов и появляется вражеский флот.	(Probabilidad 25 %) Pierde 6 hora y aparece una flota enemiga.
Incident_08_Costs_01B	(25% chance) You lose 6 hours of time and gain a boost to maneuvers in the next mission (ATK +1 on all cards).	(25% szans) Tracisz 6 godzin i zyskujesz premię do manewrów w następnej misji (ATK +1 na wszystkich kartach).	(25% Chancen) Du verlierst 6 Stunden und bekommst eine Prämie für Manöver in der nächsten Mission (ANG +1 auf allen Karten).	(25 % de chance de réussite) Vous perdez 6 heures et vous gagner une prime pour manœuvres dans la prochaine mission (ATK + 1 sur toutes les cartes).	（25% 几率）失去 6 小时的时间， 并在下一个任务中获得机动性提升（所有卡牌的攻击力 +1）。	(Probabilidade 25%)  Perde 6 horas e ganha um bónus de manobra na próxima missão (ATQ +1 em todas as cartas).	(25% вероятности) Тратите 6 часов и получаете бонус к маневрам при выполнении следующей миссии (ATK +1 на всех карточках).	(Probabilidad 25 %) Pierde 6 horas y gana un premio de maniobra para la próxima misión (ATQ +1 en todas las cartas).
Incident_08_Costs_01C	(50% chance) You lose 6 hours of time.	(50% szans) Tracisz 6 godzin.	(50% Chancen) Du verlierst 6 Stunden.	(50 % de chance de réussite) Vous perdez 6 heures.	（50% 几率）失去 6 小时的时间。	(Probabilidade 50%) Perde 6 horas.	(50% вероятности) Тратите 50 часов.	(Probabilidad 50 %) Pierde 6 horas.
Incident_08_Option_02	KEEP MOVING	NIE ZATRZYMUJ SIĘ	HALTE NICHT AN	NE VOUS ARRÊTEZ PAS	继续移动	NÃO PARAR	НЕ ОСТАНАВЛИВАТЬСЯ	NO PARAR
Incident_08_Costs_02	No negative consequences.	Brak negatywnych konsekwencji.	Keine negativen Konsequenzen.	Aucune conséquence négative.	没有出现负面后果。	Sem consequências negativas.	Нет негативных последствий.	Sin consecuencias negativas.
Incident_08_Result_01A	“Sir, an enemy fleet has approached us while we’ve been waiting—they look set to open fire!”	"Sir, wroga flota zbliżyła się do nas, gdy czekaliśmy - wygląda na to, że otworzą ogień!".	„Sir, die feindliche Flotte hat sich uns genähert als wir gewertet haben - es scheint, dass sie das Feuer eröffnen!“.	« Sir, la flotte ennemie s'est approchée de nous quand nous attendions - elle semble prête à ouvrir le feu ! ».	“长官， 在我们等待的时候， 一支敌方舰队接近了我们  ——  他们似乎要开火了！”	"Sir, uma frota inimiga aproximou-se quando estivemos parados. Parece que vão abrir fogo!".	«Сэр, пока мы ждали, вражеский флот приблизился к нам, кажется, они собираются открыть огонь!»	«Sir, la flota enemiga se acercó a nosotros cuando estuvimos parados. Parece que van a abrir fuego!»
Incident_08_Result_01B	“I think that break to watch the whales was a much-needed breather for the crew, sir. A morale boost like that is sure to pay dividends in our next battle.”	"Myślę, że przerwa na oglądanie wielorybów była bardzo potrzebnym wytchnieniem dla załogi, sir. Taki zastrzyk morale na pewno zaprocentuje w następnej bitwie".	„Ich denke, dass die Pause für die Beobachtung der Wale eine sehr wichtige Erholung für die Mannschaft war, Sir. Eine solche Zusatzportion an Kampfgeist wird sich in der nächsten Schlacht sicherlich auszahlen“.	« Je pense que la pause pour regarder les baleines était un répit dont notre équipage avait besoin, sir. C’était un coup qui remontera la morale lors de la prochaine bataille ».	“我认为观看鲸鱼的休息时间是船员们急需的喘息机会， 长官。 这样的士气鼓舞肯定会在我们的下一场战斗中得到回报。 ”	"Acho um intervalo para ver as baleias foi muito necessário para os tripulantes descansarem, sir. Este aumento de moral vai ser beneficioso na próxima missão".	«Думаю, перерыв на наблюдение за китами оказался необходимой передышкой для экипажа, сэр. Такой подъем боевого духа обязательно окупится в следующем бою».	«Pienso que la pausa para ver ballenas fue un gran alivio para todos, Sir. Esta dosis de moral va a rendir frutos en el próximo combate»
Incident_08_Result_01C	“The show seems to be over, sir—the men are just idling now. I suppose we should get back to work.”	"Wygląda na to, że przedstawienie już się skończyło, sir - ludzie po prostu stoją bezczynnie. Chyba powinniśmy wrócić do pracy".	„Es scheint, dass das Schauspiel zu Ende ist, Sir - die Leute stehen einfach nur da. Wir sollten uns lieber an die Arbeit machen“.	« Il semble que le spectacle est terminé, sir, les hommes restent plantés là au milieu. Nous devrions nous remettre au travail ».	“演出似乎结束了  ——  这些人现在只闲着没事干。 我想我们应该回去工作了。 ”	"Parece que o espetáculo já terminou, sir - os tripulantes estão ali sem fazer nada. Acho que devemos voltar ao trabalho".	«Вероятно, представление уже закончилось – люди просто стоят без дела. Кажется, пора нам возвращаться к работе».	«Parece que el espectáculo ha terminado, Sir. La gente está allí sin hacer nada. Pienso que tenemos que volver al trabajo».
Incident_08_Result_02	“Understood, sir. I will instruct the crew to return to their duties.”	"Zrozumiano, sir. Polecę załodze powrócić do swoich obowiązków".	„Verstanden, Sir. Ich werde die Mannschaft anweisen, zu ihren Pflichten zurückzukehren“.	« Compris, sir. Je demande l’équipage de revenir à leurs tâches ».	“明白了， 长官。 我会指示船员们回到他们的岗位上。 ”	"Entendido, sir. Ordenarei que a tripulação volte às suas obrigações".	«Так точно, сэр. Я отдам приказ экипажу вернуться к выполнению своих обязанностей».	«Entendido, Sir. Voy a ordenar que la tripulación vuelva a sus deberes.»
Incident_09_Fluff	“A lot of the crew has been getting sick, Admiral—many of them so badly that they can’t work. The nausea started after mealtime, so the problem seems to be in our food supply. Should we dispose of the food that might have spoiled, or keep serving it?”	"Wiele osób z załogi choruje, Admirale - wiele z nich tak bardzo, że nie mogą pracować. Mdłości zaczęły się po posiłku, więc problem wydaje się leżeć w naszych dostawach żywności. Czy powinniśmy pozbyć się jedzenia, które mogło się zepsuć, czy podawać je dalej?".	„Viele Mannschaftsmitglieder sind krank, Admiral - viele von ihnen so stark, dass sie nicht arbeiten können. Die Übelkeit fing nach der Mahlzeit an, so scheint die Problemursache an unserem Essen zu liegen. Sollen wir das Essen wegwerfen, dass verdorben sein kann, oder sollen wir es weiter servieren?“.	« Une grande partie de l’équipage est tombée malade, Amiral - il y en a ceux qui à cause de la maladie ne peuvent pas travailler. Les nausées ont commencé après le repas, donc le problème réside dans notre approvisionnement alimentaire. Faut-il se débarrasser de la nourriture pourrie ou continuer à la servir ? ».	“很多船员都生病了， 海军上将 —— 他们中的许多人病得很重， 以至于他们无法工作。 恶心是在饭后开始的， 所以问题似乎出在我们的食物供应上。 我们是否应该处理掉可能已经坏了的食物， 还是继续提供？”	"Muitas pessoas estão doentes, Almirante. Muitos nem sequer podem trabalhar. As náuseas começaram depois da refeição, então o problema parece jazer na nosso abastecimento de comida. Devemos deitar fora a comida que se pode ter estragado ou continuar a servi-la?".	«Многие члены экипажа больны, Адмирал, многие из них настолько, что не могут работать. Тошнота начиналась после еды, так что проблема, похоже, кроется в наших поставках продовольствия. Нам избавиться от пищи, которая могла испортиться, или продолжать подавать ее к столу?»	«Todos están enfermos, Almirante. Muchos hasta no son capaces de trabajar. Las náuseas han comenzado después de la comida, entonces el problema parece estar en las provisiones de alimentos. Debemos echar la comida rancia o seguir sirviéndola?»
Incident_09_Option_01	DUMP THE FOOD	WYRZUĆ JEDZENIE	WERFEN DAS ESSEN WEG	JETEZ LA NOURRITURE	倾倒食物	DEITAR FORA A COMIDA	ВЫБРОСИТЬ ПРОДОВОЛЬСТВИЕ	ECHAR LA COMIDA
Incident_09_Costs_01	You start the next mission with only 20% of your full supply capacity.	Rozpoczynasz następną misję, mając tylko 20% swoich pełnych zapasów.	Du beginnst die nächste Mission und hast nur 20% deines Gesamtvorrats.	Vous commencez une nouvelle mission avec seulement 20 % de vos approvisionnements complets.	用 20% 的补给开始下一个任务	Começará a próxima missão com apenas 20% do abastecimento habitual.	Вы начинаете следующую миссию при наличии лишь 20% от полного запаса. 	Comienza la misión con apenas el 20 % de sus provisiones.
Incident_09_Option_02	KEEP SERVING THE FOOD	NADAL PODAWAJ JEDZENIE	SERVIEREN SIE DAS ESSEN WEITER	CONTINUER À SERVIR LA NOURRITURE	继续提供食物	CONTINUE SERVINDO A COMIDA	ПРОДОЛЖАТЬ ПОДАВАТЬ ПИЩУ	SEGUIR SIRVIENDO COMIDA
Incident_09_Costs_02A	(25% chance) One crew unit dies.	(25% szans) Ginie jeden oddział załogi.	(25% Chancen) Eine Mannschaftseinheit kommt ums Leben.	(25 % de chance de réussite) Une division de l’équipage est abattue.	（25% 几率）1 名人员死亡。	(Probabilidade 25%) Morre um tripulante.	(25% вероятности) Погибает одно подразделение экипажа.	(Probabilidad 25 %) Muere un tripulante.
Incident_09_Costs_02B	(50% chance) One crew unit is critically injured.	(50% szans) Jedna jednostka załogi odnosi krytyczne obrażenia.	(50% Chancen) Ein Mannschaftsmitglied erleidet kritische Verletzungen.	(50 % de chance de réussite) Une unité de l’équipage est gravement blessée.	（50% 几率）1  名人员受重伤。	(Probabilidade 50%) Uma tripulante sofre lesões críticas.	(25% вероятности) Здоровью одной единицы экипажа причинен критический ущерб.	(Probabilidad 50 %) Un tripulante sufre lesiones graves.
Incident_09_Costs_02C	(25% chance) No negative consequences.	(25% szans) Brak negatywnych konsekwencji.	(25% Chancen) Keine negativen Konsequenzen.	(25 % de chance de réussite) Aucune conséquence négative.	（25% 几率）没有出现负面后果。	(Probabilidade 25%) Sem consequências negativas.	(25% вероятности) Нет негативных последствий.	(Probabilidad 25%) Sin consecuencias negativas.
Incident_09_Result_01	“It is done, sir: we investigated the food supply and dumped whatever we thought needed to go. Unfortunately this was a lot more than we expected, so we are now very low on supplies.”	"To już zrobione, sir: zbadaliśmy zapasy żywności i wyrzuciliśmy to, co uznaliśmy za stosowne. Niestety było tego o wiele więcej, niż się spodziewaliśmy, więc mamy teraz bardzo małe zapasy".	„Es ist schon gemacht, Sir: wir haben die Lebensmittelvorräte geprüft und das weggeschmissen, was wir richtig gehalten haben. Leider war das viel mehr als wir erwartet haben und deswegen sind unsere Vorräte jetzt sehr klein“.	« C'est déjà fait, sir: nous avons examiné l’approvisionnement alimentaire et nous avons jeté ce que nous jugé bon. Malheureusement, il y en avait beaucoup plus que nous avions prévu, donc nous avons maintenant très très peu de provisions ».	“已经完成了：我们调查了食物供应， 并倾倒了我们认为需要扔掉的东西。 但是这比我们预期的要多得多， 所以我们现在供应非常少。 ”	"Está feito, sir: analisámos as reservas e deitámos fora o suspeito. Lamentavelmente, foi muito mais do que esperámos e por isso agora temos uma reservas muito limitadas”.	«Уже сделано, сэр: мы исследовали свои запасы продовольствия и выбросили то, что посчитали нужным. К сожалению, этого оказалось намного больше, чем мы рассчитывали, и теперь у нас очень небольшие запасы».	«Está hecho, Sir. Hemos controlado las provisiones y hemos echado lo que se tenía que echar. Desgraciadamente, hubo mucho más de lo que pensábamos, entonces ahora las provisiones son muy escasas.»
Incident_09_Result_02A	“It was worse than we thought, sir. Some of our men got so ill that they died from food poisoning; a whole unit has passed.”	"Było gorzej, niż myśleliśmy, sir. Niektórzy z naszych ludzi zachorowali tak bardzo, że zmarli z powodu zatrucia pokarmowego; cały oddział odszedł".	„Es war schlimmer als wir dachten, Sir. Manche unserer Leute erkrankten so schwer, dass sie aufgrund einer Lebensmittelvergiftung verstorben sind: die ganze Einheit ist nicht mehr bei uns“.	« C'était pire que nous pensions, sir, Certains de nos hommes sont tombés si gravement malades qu'ils sont morts d'une intoxication alimentaire; toute une unité est décédée. »	“情况比我们想象的还要糟糕， 长官。 我们的一些人病得很重， 以至于他们死于食物中毒， 整个部队都不行了。 ”	"Foi pior do que pensámos, sir. Alguns adoeceram tanto que morreram por intoxicação. Caiu toda uma equipa".	«Все оказалось хуже, чем мы думали, сэр.  Некоторые из наших людей оказались больны настолько, что умерли от пищевого отравления; целое подразделение погибло».	«Fue peor de lo que pesábamos, Sir. Algunos se han puesto tan mal que murieron por intoxicación. Hemos perdido un escuadrón entero».
