	en	pl	de	fr	zh	pt	ru	es
ReconMissionBuff_Inactive	We will receive shipment of experimental scouting equipment following this mission. It will increase our capacity for launching Recon missions without additional officer supervision.	Po tej misji otrzymamy transport eksperymentalnego sprzętu zwiadowczego. Zwiększy on naszą zdolność do przeprowadzania misji zwiadowczych bez dodatkowego nadzoru oficerów.	Nach dieser Mission bekommen wir die Lieferung mit der experimentellen Erkundungsausrüstung. Sie wird unsere Fähigkeit erhöhen, Erkundungsmissionen ohne zusätzliche Aufsicht der Offiziere durchzuführen.	Après cette mission, un transport de matériel de reconnaissance expérimental nous sera livré. Il augmentera notre capacité de réaliser les missions de reconnaissances sans surveillance supplémentaire des officiers.	执行此任务后，  我们将收到实验性侦察设备，  以提高我们进行侦察任务的能力，  而无需额外的军官监督。	Depois dessa missão, receberemos um transporte de um equipamento experimental de reconhecimento. Aumentará a nossa capacidade de realizar missões de reconhecimento sem nenhum controlo adicional dos oficiais.	После этой миссии мы получим поставку экспериментального разведывательного оборудования. Оно повысит нашу способность осуществлять разведывательные миссии без дополнительного контроля со стороны офицеров.	Después de esta misión, recibiremos un transporte adicional de equipamiento de reconocimiento. Lo dicho aumentará nuestra capacidad de realizar misiones de reconocimiento sin ninguna supervisión adicional de oficiales.
IdentifyMissionBuff	Additional Identify Targets	Dodatkowa Identyfikacja Celów	Zusätzliche Zielidentifikation	Identification des cibles supplémentaires.	额外的侦测任务	Identificação adicional dos Alvos	Дополнительная Идентификация Целей	Identificación adicional de los objetivos
IdentifyMissionBuff_Desc	1x extra Identify Targets mission (no island switch necessary)	1x dodatkowa misja Identyfikacja Celów (bez przełącznika na Wyspie).	1x zusätzliche Mission Zielidentifikation (ohne die Notwendigkeit des Umschaltens auf der Insel).	1 x mission supplémentaire Identification des cibles (Switch sur l’île n’est pas requis).	无需在作战指挥部选择行动即可提供额外的侦测和识别任务。	1x missão de identificação de Alvos (sem a necessidade de mudar na ilha).	1 дополнительная миссия Идентификация Целей (без переключения на Острове).	1x misión adicional de Identificación de objetivos (sin el seleccionador en la Isla)
IdentifyMissionBuff_Active	Experimental espionage equipment has arrived on the aircraft carrier; it allows us to send an additional Identify Targets mission without additional officer supervision.	Na lotniskowcu pojawił się eksperymentalny sprzęt szpiegowski, dzięki któremu możemy wysłać dodatkową misję Identyfikacji Celów bez dodatkowego nadzoru oficerów.	Auf dem Flugzeugträger ist die experimentelle Spionageausrüstung angekommen, dadurch können wir eine zusätzliche Mission Zielidentifikation starten - ohne zusätzliche Aufsicht der Offiziere.	Le matériel d’espionnage expérimental est livré sur le porte-avions. Il nous permettra de déclencher une mission supplémentaire d’identification des cibles sans  surveillance des officiers.	实验性间谍设备已抵达航母。  使用它将使我们可以进行额外的侦测识别任务，  而无需额外的军官监督。	Ao porta-aviões chegou um equipamento experimental de espionagem, graças ao qual poderemos enviar uma missão adicional de identificação de alvos sem nenhum controlo adicional dos oficiais.	На авианосце появилось экспериментальное шпионское оборудование, благодаря которому мы можем отправить дополнительную разведывательную миссию по Определению Целей без дополнительного контроля со стороны офицеров.	En el portaaviones ha aparecido un equipamiento experimental de espionaje, gracias al que podemos enviar una misión de Reconocimiento de objetivos adicional sin supervisión adicional de oficiales.
IdentifyMissionBuff_Inactive	We will receive shipment of experimental espionage equipment following this mission. It will increase our capacity for launching Identify Targets missions without additional officer supervision.	Po tej misji otrzymamy przesyłkę z eksperymentalnym sprzętem szpiegowskim. Zwiększy on naszą zdolność do przeprowadzania misji Identyfikacja Celów bez dodatkowego nadzoru oficera.	Nach dieser Mission bekommen wir eine Sendung mit der experimentellen Spionageausrüstung. Sie wird unsere Fähigkeit erhöhen, die Missionen Zielidentifikation ohne zusätzliche Aufsicht des Offiziers durchzuführen.	Après cette mission, nous recevrons une expédition du matériel d’espionnage expérimental. Il augmentera notre capacité de réaliser les missions d’identification des cibles sans surveillance supplémentaire des officiers.	执行此任务后，  我们将收到实验性间谍设备，  这些设备可以提高我们执行侦测识别任务的能力，  而无需额外的军官监督。	Depois dessa missão receberemos um envio com equipamento de espionagem. Aumentará a nossa capacidade de realizar missões de Identificação de Alvos sem nenhum controlo adicional dos oficiais.	После этой миссии мы получим поставку с экспериментальным шпионским оборудованием. Она повысит нашу способность проводить миссии Идентификации Целей без дополнительного контроля со стороны офицера.	Después de esta misión, recibiremos un paquete con un equipamiento experimental de espionaje. Lo dicho aumentará nuestra capacidad de realizar misiones de Reconocimiento de objetivos sin ninguna supervisión adicional de oficiales.
NoBuff	Standard Circumstances	Standardowe Okoliczności	Standardumstände	Circonstances standard	标准状况	Circunstâncias standard	Стандартные Обстоятельства	Circunstancias estándar
NoBuff_Desc	No new circumstances will be active during your next mission	Podczas następnej misji nie będą występować żadne nowe okoliczności.	Während der nächsten Mission wird es keine neuen Umstände geben.	Lors de la prochaine mission, aucune nouvelle circonstance n’aura lieu.	战区的状况不会以任何方式影响任务的执行。	Durante a próxima missão não haverá nenhumas circunstâncias novas.	Во время следующей миссии не будут появляться новые обстоятельства.	Durante la próxima misión no habrá ninguna nueva circunstancia.
NoBuff_Active	The current circumstances in the theater of war will not alter your next mission in any way.	Aktualne warunki panujące na teatrze działań wojennych nie wpłyną w żaden sposób na przebieg twojej następnej misji.	Die aktuellen Verhältnisse, die auf dem Schlachtfeld herrschen, werden den Verlauf deiner nächsten Mission nicht beeinflussen.	Les conditions actuelles sur la scène d’actions militaires n’affectera aucunement le déroulement de votre prochaine mission.	在执行本次任务期间不会出现新状况。	As condições atuais no palco de combate não terão nenhum impacto sobre o transcurso da seguinte missão.	Текущие условия в театре военных действий никоим образом не повлияют на ход Вашей следующей миссии.	Las condiciones actuales que existen actualmente en el teatro de guerra no tendrán ninguna influencia sobre el transcurso de su próxima misión.
CurrentCircumstances	Current Circumstances	Aktualne Okoliczności	Aktuelle Umstände	Circonstances actuelles	当前状况	Circunstâncias atuais	Текущие Обстоятельства	Circunstancias actuales
ChangeOfCircumstances	Change of Circumstances	Zmiana Okoliczności	Veränderung der Umstände	Changement des circonstances	状况改变	Alteração das circunstâncias	Смена Обстоятельств	Cambio de circunstancias
CircumstancesSituation	The situation shifts constantly. Finishing some missions temporarily changes the state of affairs during the following mission.	Sytuacja ulega ciągłym zmianom. Ukończenie niektórych misji tymczasowo zmienia stan rzeczy podczas następnej misji.	Die Situation ändert sich stets. Die Beendigung mancher Missionen verändert vorläufig die Sachlage bei der nächsten Mission.	La situation évolue constamment. Accomplir certaines missions change temporairement la situation lors de la prochaine mission.	局势一直在变化，  完成一项任务后将会改变该地区的战争局势。	A situação está a mudar constantemente. A finalização dalgumas missões muda a situação de maneira temporária durante a próxima missão.	Ситуация постоянно меняется. Завершение некоторых миссий временно изменяет положение вещей во время следующей миссии.	La situación se está cambiando constantemente. La conclusión de algunas misiones cambia temporalmente el estado de las cosas durante la próxima misión.
ChangeOfCircumstancesHeader	Change of Circumstances:	Zmiana Okoliczności:	Veränderung der Umstände:	Changement des circonstances :	状况变化：	Alteração das circunstâncias:	Смена Обстоятельств:	Cambio de Circunstancias:
ChangeOfCircumstancesDesc	Shows how the circumstances will change after the selected mission.	Pokazuje, jak zmieni się okoliczności po wybranej misji.	Zeigt, wie sich die Umstände nach der gewählten Mission verändern.	Démontre comment les circonstances changent après une mission donnée.	选择任务后可以预测任务完成后局势状况将发生怎样的变化。	Apresenta como mudarão das circunstâncias depois da missão selecionada.	Показывает, как изменятся обстоятельства после выбранной миссии.	Muestra cómo cambiarán las Circunstancias después de la misión seleccionada.
CurrentCircumstancesHeader	Current Circumstances:	Aktualne Okoliczności:	Aktuelle Umstände:	Circonstances actuelles :	当前状况：	Circunstâncias atuais:	Текущие Обстоятельства	Circunstancias actuales:
CurrentCircumstancesDesc	Active during your next mission. Use this to plan the order of upcoming missions.	Aktywne podczas następnej misji. Wykorzystaj, aby zaplanować kolejność nadchodzących misji.	Aktiv bei der nächsten Mission. Nutze sie, um die Reihenfolge der kommende Missionen zu planen.	Actives lors de la prochaines mission. Utilisez pour planifier l’ordre des missions à venir.	用于安排即将到来的任务顺序。	Ativas durante a próxima missão. Aproveite para planear a ordem das próximas missões.	Активен во время следующей миссии. Используйте, чтобы запланировать последовательность предстоящих миссий.	Activas durante la próxima misión. Aprovéchalo para planear la secuencia de las próximas misiones.
