	en	pl	de	fr	zh	pt	ru	es
LoseTip_1_4_BattleLost	You must defend Allied fleets from enemy airstrikes. Try targeting enemy ships that have already sustained damage, as they can be quicker and easier to take out.	Musisz bronić floty aliantów przed atakami lotniczymi wroga. Staraj się celować w statki wroga, które zostały już uszkodzone, ponieważ można je szybciej i łatwiej zlikwidować.	Du musst die Flotte der Alliierten vor den feindlichen Luftangriffen schützen. Versuche die feindlichen Schiffe, die schon beschädigt wurden, als Ziele zu erfassen, denn man kann sie schneller und leichter liquidieren.	Vous devez défendre la flotte alliée contre les attaques aériennes de l’ennemi. Essayez de cibler les navires ennemis qui ont été déjà endommagé parce que leur élimination est plus rapide et plus facile.	你必须保护盟军舰队免受敌人的空袭。 可以试着瞄准已经受到伤害的敌舰， 因为它们可以更快更容易地被击沉。	Deve defender a frota aliada contra os ataques aéreos do inimigo. Tente alcançar com o fogo os navios do inimigo que já foram danificados porque se podem eliminar de uma forma mais rápida e fácil.	Вы должны защитить союзный флот от воздушных атак противника. Старайтесь целиться во вражеские корабли, которые уже повреждены, так как их можно быстрее и легче ликвидировать.	Tiene que defender la flota contra los ataques aéreos del enemigo. Intente alcanzar los buques del enemigo que ya han sido alcanzados porque se pueden eliminar de manera más rápida y fácil.
LoseTip_2_1_DetectedByEnemy	To remain hidden, you can: counter enemy scouting missions; position yourself in ‘bad weather’ zones; use the special, relevant abilities of your escort vessels; and use the button on the Tactical Map to make visible the enemy’s radar range. Furthermore, you must never attack an enemy if you wish to remain undetected.	Aby pozostać w ukryciu, możesz: przeciwdziałać misjom zwiadowczym wroga, zajmować pozycje w strefach "złej pogody", korzystać z odpowiednich zdolności swoich okrętów eskortowych oraz używać przycisku na mapie taktycznej, aby uwidocznić zasięg radaru wroga. Ponadto, jeśli chcesz pozostać niewykryty, nie możesz atakować wroga.	Um unentdeckt zu bleiben kannst du den Aufklärungsmissionen des Feindes entgegenwirken, die Positionen in den „Schlechtwetterzonen“ einnehmen, die entsprechenden Fähigkeiten deiner Geleitschutz-Schiffe in Anspruch nehmen und die Taste auf der taktischen Karte nutzen, um den Aktionsradius des Feindes zu sehen. Ferner, wenn du unentdeckt bleiben willst, kannst du den Feind nicht angreifen.	Pour rester en cachette vous pouvez : empêcher les missions de reconnaissance de l’ennemi, prendre position dans les zones de « mauvais temps », utilisez les capacités de tes navires escortés et utiliser un bouton sur la carte tactique pour visualiser la portée du radar de l’ennemi. En plus, si vous souhaitez rester non repéré, vous ne pouvez pas attaquer l’ennemi.	为了保持隐藏状态， 您可以： 对敌人的侦察任务进行反侦察行动； 将自己置于“恶劣天气”区域； 使用您的护航船的特殊相关能力； 使用战术地图上的按钮获知敌人的雷达范围。 此外， 如果您希望不被发现， 则绝对不能攻击敌人。	Para permanecer escondido, pode: combater as missões de reconhecimento do inimigo, ocupar posições nas zonas de “mau tempo”, utilizar as capacidades adequadas dos seus navios de escolta e utilizar o botão no mapa tático para ver o alcance do radar do inimigo. Além disso, se desejar permanecer sem ser detetado, não pode atacar o inimigo.	Чтобы оставаться в укрытии, Вы можете: противодействовать разведывательным миссиям врага, занимать позиции в зонах «плохой погоды», использовать специальные соответствующие способности кораблей эскорта, а также использовать кнопку на тактической карте, чтобы отобразить дальность действия радара врага. Кроме того, если хотите остаться незамеченным, Вы не можете атаковать врага.	Para permanecer sin ser detectado, puede combatir las misiones de reconocimiento del enemigo, ocupar posiciones en las zonas de «mal tiempo», aprovechar las capacidades de sus buques de escolta y utilizar el botón en el mapa táctico para ver el alcance del radar enemigo. Además, si quiere permanecer sin ser detectado, no puede atacar al enemigo.
LoseTip_4_4_TokyoExpressArrived	You must prevent the “Tokyo Express” from reaching the island. Launch Night Recon missions to locate enemy vessels, and try spreading out the target locations of these missions to increase the area covered.	Musisz zapobiec dotarciu "Tokio Express" do wyspy. Rozpocznij misję Nocny Rekonesans, aby zlokalizować wrogie statki, i spróbuj rozdzielić miejsca docelowe tych misji, aby zwiększyć ich zasięg.	Du musst verhindern, dass „Tokio Express“ die Insel erreicht. Beginne die Mission Nächtliche Erkundung, um die feindlichen Schiffe zu lokalisieren und versuche die Zielorte dieser Missionen zu trennen, um ihren Aktionsradius zu erhöhen.	Empêchez l’arrivée de ’Tokyo Express » sur l’île. Lancez votre mission de Reconnaissance Nocturne pour localiser des navires ennemis, essayez de séparer les destinations de ces missions pour augmenter leur portée.	你必须阻止“东京特快”到达岛上。 对夜间侦察任务执行起飞操作以定位敌舰， 并试着去分散你的这些任务的目标位置以增加覆盖区域。	Deve prevenir que o Tóquio Express chegue à ilha. Comece a missão Reconhecimento noturno para localizar os navios inimigos e tente separar os lugares-alvo destas missões para aumentar o seu alcance.	Вы должны помешать «Токийскому Экспрессу» добраться до острова. Начните миссию Ночная Рекогносцировка, чтобы определить местоположение вражеских кораблей, и постарайтесь разделить пункты назначения этих миссий, чтобы увеличить их дальность.	No puede permitir que «Tokio Express» alcance la isla Inicie la misión de Reconocimiento Nocturno para localizar los buques enemigos. Intente separar los lugares de destino de dichas misiones para aumentar su alcance.
LoseTip_2_4_DefendMidway	Defend the base at Midway from attack by launching Midway Defense missions.	Obroń bazę na Midway przed atakiem, wykonując misje Obrona Midway.	Beschütze den Midway Stützpunkt vor dem Angriff, indem du die Missionen Verteidigung Midway durchführst.	Défendez la base sur Midway contre l’attaque et réalisant les missions de Défense de Midway.	通过对中途岛防御任务执行起飞操作来保卫中途岛基地免受攻击。	Defenda a base de Midway contra o ataque realizando as missões da Defesa de Midway.	Защитите базу на Мидуэе от нападения, выполняя миссии Оборона Мидуэя.	Defienda la base de Midway contra el ataque realizando la misión de Defensa de Midway.
LoseTip_2.4_MidwayInstructionsFailure	Midway’s instructions are time-sensitive. Prioritize them and carry them out quickly.	Czas odgrywa kluczową rolę w wykonywaniu instrukcji z Midway. Nadaj im priorytet i szybko je zrealizuj.	Die Zeit spielt die Schlüsselrolle bei der Befolgung der Instruktionen von Midway. Verleihe ihnen Prioritätsstellung und realisiere sie schnell.	Le temps est crucial lors de la réalisation des instructions de Midway. Priorisez-les et réaliser immédiatement.	中途岛的指令具有时间敏感性。 优先考虑该指令并迅速执行。	O tempo é o fator mais importante na realização das ordens de Midway. Dê-lhes prioridade de realize sem demora.	Время играет ключевую роль в выполнении инструкций с Мидуэя. Уделите им первостепенное внимание и быстро выполните их.	El tiempo desempeña un papel principal en la realización de las instrucciones de Midway. Deben ser su prioridad. Realícelas rápido.
LoseTip_2_4_EnemyEscaped	Assign more crew members to the Navigation Department and use the fastest speed setting to reach the enemy.	Przydziel więcej członków załogi do Działu Nawigacji i użyj najszybszego ustawienia prędkości, aby dotrzeć do wroga.	Teile mehr Mannschaftsmitglieder zur Navigationsabteilung zu und nutze die schnellste Geschwindigkeitseinstellung, um den Feind zu erreichen.	Affectez plus de membres de l’équipage à la Division de Navigation et utilisez la fixations de vitesse la plus rapide afin d’atteindre l’ennemi.	将更多的人员分配到导航部门并使用最快的速度追赶敌人。	Adscreva mais tripulantes ao Departamento de navegação e utilize a velocidade mais alta para chegar ao inimigo.	Назначьте больше членов экипажа в Отделение Навигации и используйте самое высокое значение настройки скорости, чтобы добраться до врага.	Envíe más tripulantes al Departamento de Navegación y utilice la velocidad más rápida para alcanzar al enemigo. 
LoseTip_3_4_DestroyedByCannon	You came within range of the enemy’s cannon. Avoid getting too close to the base, and destroy the cannon from a safe distance.	Znalazłeś się w zasięgu działa przeciwnika. Nie zbliżaj się zbytnio do bazy i zniszcz działo z bezpiecznej odległości.	Du befindest sich im Aktionsradius des Geschützes des Feindes. Nähere dich dem Stützpunkt nicht zu sehr und zerstöre das Geschütz aus einer sicheren Entfernung.	Vous vous êtes trouvé à la portée de l’ennemi. Ne rapprochez pas trop de la base et endommager le canon à partir d’une distance convenable.	你进入了敌人大炮的射程内。 避免离基地太近， 并在安全距离内摧毁大炮。	Encontrou-se dentro do alcance do canhão do inimigo. Não se aproxime demasiado da base e destrua o canhão desde uma distância segura.	Вы оказались в пределах досягаемости вражеского артиллерийского орудия. Не приближайтесь к базе слишком сильно и уничтожьте артиллерийское орудие с безопасного расстояния.	Se ha encontrado dentro del alcance del enemigo. No se acerque demasiado a la base. Destruya el cañón desde una distancia segura.
LoseTip_3_3_EscortAllyToAttuStation	Send Friendly CAP missions to protect the ship from enemy attacks as it sails to Attu.	Wysyłaj misje Sojuszniczy BPP, aby chronić statek przed atakami wroga podczas rejsu do Attu.	Entsende die Missionen Verbündete KLP, um das Schiff vor den feindlichen Angriffen während der Fahrt nach Attu zu schützen.	Envoyez les missions alliées PAC pour défendre le navire contre les attaques de l’ennemie lors du raid sur Attu.	执行友好的空中巡逻队任务以保护船只在驶往阿图岛时免受敌人的攻击。	Envie missões PAC aliadas para proteger o navio contra os ataques do inimigo no seu caminho até Attu.	Отправьте Союзные миссии БВП, чтобы защитить корабль от нападений врага во время рейса в Атту.	Envíe misiones de GAA aliados para proteger el buque contra los ataques del enemigo durante el viaje hasta Attu.
LoseTip_3_2_DefendAlliedFleet	You must prioritize the safety of our advancing fleet. Defend our troopships against enemy airstrikes and ensure that the approaching Japanese fleet does not intercept them.	Priorytetem musi być bezpieczeństwo naszej floty. Obroń nasze okręty przed atakami lotniczymi wroga i dopilnuj, by zbliżająca się flota japońska ich nie przechwyciła.	Die Sicherheit unserer Flotte ist unsere Priorität. Verteidige unsere Schiffe vor den Luftangriffen des Feindes und sieh zu, dass die ankommende japanische Flotte sie nicht übernimmt.	La sécurité de notre flotte doit être la priorité. Défendez nos navires contre les attaques aériennes de l’ennemi et veillez à ce que la flotte japonaise s’approchant ne les intercepte pas.	你必须优先考虑我们前进舰队的安全。 保卫我们的军舰免受敌人的空袭， 并确保接近的日本舰队不会拦截他们。	A segurança da nossa frota deve ser prioritária. Defensa os nossos navios contra os ataque aéreos do inimigo e faça tudo para que a frota japonesa não os capture.	Безопасность нашего флота должна быть приоритетом. Защитите наши корабли от воздушных атак противника и убедитесь, что приближающийся японский флот не перехватит их. 	La prioridad siempre tiene que ser la seguridad de nuestra flota. Defienda nuestros buques contra los ataques aéreos del enemigo y asegúrese de que la flota japonesa que se está acercando no los ha interceptado.
LoseTip_3_3_DefendDutchHarbor	Send Friendly CAP missions to help defend the base against enemy attacks.	Wysyłaj misje Sojuszniczy BPP, aby pomóc w obronie bazy przed atakami wroga.	Entsende die Missionen Verbündete KLP, um bei der Verteidigung des Stützpunktes vor den feindlichen Angriffen zu helfen.	Envoyez les missions alliés PAC pour aider à défendre les bases contre les attaques de l’ennemi.	执行友好的空中巡逻队任务， 以帮助保卫基地免受敌人的攻击。	Envie missões de PAC aliadas para ajudar na defesa da base contra os ataques inimigos.	Отправьте Союзные миссии БВП, чтобы помочь в обороне от вражеских атак.	Envíe misiones de AGG aliados para ayudar en la defensa de la base contra los ataques enemigos.
LoseTip_3_3_DefendAttuStation	Try to prioritize destroying the enemy troopship before it lands on Attu.	Postaraj się zniszczyć wrogi okręt, zanim wyląduje na Attu.	Versuche das feindliche Schiff zu zerstören, bevor es auf Attu landet.	Essayez de détruire un navire ennemi avant qu’il arrive sur Attu.	尝试在敌军舰艇降落在阿图岛之前摧毁它。	Tente destruir o navio inimigo antes de ele chegar a Attu.	Постарайтесь уничтожить вражеское судно до того, как оно прибудет на Атту.	Intente destruir el buque enemigo antes de que llegue a Attu.
LoseTip_4_1_DefendAlliedFleet	Defend the group of Allied vessels from enemy attack.	Obroń grupę statków sojuszniczych przed atakiem wroga.	Verteidige die Gruppe der Schiffe der Verbündeten vor den feindlichen Angriffen.	Défendez le groupe de navires alliés contre les attaques ennemies.	保护盟军船只免受敌人的攻击。	Defenda um grupo de navios aliados contra o ataque inimigo.	Защитите группу союзных кораблей от наступления врага.	Defienda el grupo de buques aliados contra el ataque del enemigo.
LoseTip_4_1_TugboatDestroyed	Try increasing your strike group’s Defense values to strengthen it against enemy attacks.	Spróbuj zwiększyć wartość Obrony swojej grupy uderzeniowej, aby wzmocnić ją przed atakami wroga.	Versuche den Verteidigungswert deiner Sturmgruppe zu erhöhen, um sie vor den feindlichen Angriffen zu stärken.	Essayez d’augmenter la valeur de la Défense de votre groupe aéronaval pour le renforcer contre les attaques de l’ennemi.	尝试增加你的攻击群的防御， 以加强它对抗敌人攻击的能力。	Tente aumentar o valor da defesa do seu grupo de ataque para o fortalecer contra os ataques inimigos.	Попробуйте увеличить значение Обороны своей ударной группы, чтобы усилить ее против вражеских наступлений.	Intente aumentar el valor de la Defensa de su Grupo de Ataque para reforzarla contra los ataques del enemigo.
LoseTip_4_2_DetectedByEnemy	Use Decoy missions to divert the enemy from your location. You can also remain hidden by: countering enemy scouting missions; positioning yourself in “bad weather” zones; using the special, relevant abilities of your escort vessels; and/or using the button on the Tactical Map to make visible the enemy’s radar range. Furthermore, you must never attack an enemy if you wish to remain undetected.	Używaj Przynęty, aby odwrócić uwagę wroga od swojej lokalizacji. Możesz również pozostać w ukryciu poprzez: przeciwdziałanie misjom zwiadowczym wroga, ustawianie się w strefach "złej pogody", wykorzystywanie specjalnych, odpowiednich zdolności statków eskorty i/lub używanie przycisku na Mapie Taktycznej, aby uwidocznić zasięg radaru wroga. Ponadto, jeśli chcesz pozostać niewykryty, nigdy nie możesz atakować wroga.	Benutze den Köder um die Aufmerksamkeit des Feindes von deiner Lokalisierung abzulenken. Du kannst auch unentdeckt bleiben durch: Entgegenwirken den Aufklärungsmissionen des Feindes, Positionierung in den „Schlechtwetterzonen“, Inanspruchnahme der entsprechenden Fähigkeiten der Geleitschutz-Schiffe und/oder Nutzung der Taste auf der Taktischen Karte um den Aktionsradius des Feindes zu sehen. Ferner, wenn du unentdeckt bleiben willst, kannst du niemals den Feind angreifen.	Utilisez le leurre pour détourner l’attention de l’ennemi de votre localisation. Vous pouvez également rester en cachette : en contrant les missions de reconnaissance de l’ennemi, positionnement dans les zones de ’Mauvais temps », utiliser les capacités spéciales des navires d’escorte et/ou l’utilisation du bouton sur la Carte Tactique pour faire la portée de radar de l’ennemie visible. En plus, si vous souhaitez rester non repéré, vous ne pouvez jamais attaquer l’ennemi.	使用诱饵任务将敌人从您的位置转移。 您还可以通过以下方式保持隐藏：对抗敌人的侦察任务； 将自己定位在“恶劣天气”区域； 使用您的护航船的特殊相关能力； 和/或使用战术地图上的按钮来显示敌人的雷达范围。 此外， 如果您希望不被发现， 则绝对不能攻击敌人。	Utilize uma isca para desviar a atenção do inimigo da sua localização. Também pode permanecer escondido por: combater as missões de reconhecimento do inimigo, colocar-se nas zonas de “mau tempo”, utilizar as capacidades especiais  e adequadas dos seus navios de escolta e/ou utilizar o botão no mapa tático para ver o alcance do radar do inimigo. Além disso, se desejar permanecer sem ser detetado, Nunca não pode atacar o inimigo.	Используйте Приманку, чтобы отвлечь внимание врага от Вашего местоположения. Вы также можете оставаться незамеченным посредством: противодействия разведывательным миссиям врага, нахождения в зонах «плохой погоды», использования специальных соответствующих способностей  кораблей эскорта и/или используя кнопку на Тактической Карте, чтобы отобразить дальность действия радара врага. Кроме того, если хотите остаться незамеченным, Вы никогда не должны атаковать врага.	Utilice el Cebo para atraer al enemigo lejos de la localización donde usted permanezca. También puede permanecer sin ser detectado, Corrige combatir las misiones de reconocimiento del enemigo, ocupar posiciones en las zonas de «mal tiempo», el uso especiales capacidades de sus buques de escolta y utilizar el botón en el mapa táctico para ver el alcance del radar enemigo. Además, si quiere permanecer sin ser detectado, nunca puede atacar al enemigo.
LoseTip_4_2_CivilianCasualties	Coordinate airstrikes with Allied fleets to target enemy military structures: approach an Allied vessel and use a Coordinated Airstrike mission to ensure that only specified buildings are attacked, avoiding collateral damage.	Koordynuj ataki lotnicze z flotami sojuszniczymi, aby namierzać struktury wojskowe wroga: zbliż się do statku sojuszniczego i użyj misji Skoordynowany Nalot, aby upewnić się, że atakowane są tylko określone budynki, unikając dodatkowych szkód.	Setze die Luftangriffe mit den Flotten der Verbündeten fort, um die militärischen Strukturen des Feindes zu erfassen: nähere dich dem verbündeten Schiff und nutze die Mission Koordinierter Luftangriff, um sich zu vergewissern, dass nur bestimmte Gebäude angegriffen werden, um zusätzliche Schäden zu vermeiden.	Coordonnez les attaques aériennes avec les flottes alliées afin de cibler l’infrastructure militaire : rapprochez-vous au navire allié et utilisez la mission Raid Coordonné pour s’assurer que seuls les bâtiments spécifiques sont attaqués tout en évitant les dommages supplémentaires.	与盟军舰队协同空袭， 瞄准敌方军事建筑：接近盟军船只并使用协同空袭任务确保只有指定的建筑物受到攻击， 避免附带损害。	Coordene os ataques aéreos com as frotas aliadas para apontar as estruturas militares do inimigo: aproxime-se de um navio aliado e utilize a missão Ataque aéreo coordenado para se certificar de que estão a ser atacados só alguns edifícios determinados evitando-se perdas adicionais.	Координируйте воздушные атаки с флотами союзников для поражения военных сооружений противника: приблизитесь к союзному кораблю и используйте миссию Скоординированный Авиаудар, чтобы убедиться, что атаке подвергаются только определенные строения, избегая дополнительного ущерба.	Coordine los ataques aéreos con las flotas aliadas para detectar las estructuras militares del enemigo: acérquese al buque aliado y utilice la misión de Ataque aéreo coordinado para asegurarse de que se están atacando sólo algunos edificios evitándose los demás obstáculos.
LoseTip_4_2_InvasionFailed	You must act quickly to destroy Japanese military buildings on New Guinea before the Allied ground forces begin their offensive on land.	Musisz działać szybko, aby zniszczyć japońskie budynki wojskowe na Nowej Gwinei, zanim alianckie siły lądowe rozpoczną ofensywę na lądzie.	Du musst schnell handeln und die japanischen militärischen Gebäude auf Neuguinea zerstören, bevor die Infanterie der Alliierten die Offensive beginnt.	Agissez rapidement pour d;etruire les bâtiments japonais sur la Nouvelle-Guinée avant que les forces alliées lancent une offensive terrestre.	你必须迅速采取行动， 在盟军地面部队开始在陆地上进攻之前摧毁日本在新几内亚的军事建筑。	Tem que agir rapidamente para destruir os edifícios militares japoneses na Nova Guiné antes de as forças aliadas começarem a sua ofensiva terrestre.	Вы должны действовать быстро, чтобы уничтожить японские военные здания в Новой Гвинее, прежде чем наземные силы союзников начнут наступление на суше.	Tiene que actuar rápidamente para destruir los edificios militares japoneses en Nueva Guinea antes de que las fuerzas terrestres aliadas inicien su ofensiva en la tierra.
LoseTip_4_2_PhotoReconLost	You must prepare to be in position to pick up planes at the preplanned recovery area. Bear in mind that you have a limited space of time within which to recover the returning aircraft.	Musisz przygotować się do odbioru samolotów w zaplanowanym wcześniej miejscu zbiórki. Pamiętaj, że masz ograniczony czas na odzyskanie powracającego samolotu.	Du musst dich auf die Übernahme der Flugzeuge an dem zuvor geplanten Sammelplatz vorbereiten. Denke daran, dass die Zeit, das von der Mission zurückkehrende Flugzeug, zurückzubekommen, beschränkt ist.	Vous devez vous préparer à récupérer les avions au point de rencontre planifié auparavant. Prenez en compte que vous disposez d’un temps limité pour récupérer l’avion revenant.	您必须准备好在预先计划好的修复区域修复飞机。 请记住， 您修复返回飞机的时间有限。	Tem de se preparar para a receção dos aviões no ponto de recolha preparado com antecedência. Lembre-se de que o tempo para a recuperação de uma avião a voltar é limitado.	Вы должны подготовиться, чтобы забирать самолеты в заранее запланированном месте сбора. Помните, что Ваше время на прием возвращающегося самолета ограничено.	Tiene que prepararse para la recepción de los aviones en el lugar de encuentro planeado anteriormente. Recuerde que tiene un tiempo limitado para recuperar el avión que está volviendo.
MissionCompleted	Completed	Zakończona	Beendet	Terminée	已完成	Finalizada	Завершена	Finalizada
MissionDetails	Mission Details	Szczegóły Misji	Einzelheiten der Mission	Détails de Mission	任务详情	Detalhes da missão	Подробности Миссии	Detalles de misión
MissionSummary	Mission Summary	Podsumowanie Misji	Zusammenfassung der Mission	Résumée de Mission	任务摘要	Resumo da missão	Итоги Миссии	Resumen de misión
NewCarrierType	NEW CARRIER TYPE AVAILABLE	NOWA KLASA LOTNISKOWCA DOSTĘPNA	NEUE KLASSE DES FLUGZEUGTRÄGERS VERFÜGBAR	NOUVELLE CLASSE DE L’AVIATION ACCESSIBLE	新航母已可用	NOVA CLASSE DE PORTA-AVIÕES DISPONÍVEL	НОВЫЙ КЛАСС АВИАНОСЦА ДОСТУПЕН	NUEVA CLASE DE PORTAAVIONES DISPONIBLE
NextTutorial	Next Tutorial	Następny Samouczek	Nächstes Tutorial-Spiel	Un tutoriel suivant	下一个教程	Seguinte tutorial	Следующий этап Обучения	Siguiente modo de aprendizaje
Officers	Award your officers	Odznacz Oficerów	Verleihe den Offizieren Medaillen.	Décorez les officiers	奖励你的军官	Condecorar oficiais	Оцените заслуги Офицеров	Condecorar oficiales
OfficerTypeAir	Air Officer	Oficer Lotnictwa	Luftwaffenoffizier	Officier de l’armée de l’air	空军军官	Oficial aéreo	Офицер Авиации	Oficial de Fuerza Aérea
OfficerTypeNavy	Navy Officer	Oficer Marynarki	Marineoffizier	Officier de la marine	海军军官	Oficial de marinha	Офицер Военно-морских Сил	Oficial de Marina
OfficerUpgrade	Officer rose in rank!	Oficer awansował!	Der Offizier wurde befördert!	Officier a avancé !	官员升职！	O oficial foi promovido!	Офицер получил повышение!	¡El oficial ha sido promovido!
PickOfficersAndCrews	Decide which officers and crew to award for their service.	Wybierz oficerów i załogantów, którym należą się medale.	Wähle Offiziere und Mannschaftsmitglieder, die eine Medaille verdient haben.	Choisissez les officiers et les membres de l’équipement méritant les médailles.	选择应该因其行为而获得奖励的军官和人员	Selecione os oficiais e tripulantes que vão ser condecorados.	Выберите офицеров и членов экипажа, которым полагаются медали.	Elija a los oficiales y tripulantes que van a ser galardonados.
ShipsSunk	Enemies destroyed:	Zniszczeni wrogowie:	Zerstörte Feinde:	Ennemis détruits :	消灭敌人：	Inimigos destruídos:	Вражеские повреждения:	Enemigos destruidos:
SinkSkips	Minimum enemies destroyed:	Minimum zniszczonych wrogów:	Mindestanzahl an zerstörten Feinden:	Nombre minimum d'ennemis détruits :	要消灭的最少敌人数量：	Número mínimo de inimigos destruídos:	Минимум уничтоженных врагов:	Mínimo de enemigos destruidos:
SquadronsLost	Squadrons lost:	Stracone eskadry:	Verlorene Staffeln:	Escadres perdues :	损失中队：	Esquadras perdidas:	Уничтоженные эскадрильи:	Escuadras perdidas:
TimeElapsed	Time elapsed:	Czas wykonania:	Dauer der Durchführung:	Temps d’exécution :	时间流逝：	Tempo de realização:	Время выполнения:	Tiempo de realización:
TimeToFinish	Finish the mission within:	Zakończ misję w ciągu:	Beende die Mission innerhalb von:	Terminez la mission en :	在以下时间内完成任务：	Prazo para a conclusão da missão:	Завершите миссию в течение:	Termine la misión dentro de:
TorpedoWarning	Add more torpedo bombers!	Dodaj więcej torpedowców!	Füge mehr Torpedoboote hinzu!	Ajoutez plus de torpilleurs !	添加更多鱼雷轰炸机！	Adicionar mais torpedeiros!	Добавьте больше торпедоносцев!	¡Añadir más torpederos!
UpgradePoints	UPGRADE POINTS:	PUNKTY ULEPSZEŃ:	VERBESSERUNGSPUNKTE:	POINTE D’AMÉLIORATION :	升级点：	PONTOS DE MELHORIAS:	ПУНКТЫ УЛУЧШЕНИЙ:	PUNTOS DE MEJORAS:
WinScreen_MainText	Well done, Admiral. Your service is a credit to the Allies. Every mission you carry through to completion, whatever its objectives, is another step towards victory.	Gratuluję ukończenia misji, Admirale. Kolejne zwycięstwo na twoim koncie. Twoje osiągnięcia wywarły wielki wpływ na wojnę, a twoje starania z pewnością zostaną docenione.	Gratuliere zur gelungenen Mission, Admiral. Ein weiterer Sieg auf deinem Konto. Deine Errungenschaften hatten einen großen Einfluss auf den Krieg und deine Bemühungen werden mit Sicherheit anerkannt.	Je vous félicite pour l’accomplissement de la mission, Amiral. Encore une autre victoire sur votre compte. Vos succès ont eu un fort grand impact pendant la guerre et vos efforts seront appréciés.	恭喜你任务成功， 海军上将。 你的履历上又多了一次胜利。 你的成就对战争产生了很大的影响， 你的努力肯定会受到赞扬。	Parabéns por concluir a missão, Almirante. Mais uma vitória na sua conta. Os seus êxitos tiveram um grande impacto sobre a guerra e os seus esforços vão ser apreciados, não há dúvida.	Примите поздравления с завершением миссии, Адмирал. Еще одна победа на Вашем счету. Ваши достижения оказали большое влияние на ход войны, а Ваши усилия, безусловно, будут оценены по достоинству.	Enhorabuena por una misión concluida con éxito, ¡Almirante! Un éxito más en su cuenta. Sus hazañas han tenido un gran impacto sobre la guerra y sus esfuerzos van a ser apreciados.
YourRenownIncreased	Your renown increased	Twoja renoma zwiększyła się	Du genießt jetzt ein hohes Ansehen.	Votre renommé a augmenté	你的声望增加了	A sua reputação melhorou	Ваше слава увеличилась	Su renombre ha aumentado
ChooseReward	Choose a Reward	Wybierz nagrodę	Wähle den Preis	Sélectionnez un prix	选择奖励	Selecione o prémio	Выберите награду	Elija su premio
LoseCauseSandbox_01	You ran out of time	Skończył ci się czas.	Deine Zeit ist um.	Le temps est écoulé.	你已经没有时间了	O tempo terminou.	Время вышло.	Se ha acabado el tiempo.
LoseCauseSandbox_02	The enemy fled	Wróg uciekł.	Der Feind ist weg.	L’ennemi s’est échappé.	敌人逃走了	O inimigo fugiu.	Врагу удалось сбежать.	El enemigo ha huido.
LoseCauseSandbox_03	The stranded survivors drowned	Rozbitkowie utonęli.	Die Schiffbrüchigen sind ertrunken.	Les naufragés se sont noyés.	被搁浅的幸存者淹死了	Os náufragos afogaram-se.	Выжившие утонули.	Los náufragos se han ahogado.
LoseCauseSandbox_04	The base you set out to protect was destroyed	Baza, którą miałeś chronić, została zniszczona.	Der Stützpunkt, den du beschützen solltest, wurde zerstört.	La base dont la défense vous étiez chargé a été détruite.	你要保护的基地被摧毁	A base que devida proteger foi destruída.	База, которую Вы должны были защищать, была уничтожена.	La base que tenía que defender ha sido destruida.
LoseCauseSandbox_05	The fleet you set out to protect was destroyed	Flota, którą miałeś chronić, została zniszczona.	Die Flotte, die du beschützen solltest, wurde zerstört.	La flotte dont la défense vous étiez chargé a été détruite.	你要保护的舰队被摧毁	A frota que devida proteger foi destruída.	Флот, который Вы должны были защищать, был уничтожен.	La flota que tenía que defender ha sido destruida.
LoseCauseSandbox_06	You were detected by the enemy	Zostałeś wykryty przez wroga.	Der Feind hat dich entdeckt.	Vous avez été repéré par l’ennemi.	你被敌人发现	Foi detetado pelo inimigo.	Враг обнаружил Вас.	Ha sido detectado por el enemigo.
LoseCauseSandbox_07	The rescue ship was destroyed	Statek ratunkowy został zniszczony.	Der Rettungsschiff wurde zerstört.	Le navire de secours a été détruit.	救援船被摧毁	O navio de resgate foi destruído.	Спасательный корабль был уничтожен.	El buque de rescate ha sido destruido.
LoseTipSandbox_01	Certain missions require you to act quickly and make rapid decisions. In such cases, make sure to focus on the objectives and waste no time.	Niektóre misje wymagają od ciebie szybkiego działania i podejmowania błyskawicznych decyzji. W takich przypadkach należy skupić się na celach i nie tracić czasu.	Manche Missionen erfordern, dass du schnell handelst und sofort entscheidest. In solchen Fällen soll man sich auf die Ziele konzentrieren und keine Zeit verlieren.	Certaines missions requièrent que vous agissez rapidement et preniez des décisions instantanées. Dans ce cas, il faut se focaliser sur les cibles dans perdre le temps.	某些任务需要你快速行动并做出快速决定。 在这种情况下， 请确保专注于目标， 不要浪费时间。	No caso de algumas missões, deve agir rapidamente e tomar decisões imediatas. Neste caso, é preciso focar-se nos objetivos e não perder tempo.	Некоторые миссии требуют от Вас быстрых действий и мгновенного принятия решений. В таких случаях важно сосредоточиться на целях и не терять времени.	En algunas de las misiones, hay que actuar rápido y tomar decisiones instantáneas. En estos casos, hay que enfocarse en los objetivos y no perder el tiempo.
