	en	pl	de	fr	zh	pt	ru	es
DutchDesc	Seeking to expand the range of its patrols in the North Pacific, the Japanese navy has launched a raid on the Aleutian Islands in Alaska. Our base at Dutch Harbor on Amaknak is under assault and in desperate need of additional support. Japan’s expansion in the region could reinforce its defenses against future advances on the country’s eastern shores. You must help push back against this incursion onto US soil: provide air support to the base at Dutch Harbor and take on enemy combatants in the surrounding area.	Japońska marynarka wojenna, chcąc zwiększyć zasięg swoich patroli na północnym Pacyfiku, rozpoczęła atak na Aleuty na Alasce. Nasza baza w Dutch Harbor na Amaknaku jest atakowana i rozpaczliwie potrzebuje dodatkowego wsparcia. Ekspansja Japonii w tym regionie może wzmocnić jej obronę przed przyszłymi atakami na wschodnie wybrzeża kraju. Musisz pomóc odeprzeć ten atak na terytorium USA: zapewnij wsparcie lotnicze dla bazy w Dutch Harbor i zajmij się wrogimi bojownikami w okolicy.	Die japanische Kriegsmarine begann mit dem Angriff auf Aleuten in Alaska, da sie den Aktionsradius ihrer Nordpazifik-Patrouillen erhöhen wollte. Unser Stützpunkt Dutch Harbor auf Amaknak wird angegriffen und braucht verzweifelt zusätzliche Unterstützung. Die Expansion Japans in dieser Region kann seine Verteidigung vor künftigen Angriffen auf die östlichen Küsten des Landes verstärken. Du musst helfen, diesen Angriff auf das Territorium von USA abzuwehren: sichere Luftunterstützung für den Stützpunkt Dutch Harbor und bekämpfe die feindlichen Kräfte in der Umgebung.	La marine japonaise, voulant augmenter la portée de ses patrouilles dans le Pacifique Nord, a lancé une attaque sur les îles Aléoutiennes en Alaska. Notre base à Dutch Harbor sur l’île Amaknak est attaquée et a désespérément besoin d’un soutien supplémentaire. L’expansion du Japon dans cette région risque de renforcer sa défenses contres les futures attaques sur la côte Est du pays. Vous devez aider à repousser cette attaque sur le territoire des États-Unis : assurer un soutien aérien à la base de Dutch Harbor et faites face aux combattants ennemis dans cette région.	为了扩大在北太平洋的巡逻范围， 日本海军对阿拉斯加的阿留申群岛发动了突袭。 我们在阿马克纳克荷兰港的基地正在遭受攻击， 迫切需要支援。 日本在该地区的扩张可能会加强其对东部海岸未来的防御。 你必须帮助击退对美国领土的入侵：为荷兰港的基地提供空中支援， 并在周边地区对抗敌方战斗人员。	A marinha japonesa quer aumentar o alcance das suas patrulhas no norte do Pacífico e já começou o ataque às Ilhas Aleutas na Alasca. A nossa base em Dutch Harbor em Amaknak está a ser atacada e precisa urgentemente de ajuda. A expansão do Japão nesta região vai reforçar a sua defesa contra os futuros ataques às costas leste do país. Deve combater esse ataque ao território dos Estados Unidos: organize o apoio aéreo para a base em Dutch Harbor e ocupe-se dos combatentes inimigos na zona.	Японские военно-морские силы начали атаку на Алеутские острова на Аляске с целью расширения области своего патрулирования в северной части Тихого океана. Наша база в Датч-Харбор на Амакнаке подвергается атаке и отчаянно нуждается в дополнительной поддержке. Экспансия Японии в этом регионе может укрепить ее обороноспособность против будущих наступлений на восточное побережье страны. Вы должны помочь противостоять этому наступлению на территорию США: обеспечьте поддержку с воздуха для базы в Датч-Харборе и займитесь вражескими солдатами в окрестностях.	La marina japonesa quiere aumentar el alcance de sus patrullas en el Pacífico del norte y ha comenzado el ataque a las Islas Aleutianas en Alasca. Nuestra base en Dutch Harbor en Amaknak está siendo atacada y necesita, desesperadamente, de un apoyo adicional. La expansión de Japón en esta región puede fortalecer su defensa contra los ataque futuros en la costa este del país. Tiene que ayudar a parar este ataque al territorio de EEUU. Garantice un apoyo aéreo para la base en Dutch Harbor y ocúpese de los enemigos en la zona.
DutchName	Assault on the Aleutians	Atak na Aleuty	Angriff auf Aleuten	L’attaque sur les îles Aléoutiennes	袭击阿留申群岛	Ataque às Ilhas Aleutas	Атака на Алеутские острова	Ataque a las Islas Aleutianas
DutchObj1	Provide air support to the US naval base at Dutch Harbor, defending it against the Japanese navy’s attacks.	Zapewnij wsparcie lotnicze dla amerykańskiej bazy morskiej w Dutch Harbor, broniąc ją przed atakami japońskiej marynarki wojennej.	Sichere Luftunterstützung für den amerikanischen Stützpunkt Dutch Harbor und verteidige ihn vor den Angriffen der japanischen Kriegsmarine.	Assurez un soutien aérien à la base navale américaine de Dutch Harbor en la protégeant des attaques de la marine japonaise.	为荷兰港的美国海军基地提供空中支援， 保卫它免受日本海军的袭击。	Organize apoio aéreo para a base marinha americana em Dutch Harbor defendendo-a contra os ataques da marinha japonesa.	Обеспечьте воздушную поддержку американской военно-морской базы в Датч-Харборе, защищая ее от атак японских военно-морских сил.	Organice un apoyo aéreo para la base estadounidense en Dutch Harbor defendiéndola contra los ataques de la marina japonesa.
DutchObj2	Destroy the enemy carrier that is launching the attacks.	Zniszcz wrogi lotniskowiec, który przeprowadza ataki.	Zerstöre den feindlichen Flugzeugträger, der die Angriffe durchführt.	Anéantissez le porte-avion ennemi qui lance les attaques.	摧毁对我方发动攻击的敌方航母。	Destrua o porta-aviões inimigo que está a realizar os ataques.	Уничтожьте вражеский авианосец, который осуществляет атаки.	Destruya el portaaviones que está realizando ataques.
GunDesc	We find ourselves in a tight spot. We are approaching the western shores of Malaysia, venturing into well-guarded enemy territory. The waters south of Sumatra are thick with enemy patrols, so our only possible escape route is the Strait of Malacca. The place where this passage meets the South China Sea is protected by a formidable new weapon, surpassing anything we’ve encountered before: just one of its blasts will be enough to sink us. We must destroy this cannon before it destroys us—only then can we hit top speed and make our way east.	Znaleźliśmy się w trudnym położeniu. Zbliżamy się do zachodnich wybrzeży Malezji, zapuszczając się na silnie strzeżone terytorium wroga. Wody na południe od Sumatry są pełne wrogich patroli, więc naszą jedyną możliwą drogą ucieczki jest Cieśnina Malakka. Miejsce, w którym cieśnina ta łączy się z Morzem Południowochińskim, jest chronione przez nową, potężną broń, przewyższającą wszystko, z czym mieliśmy do tej pory do czynienia: wystarczy jeden z jej strzałów, by nas zatopić. Musimy zniszczyć to działo, zanim ono zniszczy nas. Tylko wtedy będziemy mogli nabrać maksymalnej prędkości i ruszyć na wschód.	Wir sind in eine schwierige Lage geraten. Wir nähern uns der westlichen Küste von Malaysia, und befinden uns auf dem stark bewachten Territorium des Feindes. Die Gewässer südlich von Sumatra sind voll von feindlichen Patrouillen, unser einziger Fluchtweg ist die Straße von Malakka. Der Ort, an dem sich die Straße mit dem Südchinesischen Meer verbindet, wird mit neuen, starken Waffen geschützt, die alles, womit wir bis jetzt zu tun hatten, übertreffen: es reicht nur ein Schuss, um uns zu versenken. Wir müssen dieses Geschütz zerstören, bevor es uns zerstört. Nur dann gewinnen wir die maximale Geschwindigkeit und begeben uns nach Osten.	Nous nous sommes trouvés dans une situation difficile. Nous nous approchons de la côte ouest de la Malaisie, nous aventurant sur le territoire ennemi surveillé. Les eaux au sud de Sumatra sont pleines de patrouilles ennemies, donc notre seule voie de secours possible passe par le détroit de Malacca. L’endroit où ce détroit rejoint la mer de Chine du Sud est protégé par une nouvelle arme puissante surpassant tout ce que nous avons jamais affronté : un seul coup suffit pour nous faire couler. Nous devons détruire ce canon avant qu’il ne nous détruise. Seulement alors nous pourrons atteindre la vitesse maximale et nous déplacer vers l’Est.	我们发现我们自己陷入了困境。 我们正在接近马来西亚的西海岸， 并冒险进入了戒备森严的敌方领土。 苏门答腊以南的水域到处都是敌人的巡逻队， 所以我们唯一可能的逃生路线是马六甲海峡。 这条通道与南海交汇的地方被一种强大的新武器保护着， 这种武器的威力超越了我们以前遇到的任何武器：它只要击中我们一次就足以让我们沉没。 我们必须在它摧毁我们之前摧毁这门大炮  ——  只有这样我们才能以最快的速度向东行驶。	Estamos uma situação difícil. Estamos a chegar à costa oeste da Malásia penetrando muito no território inimigo. As águas a sul da Sumatra estão cheias de patrulhas inimigas, por isso a única via de fuga é pelo Estreito de Malaca. O lugar onde o estreito se une com o Mar do Sul da China está a ser protegido por uma arma potente que ultrapassa tudo o que vimos até agora. Basta um disparo para afundar a nossa unidade. Temos de destruir esse canhão ante de ele destruir-nos a nós. Só depois é que poderemos alcançar a velocidade máxima e ir rumo ao leste.	Мы оказались в сложном положении. Мы приближаемся к западному побережью Малайзии, проникая на хорошо охраняемую территорию врага.  В водах к югу от Суматры полно вражеских патрулей, поэтому наш единственный возможный путь отхода – Малаккский пролив. Место, в котором этот пролив пересекается с Южно-Китайским морем, защищено новым мощным вооружением, превосходящим все, с чем мы до сих пор имели дело: одного его выстрела достаточно, чтобы нас потопить. Мы должны уничтожить это орудие до того, как оно уничтожит нас. Только тогда мы сможем набрать максимальную скорость и двигаться на восток.	Nos hemos encontrado en una situación difícil. Nos estamos acercando a la costa oeste de Malesia penetrando el territorio del enemigo, que tiene una protección muy fuerte. Las aguas al sur de la isla de Sumatra están llenas de patrullas enemigas y por eso nuestro único camino de fuga es el estrecho de Malaca. El lugar donde el estrecho se une con el Mar del Sur de China está protegido por un arma nueva y potente, que supera todo lo que hemos visto. Basta un disparo para hundirnos. Tenemos que destruir ese cañón antes de que nos alcance. Solo así podremos aumentar la velocidad hasta el máximo e ir hacia el este.
GunName	The Big Guns	Wielkie działa	Große Geschütze	Grands canons	大炮	Grandes canhões	Крупное орудие	Grandes cañones 
GunObj1	Guide your strike group to safety through enemy-patrolled territory.	Przeprowadź grupę uderzeniową do bezpieczeństwa przez teren patrolowany przez wroga.	Führe die Sturmgruppe in die Sicherheit durch das vom Feind patrouillierte Terrain.	Guidez le groupe aéronaval vers un endroit sécurisé à travers le territoire patrouillé par l’ennemi.	引导您的攻击群安全地通过敌人巡逻的领土。	Leve um grupo de ataque até a segurança a través de um terreno patrulhado pelo inimigo.	Переместите ударную группу в безопасное место через территорию, патрулируемую противником.	Lleve el grupo de ataque a la seguridad a través del terreno patrullado por el enemigo.
GunObj2	To make your way through the Strait of Malacca, you must destroy Japan’s state-of-the-art cannon that guards the area. This will only be possible by first destroying two nearby Japanese airfields, thereby preventing our enemy from protecting its new weapon from the air.	Aby przedostać się przez Cieśninę Malakka, musisz zniszczyć japońskie supernowoczesne działo, które strzeże tego obszaru. Będzie to możliwe tylko po uprzednim zniszczeniu dwóch pobliskich japońskich lotnisk, co uniemożliwi naszemu wrogowi ochronę jego nowej broni z powietrza.	Um die Straße von Malakka zu passieren, musst du das japanische supermoderne Geschütz zerstören, das dieses Gebiet beschützt. Das wird nur dann möglich, wenn zuvor zwei japanische Flughäfen in der Nähe zerstört werden, wodurch unser Feind keine Luftunterstützung für seine neue Waffe bekommt.	Pour traverser le détroit de Malacca, vous devez détruire le canon japonais ultra avancé surveillant ce territoire. Ce ne sera possible qu’après avoir détruit deux aérodromes japonais localisés à proximité, ce qui empêchera notre ennemi de protéger depuis l’air sa nouvelle arme.	要穿过马六甲海峡， 您必须摧毁日本最先进的大炮。 只有首先摧毁附近的两个日本机场， 才能做到这一点， 从而防止我们的敌人从空中保护其新武器。	Para passar pelo Estreito de Malaka deve destruir uma canhão japonês ultramoderno, que está a proteger a zona. O dito será possível depois de destruir anteriormente dois aeroportos vizinhos, o que impedirá o nosso inimigo defender a sua nova arma.	Чтобы пройти через Малаккский пролив, Вам нужно уничтожить суперсовременное японское орудие, которое охраняет этот район. Это будет возможно только после предварительного уничтожения двух близлежащих японских аэродромов, что не позволит нашему врагу защитить свое новое вооружение с воздуха.	Para cruzar el estrecho de Malaca, tiene que destruir el cañón japonés ultramoderno que protege esa zona. Eso será posible solo después de destruir dos aeropuertos japoneses cercanos, lo que impedirá a nuestro enemigo que proteja su nueva arma desde el aire.
IslandRescueDesc	Wake Island is under attack. Following the strike on Pearl Harbor, the Imperial Japanese Navy continues its offensive on US and British overseas territories, launching a surprise attack on the garrison on Wake. Our embattled forces in the area may be insufficient to defend the island’s base, and low visibility prevents an effective counterattack. They face defeat without your support. Also, a visiting US cabinet official is trapped on the island; it is up to you to rescue him. First, you must defeat the enemy carrier coordinating attacks on the island, before launching a rescue mission to save the civilian VIP.	Wyspa Wake została zaatakowana. Po ataku na Pearl Harbor, Japońska Marynarka Wojenna kontynuuje ofensywę na zamorskie terytoria USA i Wielkiej Brytanii, przeprowadzając atak z zaskoczenia na garnizon na Wake. Nasze osłabione siły w tym rejonie mogą być niewystarczające do obrony bazy na wyspie, a słaba widoczność uniemożliwia skuteczny kontratak. Bez waszego wsparcia grozi im klęska. Na wyspie uwięziony jest także wizytujący przedstawiciel amerykańskiego rządu, którego uratowanie zależy od ciebie. Najpierw musisz pokonać wrogi lotniskowiec koordynujący ataki na wyspę, a następnie rozpocząć misję ratunkową, aby uratować VIP-a.	Die Insel Wake wurde angegriffen. Nach dem Angriff auf Pearl Harbor, setzt die Japanische Kriegsmarine die Offensive auf die Überseegebiete von USA und Großbritannien fort und greift überraschend die Garnison auf Wake an. Unsere geschwächten Kräfte in dieser Region können für die Verteidigung des Stützpunkts auf der Insel nicht ausreichen, und die schwache Sicht verhindert einen wirksamen Gegenangriff. Ohne eure Unterstützung werden sie zerschlagen sein. Auf der Insel wird auch ein Vertreter der amerikanischen Regierung auf Besuch festgehalten, dessen Rettung von dir abhängt. Du musst zuerst den feindlichen Flugzeugträger schlagen, der die Angriffe auf die Insel koordiniert und danach die Rettungsmission starten, um den VIP zu retten.	L’Île de Wake a été attaquée. Après l’attaque de Pearl Harbor, la marine japonaise a poursuivi son offensive dans les territoires d’outre-mer des États-Unis et de la Grande Brétagne en lançant une attaque surprise contre la garnison de Wake. Nos forces affaiblies dans cette région peuvent être insuffisantes pour défendre la base sur l’île, en outre, une mauvaise visibilité empêche une contre-attaque efficace. Sans votre soutien, ils risquent d’échouer. Sur l’île il y a aussi un représentant du gouvernement américain en visite qui a été pris au piège et dont le sauvetage dépend de vous. Vous devez d’abord vaincre le porte-avions ennemi en coordonnant les attaques de l’île, ensuite lancer une mission de sauvetage pour sauver le VIP.	威克岛受到攻击。 在珍珠港袭击之后， 日本帝国海军继续对美国和英国的海外领土发动进攻， 并对威克岛的驻军发动了突然袭击。 我们在该地区四面楚歌， 我们的部队可能不足以保卫该岛的基地， 而低能见度阻碍了有效的反击。 没有你的支援， 他们将面临失败。 此外， 一名来访的美国内阁官员被困在岛上， 由你来拯救他。 首先， 您必须在发动救援任务以拯救平民和高官之前， 击败对该岛发动攻击的敌方航母。	A Ilha de Wake foi atacada. Depois do ataque a Pearl Harbor, a Marinha Imperial Japonesa continua a sua ofensiva aos territórios ultramarinos dos EUA e da Grã Bretanha realizando um ataque surpresa à base na Ilha de Wake. As nossas forças estão debilitadas e podem não ser suficientes para proteger a base na ilha. Má visibilidade impede um ataque eficiente. Sem o vosso apoio vão ser derrotados. Além disso, na ilha foi preso um representante do governo americano. A sua vida depende de você. Primeiro tem de defender o porta-aviões inimigo que coordena os ataques à ilha e depois começar uma missão de resgatar para salvar o VIP.	На оствров Уэйк совершено наступление. После нападения на Перл-Харбор японские военно-морские силы продолжают наступление на заморские территории США и Великобритании, неожиданно атаковав гарнизон на острове Уэйк. Наши ослабленные силы в этом районе могут оказаться недостаточными для защиты базы на острове, а плохая видимость препятствует эффективному контрнаступлению. Без Вашей поддержки они рискуют потерпеть поражение. Также на острове пребывает с визитом представитель американского правительства, спасение которого зависит от Вас. Сначала Вы должны победить вражеский авианосец, координирующий атаки на остров, а затем начать спасательную миссию, чтобы спасти VIP-персону.	La isla de Wake ha sido atacada. Después del ataque a Pearl Harbor, la Marina Japonesa continúa su ofensiva en los territorios ultramarinos de EEUU y Gran Bretaña realizando un ataque sorpresa a guarnición en Wake. Nuestras fuerzas en esta región están debilitadas y pueden no ser suficientes para defender la base en la isla. Además la baja visibilidad impide un contraataque eficiente. Sin la ayuda de usted, van a ser derrotados. Además, en la isla está atrapado un representante del Gobierno estadounidense. Su rescate depende de usted. Primero, tiene que derrotar el portaaviones enemigo que coordina los ataques a la isla y después iniciar la misión de rescate para salvar al VIP.
IslandRescueName	Wake Island Rescue	Na ratunek Wyspie Wake	Rettung für die Insel Wake	Mission de sauvetage sur l’île Wake	威克岛救援	Salvação da Ilha de Wake	На спасение Острова Уэйк	Rescate a la Isla de Wake
IslandRescueObj1	Locate and destroy the enemy carrier to stop its attack on Wake Island.	Zlokalizuj i zniszcz wrogi lotniskowiec, by zatrzymać jego atak na wyspę Wake.	Orte und zerstöre den feindlichen Flugzeugträger, um seinen Angriff auf die Insel Wake zu stoppen.	Localisez et détruisez le porte-avion ennemi afin d’arrêter sont attaque sur l’île Wake.	找到并摧毁敌方航母以阻止其对威克岛的攻击。	Localize e destrua o porta-aviões inimigo para parar o seu ataque à Ilha de Wake.	Определите местоположение вражеского авианосца и уничтожьте его, чтобы остановить наступление на остров Уэйк.	Detecte y destruya el portaaviones enemigo para parar su ataque a la isla de Wake.
IslandRescueObj2	Launch and recover a mission to rescue the civilian VIP trapped in the island’s garrison.	Rozpocznij i odzyskaj misję, aby uratować VIP-a uwięzionego w garnizonie na wyspie.	Beginne und gewinne wieder die Mission, um den VIP zu retten, der in der Garnison auf der Insel festgehalten wird.	Lancez et récupérez la mission visant à sauver le VIP piégé dans le garnison dur l’île.	起飞一项飞行任务，以营救被困在岛上的平民和高官。并在成功后安全降落。	Comece e recupere a missão para salvar o VIP preso no quartel na ilha.	Начните и примите миссию по спасению VIP-персоны, заключенной в гарнизоне на острове.	Inicie y recupere la misión para salvar al VIP preso en la guarnición en la isla.
LandInvasionDescription	Capturing the Gilbert Islands is the next stage of our advance in the Central Pacific—from there, we can move to establish forward bases further west. Our invasion of the islands begins with striking Japan’s forces on Tarawa Atoll. We plan to deploy troops on the coast and engage the enemy on land. Your goals are to destroy two key Japanese bases to clear the way for our infantry force, while defending our troopships as they advance toward the island. Our platoon’s safe landing is of utmost importance.	Zdobycie Wysp Gilberta jest kolejnym etapem naszych działań na środkowym Pacyfiku - stamtąd możemy ruszyć dalej na zachód by tworzyć bazy wypadowe. Naszą inwazję na wyspy rozpoczynamy od uderzenia na siły japońskie na atolu Tarawa. Planujemy rozmieścić oddziały na wybrzeżu i zaatakować wroga na lądzie. Waszym celem jest zniszczenie dwóch kluczowych baz japońskich, aby utorować drogę naszej piechocie, a jednocześnie bronić naszych okrętów wojennych, gdy będą posuwać się w kierunku wyspy. Bezpieczne lądowanie naszego plutonu jest sprawą najwyższej wagi.	Die Eroberung der Gilbertinseln ist eine weitere Etappe unserer Aktivitäten im Südpazifik - von dort können wir nach Westen ziehen, um Stützpunkte zu bauen. Unsere Invasion auf die Insel beginnen wir mit dem Angriff auf die japanische Kräfte auf dem Tarawa-Atoll. Wir planen unsere Kräfte an der Küste zu verteilen und den Feind auf dem Land anzugreifen. Euer Ziel ist die Zerstörung von zwei wichtigsten japanischen Stützpunkte, um den Weg unserer Infanterie zu ebnen, und gleichzeitig die Verteidigung unserer Kriegsschiffe, wenn sie sich in Richtung der Insel bewegen. Eine sichere Landung unseres Platoons ist eine Angelegenheiten von höchster Priorität.	La conquête des îles Gilbert est la prochaine étape de nos opérations dans le Pacifique central - à partir de là, nous pouvons nous déplacer plus à l’ouest pour créer des bases opérationnelles. Nous commençons notre invasion des îles par une attaque contre les forces japonaises sur l’atoll de Tarawa. Nous envisageons de déployer des troupes sur la côte et attaquer l’ennemi sur terre. Votre objectif est de détruire deux bases japonaises cruciales afin d’ouvrir la voie à notre infanterie, tout en défendant nos navires de guerre alors qu’ils se déplacent vers l’île. Le plus important est le débarquement de notre peloton en toute sécurité.	占领吉尔伯特群岛是我们在中太平洋推进的下一个阶段  ——  从那里开始， 我们可以进一步向西建立前沿基地。 我们对这些岛屿的进军始于追击塔拉瓦环礁的日本军队。 我们计划在海岸部署部队并在陆地上与敌人交战。 你的目标是摧毁两个重要的日本基地， 为我们的步兵部队扫清道路， 同时保卫我们向岛屿进发的军舰。 我们能否安全着陆至关重要。	A toma das Ilhas de Gilbert é a seguinte etapa da nossa missão no Pacífico: dali poderemos ir rumo a oeste e criar bases de operações. Começamos a nossa invasão às ilhas de um ataque às forças japonesas no Atol de Tarawa. Planejamos colocar as tropas na costa e atacar o inimigo na terra. O nosso objetivo é destruir duas bases japonesas principais para abrir passo à nossa infantaria e ao mesmo tempo defender os nossos submarinos quando se estiverem a mover na direção da ilha. Uma chegada segura do posso pelotão é a máxima prioridade.	Захват островов Гилберта — следующий этап наших действий в центральной части Тихого океана — оттуда мы можем двигаться дальше на запад для создания базовых лагерей. Наше вторжение на острова мы начинаем с нападения на японские силы на атолле Тарава. Мы планируем разместить войска на побережье и атаковать врага на суше. Вашей целью является уничтожение двух ключевых японских баз, чтобы проложить путь нашей пехоте, и в то же время защита наших боевых кораблей по мере их продвижения в направлении острова. Безопасная высадка нашего взвода имеет первостепенное значение.	La conquista de las Islas de Gilbert es la siguiente etapa de nuestras operaciones en el Pacífico Central. Desde allí podremos partir al oeste para crear bases intermedias. Nuestra invasión a las islas comienza desde el ataque a las fuerzas japonesas en el atol de Tarawa. Planeamos colocar nuestras tropas en la costa y atacar al enemigo en la tierra. Nuestro objetivo es destruir dos bases principales de Japón para abrirnos camino para nuestra infantería y, al mismo tiempo, defender nuestros buques cuando se estén acercando a la isla. El aterrizaje seguro de nuestro pelotón es de la más alta importancia.
LandInvasionName	Gilberts Landing	Lądowanie na Wyspach Gilberta	Landung auf den Gilbertinseln	Débarquement sur les îles de Gilbert	吉尔伯特登陆	Aterragem nas Ilhas de Gilbert.	Высадка на островах Гилберта	Aterrizaje en las Islas de Gilbert
LandInvasionObj1	Destroy two Japanese bases in the Gilbert Islands to secure the area for our infantry’s safe landing on Tarawa.	Zniszcz dwie japońskie bazy na Wyspach Gilberta, aby zabezpieczyć teren dla naszej piechoty lądującej na Tarawie.	Zerstöre zwei japanische Stützpunkte auf den Gilbertinseln, um das Terrain für unsere Infanterie, die in Tarawa landet, zu sichern.	Détruisez deux bases japonaises sur les îles de Gilbert pour sécuriser la zone pour notre infanterie débarquant sur Tarawa.	摧毁吉尔伯特群岛的两个日本基地， 以保护我们的步兵在塔拉瓦安全登陆的区域。	Destrua duas bases japonesas nas Ilhas de Gilbert para proteger o terreno para a nossa infantaria que estiver a chegar a Tarawa.	Уничтожьте две японские базы на островах Гилберта, чтобы обезопасить территорию для высадки нашей пехоты на Тараве.	Destruya dos bases japonesas en las Islas de Gilbert para proteger el terreno para nuestra infantería que está aterrizando en Tarawa.
LandInvasionObj2	Protect the ships transporting our infantry to Tarawa Atoll. The Imperial Japanese Navy will stop at nothing to prevent their landing.	Chroń statki transportujące naszą piechotę na atol Tarawa. Japońska Marynarka Wojenna nie cofnie się przed niczym, by uniemożliwić im lądowanie.	Beschütze die Schiffe, die unsere Infanterie auf das Tarawa-Atoll transportieren. Die Japanische Kriegsmarine macht vor nichts Halt, um die Landung zu verhindern.	Défendez les navires transportant notre infanterie vers l’atoll Tarawa. La marine japonaise ne s’arrêtera pas pour les empêcher de débarquer.	保护运送我们步兵到塔拉瓦环礁的船只， 日本帝国海军将不惜一切阻止他们登陆。	Proteja os navios que transportam a nossa infantaria até o atol de Tarawa. A Marinha Japonesa não vai ceder perante nada para impedir que aterremos.	Защищайте корабли, перевозящие нашу пехоту на атолл Тарава. Японские военно-морские силы готовы пойти на все, чтобы не допустить их высадку.	Proteja los buques que transportan nuestra infantería al atol de Tarawa. La Marina Japonesa hará todo para impedirnos el aterrizaje.
LandInvasionObj3	Once these goals are accomplished, you must flee the area for safer waters.	Gdy osiągniesz te cele, musisz uciec z tego terytorium na bezpieczne wody.	Wenn du die Ziele erreichst, musst du das Territorium verlassen und sich auf sichere Gewässer begeben.	Après avoir atteint ses objectifs, vous devez vous retirer de ce territoire vers des eaux sûres.	完成这些目标后， 您必须逃离该地区， 前往更安全的水域。	Quando alcançar os ditos alvos, deverá fugir do território até aguas mais seguras.	Когда Вы достигнете этих целей, Вам нужно покинуть эту территорию и направиться в безопасные воды.	Cuando alcance los objetivos, tendrá que huir de ese territorio a las aguas seguras.
MidwayDesc	Our intelligence officers intercepted messages about a planned Japanese attack on the US military base at Midway Island. Our forces stationed there might be insufficient to defend themselves, so we’ll need to send in reinforcements before the enemy arrives. You must join our forces in the area and help protect the base, while adjusting to its needs: stay in contact with Midway, listen for its instructions, and react accordingly.	Nasi oficerowie wywiadu przechwycili wiadomości o planowanym japońskim ataku na amerykańską bazę wojskową na wyspie Midway. Nasze siły stacjonujące tam mogą być niewystarczające do obrony, więc będziemy musieli wysłać posiłki przed nadejściem wroga. Musisz dołączyć do naszych sił w tym rejonie i pomóc chronić bazę, jednocześnie dostosowując się do jej potrzeb: pozostań w kontakcie z Midway, słuchaj jej poleceń i reaguj odpowiednio do sytuacji.	Unsere Geheimdienstoffiziere haben eine Nachricht über einen geplanten japanischen Angriff auf den amerikanischen Stützpunkt auf der Insel Midway abgefangen. Unsere Kräfte, die dort stationieren, sind nicht genug stark, um sich zu verteidigen, wir werden also Unterstützung vor Ankunft des Feindes schicken müssen. Du musst dich unseren Kräften in dieser Region anschließen und helfen, den Stutzpunkt zu schützen, gleichzeitig sich an seine Bedürfnisse anzupassen; bleibe im Kontakt mit Midway, befolge seine Anweisungen und reagiere der Situation entsprechend.	Nos officiers du renseignement ont intercepté des messages sur une attaque japonaise planifiée sur une base militaire américaine sur l’île Midway. Nos forces y stationnant risquent d’être insuffisantes pour se défendre, nous devrons donc envoyer des renforts avant l’arrivée de l’ennemi. Vous devez joindre à nos forces dans cette région et aider à protéger la base tout en vous adaptant à ses besoins : restez en contact avec Midway, obéissez à ses instructions et répondez de manière appropriée.	我们的情报人员截获了有关日本计划袭击中途岛美军基地的消息。 我们驻扎在那里的部队可能不足以自卫， 所以我们需要在敌人到来之前派出援军。 你必须加入我们在该地区的部队， 帮助保护基地， 同时满足部队的需求：与中途岛保持联系， 听取岛上部队的指示， 并做出相应的反应。	Os nossos oficiais de inteligência capturaram uma mensagem sobre um ataque japonês planejado à base americana na ilha de Midway. As nossas forças que estão ali podem não ser suficientes para a defesa e por isso teremos de enviar mais tropas antes de atacar o inimigo. Deve unir-se às nossas forças na zona e ajudar a proteger a base ajustando-se às suas necessidades: permaneça em contato com Midway, obedeça a suas ordens e reaja consoante à situação.	Наши офицеры разведки перехватили сообщение о планируемом японцами нападении на американскую военную базу на острове Мидуэй. Наших сил, размещенных там, может оказаться недостаточно для обороны, поэтому нам придется отправить подкрепление до прибытия врага. Вы должны присоединиться к нашим силам в этом районе и помочь защитить базу, в то же время адаптируясь к ее потребностям: поддерживайте связь с Мидуэем, слушайте его команды и реагируйте в соответствии с ситуацией.	Nuestros oficiales de inteligencia han interceptado un mensaje sobre el ataque planeado de la flota japonesa a la base estadounidense en la isla de Midway. Nuestras fuerzas que están estacionadas allí pueden no ser suficientes para realizar la defensa, por lo que tendremos que enviar tropas antes de la llegada del enemigo. Tiene que juntarse a nuestras fuerzas en la región y ayudar a proteger la base ajustándose a sus necesidades: manténgase en contacto con Midway, escuche a sus órdenes y reaccione de acuerdo con la situación.
MidwayName	The Defense of Midway	Obrona Midway	Verteidigung von Midway	Défense de Midway	保卫中途岛	Defesa de Midway	Оборона острова Мидуэй	Defensa de Midway
MidwayObj1	Help US forces defend the base at Midway.	Pomóż siłom amerykańskim obronić bazę na Midway.	Helfe den amerikanischen Kräften den Stützpunkt auf Midway zu schützen.	Aidez les forces américaines à défendre la base Midway.	帮助美军保卫中途岛基地。	Ajuda as forças americanas defender a base em Midway.	Помогите американским силам защитить базу на Мидуэе.	Ayude a las fuerzas estadounidenses a defender la base en Midway.
