	en	pl	de	fr	zh	pt	ru	es
M3.2O4D	Reach any edge of the map to escape the area and complete the mission.	Dotrzyj do dowolnej krawędzi mapy, aby uciec z obszaru i ukończyć misję.	Erreiche beliebigen Rand der Karte, um aus dem Gebiet zu flüchten und die Mission zu beenden.	Atteignez une extrémité de la carte pour vous échapper à ce territoire et terminer la mission.	到达地图的任何边缘以逃离该区域并完成任务。	Atinja a qualquer limite do mapa para fugir da zona e terminar a missão.	Достигните любого края карты, чтобы покинуть район и завершить миссию.	Llegue a cualquier borde del mapa para huir de la zona y terminar la misión.
M3.3O1	Defend Dutch Harbor	Obroń Dutch Harbor.	Verteidige Dutch Harbor	Défendez Dutch Harbor	保卫荷兰港	Defenda Dutch Harbor	Защищайте Датч-Харбор.	Defienda Dutch Harbor
M3.3O1D	Launch CAPs to prevent the enemy from destroying the base at Dutch Harbor.	Wyślij misję BPP, by zapobiec zniszczeniu bazy na Dutch Harbor.	Entsende die Mission KLP, um die Zerstörung des Stützpunkts Dutch Harbor zu verhindern.	Envoyez la mission PAC pour empêcher l’endommagement de la base Dutch Harbor.	起飞空中巡逻队以防止敌人摧毁荷兰港的基地。	Envie uma missão PAC para proteger a base de Dutch Harbor contra a destruição.	Отправьте миссию БВП, чтобы чтобы предотвратить уничтожение базы в Датч-Харбор.	Envía una misión PAC para evitar la destrucción de la base en Dutch Harbor.
M3.3O2	Destroy the enemy carrier	Zniszcz wrogi lotniskowiec.	Zerstöre den feindlichen Flugzeugträger.	Anéantissez le porte-avions ennemi	摧毁敌方航母	Destrua o porta-aviões.	Уничтожьте вражеский авианосец.	Destruya el portaaviones enemigo.
M3.3O2D	Take out the Japanese carrier positioned north of Unalaska.	Zatop japoński lotniskowiec stacjonujący na północ od Unalaski.	Versenke den japanischen Flugzeugträger, der nördlich von Unalaska stationiert.	Faites couler le porte-avions japonais stationné au Nord d’Unalaska.	击退位于乌纳拉斯卡以北的日本航母。	Destrua o porta-aviões japonês que estaciona a norte de Unalaska.	Потопите японский авианосец, находящийся к северу от Уналаски.	Hunda el portaaviones japonés que estaciona al norte de Unalaska.
M3.3O3	Prevent the invasion of Attu Island	Zapobiegnij inwazji na wyspę Attu.	Verhindere die Invasion auf die Insel Attu	Empêchez l’invasion sur l’île Attu.	阻止日军入侵阿图岛	Impeça a invasão à Ilha de Attu	Предотвратите вторжение на остров Атту.	No deje que se realice la invasión a la isla de Attu.
M3.3O3D	Destroy the enemy troopship approaching Attu before the rescue mission from Dutch Harbor lands there.	Zniszcz wrogi statek, przewożący żołnierzy w kierunku Attu zanim misja ratunkowa wyląduje w Dutch Harbor.	Zerstöre das feindliche Schiff, das die Soldaten in Richtung von Attu transportiert, bevor die Rettungsmission in Dutch Harbor landet.	Endommagez le navire ennemi transportant les soldats vers Attu avant que la mission de sauvetage atterrisse à Dutch Harbor.	在荷兰港的救援部队到达那里之前， 摧毁接近阿图的敌军运兵船。	Destrua o navio inimigo que transporta soldados na direção de Attu antes de a missão de resgate aterrar em Dutch Harbor.	Уничтожьте вражеский корабль, который перемещает войска по направлению к Атту, до того, как спасательная миссия приземлится в Датч-Харбор.	Destruya el buque enemigo que está transportando soldado en dirección a la isla de Attu antes de que la misión de rescate aterrice en Dutch Harbor.
M3.3O4	Defend the rescue mission from Dutch Harbor	Chroń misję ratunkową z Dutch Harbor.	Beschütze die Rettungsmission von Dutch Harbor.	Défendez la mission de sauvetage de Dutch Harbor	保卫荷兰港的救援任务	Proteja a missão de resgate de Dutch Harbor	Защищайте спасательную миссию с Датч-Харбор.	Proteja la misión de rescate desde Dutch Harbor.
M3.3O4D	Ensure that the vessel arrives safely at Attu and back to Dutch Harbor.	Upewnij się, że statek wysłany do stacji Attu dotrze tam bezpiecznie i wróci do Dutch Harbour.	Stellen Sie sicher, dass das Schiff sicher in Attu und zurück in Dutch Harbor ankommt.	Assurez-vous que le navire arrive en toute sécurité à Attu et retourne à Dutch Harbor.	确保船只安全抵达阿图并返回荷兰港。	Certifique-se de que o navio chegue com segurança a Attu e volte para o Dutch Harbor.	Убедитесь, что корабль, отправленный на станцию Атту безопасно доберется до нее и вернется в Датч-Харбор.	Asegúrese de que el buque enviado a la estación de Attu llegará allí de manera segura y volverá a Dutch Harbor.
M3.3O5	(Optional) Destroy the additional enemy fleet	[Opcjonalnie] Zniszcz dodatkową flotę wroga.	[Optional] Zerstöre die zusätzliche Flotte des Feindes.	[En option] Détruisez la flotte ennemie supplémentaire.	 [可选] 摧毁额外的敌方舰队	[Opcional] Destrua a frota inimiga adicional.	[Необязательно] Уничтожьте дополнительный флот врага.	[Opcionalmente ] Destruya la flota adicional del enemigo.
M3.3O5D	Optionally, you can destroy the additional strike group supporting the attempted invasion of Attu.	Opcjonalnie, możesz zniszczyć dodatkową grupę uderzeniową wspierającą próbę inwazji na Attu.	Du kannst optional die zusätzliche Sturmgruppe zerstören, die den Versuch der Invasion auf Attu unterstützt.	En option, vous pouvez détruire un groupe aéronaval supplémentaire soutenant la tentative de l’invasion sur Attu.	或者， 您可以摧毁支持企图入侵阿图的额外攻击群。	Opcionalmente, pode destruir um grupo de ataque adicional que apoia a tentativa de invasão à Ilha de Attu.	По желанию Вы можете уничтожить дополнительную ударную группу, которая поддерживает попытку вторжения на Атту.	Opcionalmente, puede destruir el Grupo de ataque adicional, que apoya la invasión a la isla de Attu.
M3.4O1	Destroy the cannon guarding the Malacca Strait	Zniszcz działo broniące cieśniny Malakka.	Zerstöre das Geschütz, dass die Straße von Malacca verteidigt.	Détruisez le canon défendant la détroit Malacca.	摧毁守卫马六甲海峡的大炮	Destrua o canhão que defende o estreito de Malaka.	Уничтожьте артиллерийское орудие, защищающее Малаккский пролив.	Destruya el cañón que defiende el estrecho de Malaca.
M3.4O1D	Only the cannon itself needs to be destroyed before you can pass.	By przepłynąć, musisz zniszczyć tylko działo. 	Nur die Kanone muss zerstört werden, bevor du fahren kannst.	Seul un canon doit être détruit avant que vous puissiez vous déplacer.	只有大炮被摧毁你方才能通过。	Antes de poder passar, tem de destruir só o canhão.	Чтобы проплыть, Вам необходимо уничтожить только орудие. 	Para atravesarlo, tiene que destruir solo el cañón. 
M3.4O2	Reach your destination (grid square P9)	Dotrzyj do celu [kwadrat P9].	Erreiche das Ziel [Quadrat P9]	Atteignez la destination [secteur P9]	去往目的地 [方格 P9] 	Atinja o objectivo [quadrado P9]	Доберитесь до цели [квадрат P9].	Llegue hasta el objetivo [zona P9].
M3.4O2D	Make your way to the Banda Sea to complete your current objectives.	Dotrzyj do morza Banda by zakończyć obecne cele.	Erreiche die Bandasee, um die aktuellen Ziele zu beenden.	Parvenez à la mer de Banda pour termines les objectifs actuels.	前往班达海完成当前目标。	Atija o Mar de Banda para concluir os objetivos atuais.	Достигните моря Банда, чтобы завершить текущие цели.	Llegue al mar de Banda para concluir los objetivos actuales.
M3.4O3	Find and neutralize two airfields in enemy bases (0/2)	Znajdź i zneutralizuj dwa lotniska we wrogich bazach [0/2].	Finde und neutralisiere zwei Flughäfen auf den feindlichen Stützpunkten [0/2]	Retrouvez et neutralisez deux aérodromes dans les bases ennemies [0/2]	找到并消灭敌方基地的两个机场 [0/2]	Encontre e neutralize os dois aeroportos em bases inimigas  [0/2]	Найдите и нейтрализуйте два аэропорта на вражеских базах [0/2].	Encuentre y neutralice dos aeropuertos en las bases enemigas [0/2].
M3.4O3D	Only the bases’ airfields need to be destroyed to prevent airstrikes.	Tylko lotniska baz muszą zostać zniszczone, by zapobiec nalotom.	Nur die Stützpunktflughäfen müssen zerstört werden, um den Luftangriffen vorzubeugen.	Détruisez seuls les aérodromes des bases pour empêcher les rais aériens.	只有敌方基地的机场需要被摧毁以防止遭遇空袭。	Só os aeroportos das bases devem ser destruídos para prevenir os ataques aéreos.	Только аэропорты баз должны быть уничтожены, чтобы предотвратить авиаудары.	Solo los aeropuertos de las bases tienen que ser destruidos para evitar los ataques aéreos.
M3.4O3.1	Find and neutralize two airfields in enemy bases (1/2)	Znajdź i zneutralizuj dwa lotniska we wrogich bazach [1/2].	Finde und neutralisiere zwei Flughäfen auf den feindlichen Stützpunkten [1/2]	Retrouvez et neutralisez deux aérodromes dans les bases ennemies [1/2]	找到并消灭敌方基地的两个机场 [1/2] 	Encontre e neutralize os dois aeroportos em bases inimigas  [1/2]	Найдите и нейтрализуйте два аэропорта на вражеских базах [1/2].	Encuentre y neutralice dos aeropuertos en las bases enemigas [1/2].
M3.4O3.2	Find and neutralize two airfields in enemy bases (2/2)	Znajdź i zneutralizuj dwa lotniska we wrogich bazach [2/2].	Finde und neutralisiere zwei Flughäfen auf den feindlichen Stützpunkten [2/2]	Retrouvez et neutralisez deux aérodromes dans les bases ennemies [2/2]	找到并消灭敌方基地的两个机场 [2/2] 	Encontre e neutralize os dois aeroportos em bases inimigas  [2/2]	Найдите и нейтрализуйте два аэропорта на вражеских базах [2/2].	Encuentre y neutralice dos aeropuertos en las bases enemigas [2/2].
M3.4O4	(Optional) Destroy the second cannon	[Opcjonalnie] Zniszcz drugą armatę.	[Optional] Zerstöre die zweite Kanone.	[En option] Détruisez l’autre canon.	 [可选] 摧毁第二门大炮	[Opcionalmente] Destrua o segundo canhão.	[Необязательно] Уничтожьте вторую пушку.	[Opcionalmente] Destruya el segundo cañón.
M3.4O4D	Optionally, you can take out the unfinished cannon south of Sulawesi.	Opcjonalnie, możesz zniszczyć niedokończoną armatę na południe od Sulawesi.	Du kannst optional die unfertige Kanone südlich von Sulawesi zerstören.	En option, vous pouvez détruire un canon non terminé au Sud de Sulawesi.	或者， 您可以摧毁苏拉威西岛南部未建完的大炮。	Opcionalmente, pode destruir um canhão não terminado a sul de Sulawesi.	По желанию Вы можете уничтожить недостроенную пушку, расположенную к югу от Сулавеси.	Opcionalmente, puede destruir el cañón sin terminar al sur de Sulawesi.
M4.1O1	Defend Task Force 62	Chroń Grupę Zadaniową 62.	Beschütze Task Force 62.	Défendez Task Force 62.	保卫第62特遣队	Proteja o Task Force 62.	Защищайте Оперативную Группу 62.	Proteja el Grupo Especial 62.
M4.1O1D	Defend the US vessels against enemy air raids.	Broń sojusznicze statki przed nalotami wroga.	Verteidige die verbündeten Schiffen vor den feindlichen Luftangriffen.	Défendez les navires alliés contre les attaques de l’ennemi.	保卫美国船只免受敌人的空袭。	Proteja os navios aliados contra o ataque aéreo inimigo.	Защищайте союзные корабли от нападений врага.	Proteja los buques aliados contra el ataque aéreo enemigo.
M4.1O2	(Optional) Rescue survivors from USS Jarvis	[Opcjonalnie] Uratuj rozbitków z USS Jarvis.	[Optional] Rette die Schiffbrüchigen von USS Jarvis.	[En option] Sauvez les naufragés d’USS Jarvis.	从贾维斯号驱逐舰上营救幸存者	[Opcionalmente] Salve os náufragos do USS Jarvis.	[Необязательно] Спасите выживших с USS Jarvis.	[Opcionalmente] Rescate a los náufragos del USS Jarvis.
M4.1O2D	Optionally, you can rescue the stranded crew members from the destroyer USS Jarvis.	Opcjonalnie możesz uratować uwięzionych członków załogi z niszczyciela USS Jarvis.	Du kannst optional die festgehaltenen Crew-Mitglieder des Zerstörers USS Jarvis retten.	En option vous pouvez sauver les membres piégés de l’équipage du destroyer USS Jarvis.	从贾维斯号驱逐舰上营救被困的人员。	Opcionalmente, pode salar os tripulantes atrapados do destróier USS Jarvis.	По желанию Вы можете спасти членов экипажа с эскадренного миноносца USS Jarvis.	Opcionalmente, puede rescatar a los tripulantes presos del destructor UUS Jarvis.
M4.1O3	(Optional) Rescue survivors from USS Vincennes	[Opcjonalnie] Uratuj rozbitków z USS Vincennes.	[Optional] Rette die Schiffbrüchigen von USS Vincennes.	[En option] Sauvez les naufragés d’USS Vincennes.	从新奥尔良级重巡洋舰上营救幸存者	[Opcionalmente] Salve os náufragos do USS Vincennes.	[Необязательно] Спасите выживших с USS Vincennes.	[Opcionalmente] Rescate a los náufragos de USS Vicennes.
M4.1O3D	Optionally, you can rescue the stranded crew members from the cruiser USS Vincennes.	Opcjonalnie możesz uratować pozostawionych na pastwę losu członków załogi z krążownika USS Vincennes.	Du kannst optional die verlassenen Crew-Mitglieder des Kreuzers USS Vincennes retten.	En option vous pouvez sauver les membres de l’équipage du croiseur USS Vincennes laissés à leur sort.	从新奥尔良级重巡洋舰上救出被困的人员。	Opcionalmente, pode salvar os tripulantes abandonados do cruzador USS Vincennes.	По желанию Вы можете спасти брошенных на произвол судьбы членов экипажа с крейсера USS Jarvis.	Opcionalmente puede rescatar a los tripulantes abandonados del crucero USS Vincennes.
M4.1O4	(Optional) Destroy enemy forces in the area (0/2)	[Opcjonalnie] Zniszcz siły wroga na tym obszarze [0/2].	[Optional] Zerstöre die feindlichen Kräfte auf diesem Gebiet [0/2]	[En option] Détruisez les forces ennemies sur ce territoire [0/2]	 [可选] 消灭该地区的敌军 [0/2] 	[Opcionalmente] Destrua as forças inimigas nesta zona [0/2]	[Необязательно] Уничтожьте вражеские силы в этой области [0/2].	[Opcionalmente] Destruya las fuerzas enemigas en esta zona [0/2].
M4.1O4D	Optionally, you can locate and sink Japanese vessels in the waters surrounding the Solomons.	Opcjonalnie możesz zlokalizować i zatopić japońskie okręty na wodach otaczających wyspy Salomona.	Du kannst optional die japanischen Schiffe auf den Gewässern um Salomonen lokalisieren und versenken	En option vous pouvez localiser et faire couler les navires japonais sur les eaux entourant les Îles Salomon.	或者， 您可以在所罗门群岛周围的水域找到并击沉日本船只。	Opcionalmente, pode localizar e afundar os navios japoneses nas águas de Salomona.	По желанию Вы можете определить местоположение японских кораблей в водах, окружающих Соломоновы острова, и потопить их. 	Opcionalmente, puede localizar y hundir los buques japoneses en las aguas colindantes de las islas de Salomón.
M4.1O4.1	(Optional) Destroy enemy forces in the area (1/2)	[Opcjonalnie] Zniszcz siły wroga na tym obszarze [1/2].	[Optional] Zerstöre die feindlichen Kräfte auf diesem Gebiet [1/2]	[En option] Détruisez les forces ennemies sur ce territoire [1/2]	 [可选] 消灭该地区的敌军 [1/2] 	[Opcionalmente] Destrua as forças inimigas nesta zona [1/2]	[Необязательно] Уничтожьте вражеские силы в этой области [1/2].	[Opcionalmente] Destruya las fuerzas enemigas en esta zona [1/2].
M4.1O4.2	(Optional) Destroy enemy forces in the area (2/2)	[Opcjonalnie] Zniszcz siły wroga na tym obszarze [2/2].	[Optional] Zerstöre die feindlichen Kräfte auf diesem Gebiet [2/2]	[En option] Détruisez les forces ennemies sur ce territoire [2/2]	 [可选] 消灭该地区的敌军 [2/2] 	[Opcionalmente] Destrua as forças inimigas nesta zona [2/2]	[Необязательно] Уничтожьте вражеские силы в этой области [2/2].	[Opcionalmente] Destruya las fuerzas enemigas en esta zona [2/2].
M4.1O5	Defend your carrier until the tugboat arrives	Broń lotniskowiec do czasu przybycia holownika.	Verteidige den Flugzeugträger, bis der Schlepper ankommt	Défendez le porte-avions jusqu’à l’arrivée du remorqueur	保卫你的航母， 直到拖船到达	Defensa o porta-aviões até a chegada do reboco	Защищайте авианосец, пока не прибудет буксир.	Defienda el portaaviones hasta la llegada del remolque.
M4.1O5D	Fight off enemy attacks while waiting for the tugboat to reach your carrier.	Odpieraj ataki wroga, czekając aż holownik dotrze do Twojego lotniskowca.	Wehre die feindlichen Angriffe ab, bis der Schlepper deinen Flugzeugträger erreicht.	Repoussez les attaques de l’ennemi en attendant l’arrivée du remorqueur à votre porte-avions.	在等待拖船到达您的航母时击退敌人的攻击。	Combata os ataques inimigos esperando até o reboco chegar ao teu porta-aviões.	Отбивайте атаки противника, пока буксир не прибудет к Вашему авианосцу.	Combata los ataques del enemigo a la espera de que el remolque llegue a su portaaviones.
M4.1O6	Defend your carrier while being towed	Broń lotniskowiec podczas holowania.	Verteidige den Flugzeugträger während des Schleppens	Défendez le porte-avions lors du remorquage	在您的航母被拖走的途中保护您的航母	Defensa o porta-aviões durante o reboco	Защищайте авианосец во время буксировки.	Defienda el portaaviones durante el remolque.
M4.1O6D	Fight off enemy attacks while the tugboat tows your carrier to safety.	Odpieraj ataki wroga, podczas gdy holownik będzie holował twój lotniskowiec w bezpieczne miejsce.	Wehre die feindlichen Angriffe ab, während der Schlepper deinen Flugzeugträger an einen sicheren Ort bringt.	Repoussez les attaques ennemies pendant que le remorqueur remorquera votre porte-avions dans un endroit sûr.	在拖船将您的航母拖到安全地带的途中击退敌人的攻击。	Combata os ataques inimigos quando o navio rebocar o seu porta-aviões a um lugar seguro.	Отбивайте атаки противника, пока буксир будет перемещать Ваш авианосец в безопасное место.	Combata los ataques del enemigo mientras que el remolque lleve su portaaviones a un lugar seguro.
M4.2O1	Remain undetected until the assault begins	Pozostać niewykrytym do momentu rozpoczęcia szturmu.	Bleibe unentdeckt, bis der Angriff beginnt.	Rester non repéré jusqu’au lancement de l’invasion.	在攻击开始之前保持不被发现	Permaneça sem ser detetado até o ataque.	Остаться не обнаруженным до начала штурма.	Manténgase sin ser detectado hasta el inicio del ataque.
M4.2O1D	It is essential that your strike group avoids enemy detection until photographic recon is complete.	Istotne jest, aby Twoja grupa uderzeniowa unikała wykrycia przez wroga do czasu zakończenia zwiadu z powietrza.	Es ist wichtig, dass der Feind deine Sturmgruppe bis zur Beendigung der Luftaufklärung nicht entdeckt.	Il est important que votre groupe aéronaval évite d’être repéré par l’ennemi jusqu’à la fin de reconnaissance aérienne.	在空中侦察完成之前， 您的攻击群必须避免被敌人发现。	É importante que o seu grupo de ataque evite ser detetada pelo inimigo até finalizar o reconhecimento desde o ar.	Важно, чтобы Ваша ударная группа избежала обнаружения противником до завершения воздушной разведки.	Es importante que su grupo de ataque evite ser detectado por el enemigo hasta terminar la misión de reconocimiento aéreo.
M4.2O2	Take aerial photos of the archipelago (0/4)	Zrób zdjęcia lotnicze archipelagu [0/4].	Erstelle Luftbilder des Archipels [0/4]	Prenez des photos aériennes de l’archipel [0/4]	拍摄群岛的航拍照片 [0/4]	Faça fotografias aéreas do arquipélago [0/4]	Сделайте аэрофотоснимки архипелага [0/4].	Saque fotografías aéreas del archipiélago [0/4].
M4.2O2D	Use Photo Recon missions to locate and identify enemy buildings.	Wykorzystaj misję Foto-Rekonesans, aby zlokalizować i zidentyfikować budynki wroga.	Nutze die Mission Foto-Erkundung, um die Gebäude des Feindes zu lokalisieren und identifizieren.	Utilisez la mission Photo-Reconnaissance pour localiser et identifier les bâtiments de l’ennemi.	使用照片侦察任务来定位和识别敌方建筑物。	Utilize a missão Reconhecimento fotográfico para localizar e identificar os edifícios do inimigo.	Используйте миссию Фоторазведка, чтобы определить местоположение и идентифицировать постройки врага.	Utilice la misión de Reconocimiento fotográfico para localizar e identificar los edificios del enemigo.
M4.2O2.1	Take aerial photos of the archipelago (1/4)	Wykonaj zdjęcia lotnicze archipelagu [1/4].	Erstelle Luftbilder des Archipels [1/4]	Prenez des photos aériennes de l’archipel [1/4]	拍摄群岛的航拍照片 [1/4]	Faça fotografias aéreas do arquipélago [1/4]	Сделайте аэрофотоснимки архипелага [1/4].	Saque fotografías aéreas del archipiélago [1/4].
M4.2O2.2	Take aerial photos of the archipelago (2/4)	Wykonaj zdjęcia lotnicze archipelagu [2/4].	Erstelle Luftbilder des Archipels [2/4]	Prenez des photos aériennes de l’archipel [2/4]	拍摄群岛的航拍照片 [2/4]	Faça fotografias aéreas do arquipélago [2/4]	Сделайте аэрофотоснимки архипелага [2/4].	Saque fotografías aéreas del archipiélago [2/4].
M4.2O2.3	Take aerial photos of the archipelago (3/4)	Wykonaj zdjęcia lotnicze archipelagu [3/4].	Erstelle Luftbilder des Archipels [3/4]	Prenez des photos aériennes de l’archipel [3/4]	拍摄群岛的航拍照片 [3/4]	Faça fotografias aéreas do arquipélago [3/4]	Сделайте аэрофотоснимки архипелага [3/4].	Saque fotografías aéreas del archipiélago [3/4].
M4.2O2.4	Take aerial photos of the archipelago (4/4)	Wykonaj zdjęcia lotnicze archipelagu [4/4].	Erstelle Luftbilder des Archipels [4/4]	Prenez des photos aériennes de l’archipel [4/4]	拍摄群岛的航拍照片 [4/4]	Faça fotografias aéreas do arquipélago [4/4]	Сделайте аэрофотоснимки архипелага [4/4].	Saque fotografías aéreas del archipiélago [4/4].
M4.2O3	Neutralize enemy infrastructure before the attack (0/6)	Zneutralizuj budynki wroga przed atakiem [0/4].	Neutralisiere die Gebäude des Feindes vor dem Angriff [0/4]	Neutralisez les bâtiments de l’ennemi avant l’attaque [0/4]	在敌人发动攻击前摧毁敌人的基础设施 [0/4]	Neutralize os edifícios inimigos contra o ataque [0/4]	Нейтрализуйте вражеские постройки перед атакой [0/4].	Neutralice los edificios del enemigo antes del ataque [0/4].
M4.2O3D	Target and destroy Japanese military buildings on New Guinea before the Allied invasion fleet lands on the island.	Wyceluj i zniszcz japońskie budynki wojskowe na Nowej Gwinei, zanim na wyspie wyląduje flota inwazyjna aliantów.	Erfasse die Ziele und zerstöre die japanischen Militärgebäude auf Neuguinea, bevor die Invasionsflotte der Alliierten auf der Insel landet.	Ciblez et détruisez les militaire japonais en Nouvelle-Guinée avant que la flotte d’invasion alliée débarque sur l’île,	在盟军入侵舰队登陆该岛之前， 瞄准并摧毁新几内亚的日本军事建筑。	Aponte e destrua os edifícios militares japoneses na Nova Guiné antes de a frota de invasão dos aliados aterrar na ilha.	Нацельтесь на японские военные здания в Новой Гвинее и уничтожьте их до того, как на остров высадится флот вторжения союзников.	Apunte y destryua los edificios militares japoneses en Nueva Guinea antes de que en la isla aterrice la flota invasora de las aliados.
M4.2O3.1	Neutralize enemy infrastructure before the attack (1/6)	Zneutralizuj budynki wroga przed atakiem [1/6].	Neutralisiere die Gebäude des Feindes vor dem Angriff [1/4]	Neutralisez les bâtiments de l’ennemi avant l’attaque [1/4]	在敌人发动攻击前摧毁敌方基础设施 [1/6]	Neutralize os edifícios inimigos contra o ataque [1/6]	Нейтрализуйте вражеские постройки перед атакой [1/6].	Neutralice los edificios del enemigo antes del ataque [1/6].
M4.2O3.2	Neutralize enemy infrastructure before the attack (2/6)	Zneutralizuj budynki wroga przed atakiem [2/6].	Neutralisiere die Gebäude des Feindes vor dem Angriff [2/4]	Neutralisez les bâtiments de l’ennemi avant l’attaque [2/4]	在敌人发动攻击前摧毁敌人的基础设施 [2/6]	Neutralize os edifícios inimigos contra o ataque [2/6]	Нейтрализуйте вражеские постройки перед атакой [2/6].	Neutralice los edificios del enemigo antes del ataque [2/6].
M4.2O3.3	Neutralize enemy infrastructure before the attack (3/6)	Zneutralizuj budynki wroga przed atakiem [3/6].	Neutralisiere die Gebäude des Feindes vor dem Angriff [3/4]	Neutralisez les bâtiments de l’ennemi avant l’attaque [3/4]	在敌人发动攻击前摧毁敌人的基础设施 [3/6]	Neutralize os edifícios inimigos contra o ataque [3/6]	Нейтрализуйте вражеские постройки перед атакой [3/6].	Neutralice los edificios del enemigo antes del ataque [3/6].
M4.2O3.4	Neutralize enemy infrastructure before the attack (4/6)	Zneutralizuj budynki wroga przed atakiem [4/6].	Neutralisiere die Gebäude des Feindes vor dem Angriff [4/4]	Neutralisez les bâtiments de l’ennemi avant l’attaque [4/4]	在敌人发动攻击前摧毁敌人的基础设施 [4/6]	Neutralize os edifícios inimigos contra o ataque [4/6]	Нейтрализуйте вражеские постройки перед атакой [4/6].	Neutralice los edificios del enemigo antes del ataque [4/6].
M4.2O3.5	Neutralize enemy infrastructure before the attack (5/6)	Zneutralizuj budynki wroga przed atakiem [5/6].	Neutralisiere die Gebäude des Feindes vor dem Angriff [5/6]	Neutralisez les bâtiments de l’ennemi avant l’attaque [5/6]	在敌人发动攻击前摧毁敌人的基础设施 [5/6]	Neutralize os edifícios inimigos contra o ataque [5/6]	Нейтрализуйте вражеские постройки перед атакой [5/6].	Neutralice los edificios del enemigo antes del ataque [5/6].
M4.2O3.6	Neutralize enemy infrastructure before the attack (6/6)	Zneutralizuj budynki wroga przed atakiem [6/6].	Neutralisiere die Gebäude des Feindes vor dem Angriff [6/6]	Neutralisez les bâtiments de l’ennemi avant l’attaque [6/6]	在敌人发动攻击前摧毁敌人的基础设施 [6/6]	Neutralize os edifícios inimigos contra o ataque [6/6]	Нейтрализуйте вражеские постройки перед атакой [6/6].	Neutralice los edificios del enemigo antes del ataque [6/6].
M4.2O4	Avoid civilian losses in New Guinea (0/2)	Uniknij strat cywilnych na Nowej Gwinei [0/2].	Vermeide zivile Verluste auf Neuguinea [0/2]	Évitez les pertes de la population civile en Nouvelle-Guinée [0/2]	避免新几内亚的平民损失 [0/2]	Evite perdas civis na Nova Guiné [0/2]	Избегите жертв среди гражданского населения в Новой Гвинее [0/2].	Evite víctimas civiles en Nueva Guinea [0/2].
M4.2O4D	Make sure to specifically target Japanese military buildings for airstrikes to avoid civilian losses.	Upewnij się, że celujesz w japońskie budynki wojskowe, aby uniknąć strat wśród ludności cywilnej.	Vergewissere dich, dass die die japanischen Militärgebäude als Ziel erfasst hast, um Verluste unter Zivilbevölkerung zu vermeiden.	Assurez-vous que vous ciblez les bâtiments militaires japonais pour éviter les pertes de la population civile.	专门针对日本军事建筑进行空袭， 以避免平民损失。	Certifique-se de que está a apontar para os edifícios militares japoneses para evitar perdas nos civis.	Убедитесь, что целитесь в японские военные строения, чтобы избежать жертв среди гражданского населения.	Asegúrese de que está apuntando contra edificios militares para evitar víctimas entre la población civil.
M4.2O4.1	Avoid civilian losses in New Guinea (1/2)	Uniknij strat cywilnych na Nowej Gwinei [1/2].	Vermeide zivile Verluste auf Neuguinea [1/2]	Évitez les pertes de la population civile en Nouvelle-Guinée [1/2]	避免新几内亚的平民损失 [1/2]	Evite perdas civis na Nova Guiné [1/2]	Избегите жертв среди гражданского населения в Новой Гвинее [1/2].	Evite víctimas civiles en Nueva Guinea [1/2].
M4.2O4.2	Avoid civilian losses in New Guinea (2/2)	Uniknij strat cywilnych na Nowej Gwinei [2/2].	Vermeide zivile Verluste auf Neuguinea [2/2]	Évitez les pertes de la population civile en Nouvelle-Guinée [2/2]	避免新几内亚的平民损失 [2/2]	Evite perdas civis na Nova Guiné [2/2]	Избегите жертв среди гражданского населения в Новой Гвинее [2/2].	Evite víctimas civiles en Nueva Guinea [2/2].
M4.2O5	(Optional) Destroy enemy fleets in the region	[Opcjonalnie] Zniszcz floty wroga w regionie.	[Optional] Zerstöre die feindlichen Flotten in der Region.	[En option] Détruisez les flottes de l’ennemi dans la région.	 [可选] 摧毁该地区的敌方舰队	[Opcionalmente] Destrua as frotas inimigas na região.	[Необязательно] Уничтожьте вражеский флот в регионе.	[Opcionalmente] Destruya las flotas del enemigo en la región.
M4.2O5D	Optionally, you can support the raid by sinking enemy vessels in the area. (Stealth tactics are no longer necessary.)	Opcjonalnie możesz wesprzeć rajd, zatapiając wrogie okręty w okolicy. [Taktyka skradania się nie jest już konieczna].	Du kannst optional die Operation unterstützen, indem du die feindlichen Schiffe in der Umgebung versenkst. [Das Heranschleichen ist nicht mehr notwendig].	En option, vous pouvez supporter le raid en faisant couler les navires ennemis à proximité. [Tactique de ramper n’est pas indispensable].	或者， 您可以通过击沉该地区的敌舰来对突袭提供支援。   [不再需要隐形战术。 ] 	Opcionalmente, pode apoiar o ataque afundando os navios inimigos na região. [A tácita de sigilo já não é necessária].	По желанию Вы можете поддержать наступление, потопляя вражеские корабли в округе. [Тактика повышенной скрытности уже не обязательна].	Opcionalmente, puede apoyar el ataque destruyendo los buques enemigos en las proximidades. [La táctica sigilosa ya no es necesaria].
M4.3O1	Defend the Allied fleet	Chroń flotę sojuszniczą.	Beschütze die verbündete Flotte	Défendez la flotte alliée	保卫盟军舰队	Proteja a frota aliada	Защищайте союзный флот.	Proteja la flota aliada.
