	en	pl	de	fr	zh	pt	ru	es
KnownEnemyEnemyResultCertainNoLosses	With this strategy, the attack will serve no purpose; it will not be able to get past the enemy’s defenses. It is strongly advised to boost the offensive or change the selected target.	Przy tej strategii atak nie ma sensu. Nie przedrze się przez obronę wroga. Zaleca się wzmocnić ofensywę lub zmienić cel główny.	Bei dieser Strategie hat der Angriff keinen Sinn. Er wird die VERteidigung des Feindes nicht durchbrechen. Es wird empfohlen, die Offensive zu verstärken oder das Hauptziel zu ändern.	L’attaque suivant cette stratégie est sans objet. Elle n’arrivera de passer la DÉFense de l’ennemi. Il est recommandé de renforcer l’offensive ou changer son objectif principal.	使用这种策略，  攻击将毫无用处。  因为不可能越过敌人的防御系统，  强烈建议加强进攻或改变目标。	Nesta estratégia não tem sentido. Não vai passar pela Defesa do inimigo. Recomenda-se fortalecer a ofensiva ou mudar de alvo principal.	При этой стратегии наступление не имеет смысла. Не прорвет оборону врага. Рекомендуется усилить наступление или изменить главную цель.	En esta estrategia el ataque no tiene sentido. No pasará a través de la línea del enemigo. Se recomienda reforzar la ofensiva o cambiar de objetivo principal.
KnownEnemyEnemyResultCertainPartialLosses	Analysis of the current strategy suggests that the attack will destroy $1 enemy target(s). Boosting the offensive further might be beneficial.	Analiza obecnej strategii wskazuje, że $1 jednostek wroga zostanie zniszczone. Wzmocnienie ofensywy może być korzystne.	Die Analyse der heutigen Strategie zeigt, dass $1 der feindlichen Einheiten zerstört werden. Die Verstärkung der Offensive kann vorteilhaft sein.	D’après l’analyse de la stratégie actuelle, $1 d’unités ennemies sera détruite. Le renforcement de l’offensive peut être utile.	对当前策略的分析表明，  $1 的敌军将会被摧毁，  进一步加强进攻可能会有效果。	As análises da estratégia atual indicam que $1 unidades inimigas serão destruídas. Fortalecimento da ofensiva pode ter efeitos positivos.	Анализ текущей стратегии показывает, что будет уничтожено $1 единиц врага. Усиление наступления может оказаться полезным.	En análisis de la estrategia actual indica que  $1 de las unidades del enemigo será destruido. El refuerzo de la defensa puede ser beneficioso.
KnownEnemyEnemyResultCertainPartialLossesDurability	Analysis of the current strategy suggests that this attack will definitely damage one enemy target but will not destroy it. Boosting the offensive further might be beneficial.	Analiza obecnej strategii sugeruje, że taki atak zagwarantuje uszkodzenie jednego z przeciwników, ale nie ma szans na zniszczenie wroga. Zdecydowanie zaleca się wzmocnienie ataku.	Die Analyse der gegenwärtigen Strategie suggeriert, dass dieser Angriff die Beschädigung eines der Gegner garantiert, aber es gibt keine Chancen, den Feind zu zerstören. Es wird nachdrücklich empfohlen, den Angriff zu verstärken.	D’après l’analyse de la stratégie actuelle, les attaques garantiront les dommages de l’un des ennemis mais la destruction de l’ennemie n’a pas de chance à réussir. Il est fortement recommandé de renforcer l’attaque.	对当前策略的分析表明，  这种攻击可以保证对一个敌军造成伤害，  但不会摧毁他们，  进一步加强进攻可能会有效果。	As análises da estratégia atual sugerem que este ataque garantirá a danificação de um dos inimigos, mas não há probabilidade de destruir o inimigo. Recomendamos decididamente fortalecer o ataque.	Анализ нынешней стратегии показывает, что такое наступление гарантирует нанесение повреждений одному из противников, однако не имеет шансов уничтожить врага. Настойчиво рекомендуется усиление наступления.	El análisis de la situación actual indica que este ataque garantizará daños en uno los enemigos, pero no es posible destruir el enemigo. Se recomienda fuertemente reforzar el ataque.
KnownEnemyEnemyResultCertainTotalLosses	This strategy ensures the total destruction of the opposing forces.	Taka strategia zapewnia całkowite unicestwienie sił wroga.	Diese Strategie sichert die totale Zerschlagung der feindlichen Kräfte.	Cette stratégie garantira une anéantissement totale des forces hostiles.	这种策略可以歼灭敌军。	Esta estratégia garante uma destruição total das forças inimigas.	Эта стратегия обеспечивает полное уничтожение вражеских сил.	Esta estrategia garantiza un total destrucción de las fuerzas del enemigo.
KnownEnemyEnemyResultTooFewManeuvers	This strategy is not complex enough to draw any conclusions yet. An analysis will be presented once at least two maneuvers have been planned.	Strategia nie jest jeszcze na tyle złożona, aby wyciągać wnioski. Analiza będzie dostępna po zaplanowaniu co najmniej dwóch manewrów.	Die Strategie ist noch nicht so komplex, um Schlussfolgerungen zu ziehen. Die Analyse wird erst nach der Planung von mindestens zwei Manövern möglich.	La stratégie n’est pas encore tellement complexe pour tirer des conclusions. L’analyse sera mise à disposition après avoir planifié d’au moins deux manœuvres.	该策略还不够复杂，  无法得出任何结论。  如果计划了至少两次行动，  那么分析将变得可用。	Esta estratégia ainda não é o suficientemente avançada para poder tirar conclusões. A análise estará disponível depois de planear pelo menos duas manobras.	Стратегия еще не разработана в той мере, чтобы делать выводы. Анализ будет доступен после того, как будут запланированы как минимум два маневра.	La estrategia todavía no está lo suficientemente compleja como para sacar conclusiones. El análisis estará disponible después de planificar por lo menos dos maniobras.
KnownEnemyEnemyResultUncertainPartialLosses	Analysis of the current strategy suggests that $1 to $2 enemy targets will be destroyed. Boosting the offensive further might be beneficial.	Analiza obecnej strategii sugeruje, że $1 do $2 wrogich jednostek zostanie zniszczone. Zwiększenie siły ataku może być korzystne.	Die Analyse der heutigen Strategie zeigt, dass $1 bis $2 der feindlichen Einheiten zerstört werden. Die Verstärkung der Angriffskraft kann vorteilhaft sein.	D’après l’analyse de la stratégie actuelle, de $1 à $2 d’unités ennemies sera détruite. L’augmentation de la force d’attaque peut être utile.	对当前策略的分析表明，  该策略将摧毁 $1 到 $2 敌军。  进一步加强进攻可能会有效果。	As análises da estratégia atual indicam que de $1 a $2 unidades inimigas serão destruídas. Fortalecimento da força de ataque pode ter efeitos positivos.	Анализ текущей стратегии показывает, что будет уничтожено от $1 до $2 единиц врага. Увеличение силы наступления может оказаться полезным.	El análisis de la estrategia actual sugiere que de $1 a $2 de las unidades del enemigo serán destruidos. El aumento de la fuerza de ataque puede ser beneficioso.
KnownEnemyEnemyResultUncertainPartialLossesDurability	Analysis of the current strategy suggests that the attack might damage one enemy target. Boosting the offensive further might be beneficial.	Analiza obecnej strategii sugeruje, że istnieje szansa uszkodzenia jednego z przeciwników. Zdecydowanie zaleca się wzmocnienie ataku.	Die Analyse der gegenwärtigen Strategie suggeriert, dass es Chancen gibt, einen der Gegner zu beschädigen. Es wird nachdrücklich empfohlen, den Angriff zu verstärken.	Selon l’analyse de la stratégie actuelle, il est possible d’endommager un des ennemis. Il est fortement recommandé de renforcer l’attaque.	对当前策略的分析表明，  该策略有可能可以伤害敌军，  进一步加强进攻可能会有效果。	As análises da estratégia atual indicam que existe uma probabilidade de danificar um dos inimigos. Recomendamos decididamente fortalecer o ataque.	Анализ нынешней стратегии показывает, что есть шанс нанести повреждение одному из противников. Настойчиво рекомендуется усиление наступления.	En análisis de la estrategia actual sugiere que existe la posibilidad de dañar uno de los enemigos. Se recomienda fuertemente reforzar el ataque.
KnownEnemyPlayerResultCertainNoLosses	This strategy ensures the safety of your pilots. All of the dispatched squadrons will return from the attack.	Taka strategia zapewnia bezpieczeństwo naszym pilotom. Wszystkie eskadry powrócą.	Diese Strategie bietet unseren Piloten Sicherheit. Alle Staffeln kommen zurück.	Cette stratégie garantit la sécurité de nos pilotes. Toutes les escadres reviendront.	这一策略确保了我们飞行员的安全，  所有中队都将返回。	Esta estratégia garantirá a segurança dos nossos pilotos. Todas as esquadras vão voltar.	Эта стратегия обеспечивает нашим пилотам безопасность. Все эскадрильи вернутся.	Esta estrategia garantiza la seguridad de nuestros pilotos. Todas las escuadras volverán.
KnownEnemyPlayerResultCertainPartialLosses	Analysis of the current strategy suggests that $1 of your dispatched squadrons will return heavily damaged, if they return at all. Boosting your defenses might be beneficial.	Analiza obecnej strategii sugeruje, że $1 twoich eskadr powróci z ciężkimi uszkodzeniami, o ile w ogóle wrócą. Wzmocnienie obrony może być korzystne.	Die Analyse der gegenwärtigen Strategie suggeriert, dass $1 deiner Staffeln mit schweren Schäden zurückkommt, falls sie überhaupt zurückkommen. Die Verstärkung der Verteidigung kann vorteilhaft sein.	D’après l’analyse de la stratégie actuelle, $1 de vos escadres reviendra avec de graves dommages, si jamais elles reviendront. Le renforcement de la défense peut être utile.	对当前策略的分析表明，  您的中队中的$1 返回时可能将会遭受重创。  提高防御可能会有帮助。	As análises da estratégia atual indicam que $1 das suas esquadras vão voltar com danificações graves, se é que vão voltar. Fortalecimento da defesa pode ter efeitos positivos.	Анализ нынешней стратегии показывает, что $1 Ваших эскадрилий вернется с тяжелыми повреждениями, если вообще вернется. Усиление обороны может оказаться полезным.	En análisis de la situación actual sugiere que $1 de sus escuadras volverá con daños graves, si es que vuelven. El refuerzo de la defensa puede ser beneficioso.
KnownEnemyPlayerResultCertainTotalLosses	With this strategy, you will be putting your pilots at grave risk. All dispatched squadrons will suffer casualties. It is strongly advised to boost your defenses.	Dzięki tej strategii wysyłamy naszych ludzi na pewną śmierć. Wszystkie eskadry poniosą straty. Zdecydowanie zaleca się wzmocnienie obrony.	Mit dieser Strategie schicken wir unsere Leute in den sicheren Tod. Alle Staffeln werden Schäden erleiden. Es wird nachdrücklich empfohlen, den Angriff zu verstärken.	En utilisant cette stratégie, vous envoyez nos hommes à la mort. Toutes les escadres subiront des pertes. Il est fortement recommandé de renforcer la défense.	采用这种策略，  我们将把我们的人员送入必死的境地，  所有中队都将遭受伤亡。  我们强烈建议加强防御。	Com esta estratégia enviamos os nossos soldados a uma morte segura. Todas as esquadras sofrerão perdas. Recomendamos decididamente fortalecer a defesa.	С этой стратегией мы отправляем наших людей на верную смерть. Все эскадрильи понесут потери. Настойчиво рекомендуется усиление обороны.	Con esta estrategia enviamos nuestra gente a la muerte segura. Todas las escuadras sufrirán pérdidas. Se recomienda fuertemente reforzar da defensa.
KnownEnemyPlayerResultTooFewManeuvers	This strategy is not complex enough to draw any conclusions yet. An analysis will be presented once at least two maneuvers have been planned.	Strategia nie jest jeszcze na tyle złożona, aby wyciągnąć wnioski. Analiza będzie dostępna po zaplanowaniu co najmniej dwóch manewrów.	Die Strategie ist noch nicht so komplex, um Schlussfolgerungen zu ziehen. Die Analyse wird erst nach der Planung von mindestens zwei Manövern möglich.	La stratégie n’est pas encore tellement complexe pour tirer des conclusions. L’analyse sera mise à disposition après avoir planifié d’au moins deux manœuvres.	该策略还不够复杂，  无法得出任何结论。  计划至少两次行动后分析将变得可用。	Esta estratégia ainda não é o suficientemente avançada para poder tirar conclusões. A análise estará disponível depois de planear pelo menos duas manobras.	Стратегия еще не разработана в той мере, чтобы делать выводы. Анализ будет доступен после того, как будут запланированы как минимум два маневра.	La estrategia todavía no está lo suficientemente compleja como para sacar conclusiones. El análisis estará disponible después de planificar por lo menos dos maniobras.
KnownEnemyPlayerResultUncertainLostOneSquadron	This strategy almost guarantees the safety of your pilots, but there is a risk of losing one squadron.	Taka strategia niemal gwarantuje bezpieczny powrót naszym pilotom, jednak istnieje szansa na utratę choćby jednej eskadry.	Diese Strategie garantiert eine fast sichere Rückkehr unserer Piloten, es gibt aber die Gefahr, dass eine oder mehrere Staffeln verloren gehen.	Cette stratégie presque garantit aux pilotes un retour en toute sécurité, il y a toutefois une possibilité de perdre au moins une escadre.	这种策略几乎可以保证我们飞行员的安全，  但是有可能失去一个中队。	Esta estratégia garante uma volta segura aos nossos pilotos, mas existe uma probabilidade de salvar pelo menos uma esquadra.	Эта стратегия почти гарантирует нашим пилотам безопасное возвращение, однако есть шанс на потерю хотя бы одной эскадрильи.	Esta estrategia garantiza una vuelta segura de nuestros pilotos, pero existe la posibilidad de perder por lo menos una escuadra.
KnownEnemyPlayerResultUncertainPartialLosses	Analysis of the current strategy suggests that $1 to $2 of your dispatched squadrons will return from the attack heavily damaged, if they return at all. Boosting your defenses might be beneficial.	Analiza obecnej strategii sugeruje, że $1 do $2 twoich eskadr powróci poważnie uszkodzona, jeśli w ogóle powrócą. Wzmocnienie obrony może być korzystne.	Die Analyse der gegenwärtigen Strategie suggeriert, dass $1 bis $2 deiner Staffeln mit schweren Schäden zurückkommt, falls sie überhaupt zurückkommen. Die Verstärkung der Verteidigung kann vorteilhaft sein.	D’après l’analyse de la stratégie actuelle, de $1 à $2 de vos escadres reviendra avec de graves dommages, si jamais elles reviendront. Le renforcement de la défense peut être utile.	对当前策略的分析表明，  如果您的中队中的$1 到 $2全部返回的话，  他们将会在途中受到敌军的严重破坏。  提高防御可能会有帮助。	A análise da estratégia atual sugere que $1 a $2 das suas esquadras vão voltar gravemente danificadas, se é que voltam. Fortalecimento da defesa pode ter efeitos positivos.	Анализ нынешней стратегии показывает, что от $1 до $2 Ваших эскадрилий вернется с тяжелыми повреждениями, если вообще вернется. Усиление обороны может оказаться полезным.	El análisis de la situación actual sugiere que $1 hasta $2 de sus escuadras volverá gravemente dañada, si es que vuelven. El refuerzo de la defensa puede ser beneficioso.
StrategyTooExpensive	This strategy requires more squadrons than you can currently deploy on the flight deck.	Ta strategia wymaga więcej samolotów niż możesz wysłać z pokładu lotniskowca!	Diese Strategie erfordert mehr Flugzeuge, als du sie von dem Deck des Flugzeugträgers schicken kannst!	L’utilisation de cette stratégie requiert plus d’avion que vous pouvez envoyer à partir du porte-avions !	这种策略需要的飞机数量超过了您当时所能管理的数量！	Esta estratégia requer de mais aviões no que pode enviar de um porta-aviões!	Для этой стратегии необходимо больше самолетов, чем Вы можете отправить с палубы авианосца!	¡Esta estrategia refuerza más aviones que usted es capaz de enviar desde su portaaviones!
UnknownEnemyEnemyResultCertainNoLosses	With this strategy, the attack will serve no purpose; it will not be able to get past the enemy’s defenses. It is strongly advised to boost the offensive or change the selected target.	Przy tej strategii atak nie ma sensu. Nie przedrze się przez Obronę wroga. Zaleca się wzmocnić ofensywę lub zmienić cel główny.	Bei dieser Strategie wird der Angriff keine Effekte bringen. Er wird die Verteidigung des Feindes nicht durchbrechen. Es wird nachdrücklich empfohlen, den Angriff zu verstärken oder das Hauptziel zu ändern.	Avec cette stratégie, l’attaque n’aura aucun résultat. Il lui sera impossible de passer la défense de l’ennemi. Il est fortement recommandé de renforcer l’attaque ou de modifier la cible principale.	使用这种策略，  攻击将毫无用处。  它不可能越过敌人的防御系统，  强烈建议加强进攻或改变目标。	Com esta estratégia o ataque não terá nenhum efeito. Não poderá penetrar a defesa do inimigo de nenhuma maneira. Recomendamos decididamente fortalecer o ataque ou mudar de alvo.	При этой стратегии наступление не имеет смысла. Не прорвет Оборону врага. Рекомендуется усилить наступление или изменить главную цель.	En esta estrategia el ataque no tiene sentido. No pasará a través de la línea del enemigo. Se recomienda reforzar la ofensiva o cambiar de objetivo principal.
UnknownEnemyEnemyResultCertainPartialLossesDurability	Analysis of the current strategy suggests that the attack will almost certainly damage one enemy target but will not destroy it. Boosting the offensive further might be beneficial.	Analiza bieżącej strategii sugeruje, że ten atak prawie gwarantuje uszkodzenie jednej jednostki wroga, ale nie zniszczy jej. Zwiększenie ofensywy może być korzystne.	Die Analyse der gegenwärtigen Strategie suggeriert, dass dieser Angriff die Beschädigung einer feindlichen Einheit fast garantiert, aber er wird sie nicht zerstören. Die Verstärkung der Offensive kann vorteilhaft sein.	D’après l’analyse de la stratégie actuelle, cette attaque presque garantit l’endommagement de l’une unité ennemie mais sans la détruire. Le renforcement de l’offensive peut être utile.	对当前策略的分析表明，  这种攻击几乎可以保证对一个敌军造成伤害，  但不会摧毁他们，  进一步加强进攻可能会有效果。	A análise da estratégia atual sugere que este ataque quase garante a danificação de uma unidade inimiga, mas não a destruirá. Fortalecimento da ofensiva pode ter efeitos positivos.	Анализ текущей стратегии показывает, что эта наступление почти гарантирует нанесение повреждения одной вражеской единице, но не уничтожит ее. Усиление наступления может оказаться полезным.	En análisis de la situación actual sugiere que este ataque casi seguramente garantiza daños a una unidad del enemigo, pero no la destruirá. El refuerzo de la ofensiva puede ser beneficioso.
UnknownEnemyEnemyResultCertainTotalLosses	This strategy almost guarantees complete destruction of the opposing forces, but we lack some potentially crucial information. It is advised to identify all of the enemy targets before attacking.	Taka strategia gwarantuje niemal całkowitą zagładę sił wroga, jednak brakuje nam pewnych informacji, które mogą okazać się istotne. Zaleca się najpierw zidentyfikować wszystkie cele.	Diese Strategie garantiert, dass die feindlichen Kräfte fast total vernichtet werden, es fehlen uns aber noch einige Informationen, die sich als wichtig erweisen können. Es wird empfohlen, zuerst alle Ziele zu identifizieren.	Cette stratégie presque garantir l’anéantissement total des forces hostiles mais nous n’avons pas certaines informations relevantes. Il est recommandé d’identifier en premier lieu toutes les cibles.	这种策略几乎可以保证彻底歼灭敌军，  但我们缺乏一些至关重要的信息，  建议首先识别所有的攻击目标。	Esta estratégia garante uma destruição quase total das forças inimigas, mas faltam algumas informações que podem resultar de utilidade. Primeiro recomendamos identificar todos os alvos.	Эта стратегия гарантирует практически полное уничтожение вражеских сил, но нам не хватает определенной информации, которая может иметь важное значение. Рекомендуется сначала идентифицировать все цели.	Esta estrategia garantiza una destrucción casi total de las fuerzas del enemigo, pero nos falta cierta información que puede resultar importante. Se recomienda primero identificar todos los objetivos.
UnknownEnemyEnemyResultTooFewManeuvers	This strategy is not complex enough to draw any conclusions yet. An analysis will be presented once at least two maneuvers have been planned.	Strategia nie jest jeszcze na tyle złożona, aby wyciągać wnioski. Analiza będzie dostępna po zaplanowaniu co najmniej dwóch manewrów.	Die Strategie ist noch nicht so komplex, um Schlussfolgerungen zu ziehen. Die Analyse wird erst nach der Planung von mindestens zwei Manövern möglich.	La stratégie n’est pas encore tellement complexe pour tirer des conclusions. L’analyse sera mise à disposition après avoir planifié d’au moins deux manœuvres.	该策略还不够复杂，  无法得出任何结论。  计划至少两次行动后分析将变得可用。	Esta estratégia ainda não é o suficientemente avançada para poder tirar conclusões. A análise estará disponível depois de planear pelo menos duas manobras.	Стратегия еще не разработана в той мере, чтобы делать выводы. Анализ будет доступен после того, как будут запланированы как минимум два маневра.	La estrategia todavía no está lo suficientemente compleja como para sacar conclusiones. El análisis estará disponible después de planificar por lo menos dos maniobras.
UnknownEnemyEnemyResultUncertainPartialLosses	Analysis of the current strategy suggests that the attack will destroy at least $1 enemy target(s). Identifying all of the enemy targets would allow for a better prediction.	Analiza obecnej strategii sugeruje, że co najmniej $1 jednostek wroga zostanie zniszczonych. Zidentyfikowanie wroga pozwoliłoby na lepsze oszacowanie.	Die Analyse der heutigen Strategie zeigt, dass mindestens $1 der feindlichen Einheiten zerstört werden. Die Identifizierung des Feindes würde uns eine bessere Schätzung erlauben.	D’après l’analyse de la stratégie actuelle, au moins $1 d’unités ennemies sera détruite. L’identification de l’ennemi permettra une évaluation plus efficace.	对当前战略的分析表明，  至少$1个敌军将被摧毁，  如果能识别出敌人，  将可以得到更好的预测结果。	A análise da estratégia atual indica que pelo menos $1 unidades inimigas serão destruídas. A identificação do inimigo permitirá fazer estimações com maior probabilidade.	Анализ текущей стратегии показывает, что будет уничтожено минимум $1 подразделений врага. Идентификация противника позволила бы получить более точную оценку.	El análisis de la estrategia actual sugiere que $1 de las unidades del enemigo serán destruidos. La identificación del enemigo nos permitiría realizar una mejora estimación.
UnknownEnemyEnemyResultUncertainPartialLossesDurability	Analysis of the current strategy is uncertain, but suggests that the attack might damage one enemy target. Boosting the offensive further might be beneficial.	Analiza bieżącej strategii sugeruje, że może istnieć szansa na uszkodzenie jednostki wroga. Zwiększenie ataku może być korzystne.	Die Analyse der gegenwärtigen Strategie suggeriert, dass es eine Chance gibt, die feindliche Einheit zu beschädigen. Die Verstärkung des Angriffs kann vorteilhaft sein.	D’après l’analyse de la stratégie actuelle, il peut y avoir une possibilité permettant d’endommager une unité ennemie. Le renforcement de l’attaque peut être utile.	对当前策略的分析表明，  可能有机会对敌军制造威胁，  进一步加强进攻可能会有效果。	A análise da estratégia atual sugere que pode haver probabilidade de danificar uma unidade inimiga. Fortalecimento do ataque pode ter efeitos positivos.	Анализ текущей стратегии показывает, что может быть шанс нанести урон вражескому подразделению. Усиление атаки может оказаться полезным.	El análisis de la situación actual sugiere que puede haber posibilidad de dañar una unidad del enemigo. El aumento del ataque puede ser beneficioso.
UnknownEnemyPlayerResultCertainNoLosses	This strategy seems to ensure the safety of your pilots, but we lack some potentially crucial information. It is advised to identify all of the enemy targets before attacking.	Ta strategia wydaje się zapewniać bezpieczeństwo naszym pilotom, jednak brakuje nam pewnych informacji, które mogą okazać się istotne. Zaleca się najpierw zidentyfikować wszystkie cele.	Diese Strategie scheint unseren Piloten die Sicherheit zu gewähren, es fehlen uns aber noch einige Informationen, die sich als wichtig erweisen können. Es wird empfohlen, zuerst alle Ziele zu identifizieren.	Cette stratégie semble garantir la sécurité de nos pilotes, nous n’avons pas cependant certaines informations relevantes. Il est recommandé d’identifier en premier lieu toutes les cibles.	这种策略似乎可以确保我们飞行员的安全，  但是我们缺乏一些至关重要的信息，  建议首先识别所有攻击目标。	Esta estratégia parece garantir a segurança dos nossos pilotos, mas faltam algumas informações que podem resultar de utilidade. Primeiro recomendamos identificar todos os alvos.	Эта стратегия, кажется, обеспечивает нашим пилотам безопасность, но нам не хватает определенной информации, которая может иметь важное значение. Рекомендуется сначала идентифицировать все цели.	Esta estrategia garantiza la seguridad de nuestros pilotos, pero nos falta cierta información que puede resultar importante. Se recomienda primero identificar todos los objetivos.
UnknownEnemyPlayerResultCertainTotalLosses	With this strategy, you will be putting your pilots at grave risk. All dispatched squadrons will suffer casualties. It is strongly advised to boost your defenses.	Dzięki tej strategii wysyłamy naszych ludzi na pewną śmierć. Wszystkie eskadry poniosą straty. Zdecydowanie zaleca się wzmocnienie obrony.	Mit dieser Strategie schicken wir unsere Leute in den sicheren Tod. Alle Staffeln werden Schäden erleiden. Es wird nachdrücklich empfohlen, den Angriff zu verstärken.	En utilisant cette stratégie, vous envoyez nos hommes à la mort. Toutes les escadres subiront des pertes. Il est fortement recommandé de renforcer la défense.	采用这种策略，  我们将把我们的人员送入必死的境地，  所有中队都将遭受伤亡。  我们强烈建议加强防御。	Com esta estratégia enviamos os nossos soldados a uma morte segura. Todas as esquadras sofrerão perdas. Recomendamos decididamente fortalecer a defesa.	С этой стратегией мы отправляем наших людей на верную смерть. Все эскадрильи понесут потери. Настойчиво рекомендуется усиление обороны.	Con esta estrategia enviamos nuestra gente a la muerte segura. Todas las escuadras sufrirán pérdidas. Se recomienda fuertemente reforzar da defensa.
UnknownEnemyPlayerResultTooFewManeuvers	This strategy is not complex enough to draw any conclusions yet. An analysis will be presented once at least two maneuvers have been planned.	Strategia nie jest jeszcze na tyle złożona, aby wyciągnąć wnioski. Analiza będzie dostępna po zaplanowaniu co najmniej dwóch manewrów.	Die Strategie ist noch nicht so komplex, um Schlussfolgerungen zu ziehen. Die Analyse wird erst nach der Planung von mindestens zwei Manövern möglich.	La stratégie n’est pas encore tellement complexe pour tirer des conclusions. L’analyse sera mise à disposition après avoir planifié d’au moins deux manœuvres.	该策略还不够复杂，  无法得出任何结论。  至少计划两个行动后分析将变得可用。	Esta estratégia ainda não é o suficientemente avançada para poder tirar conclusões. A análise estará disponível depois de planear pelo menos duas manobras.	Стратегия еще не разработана в той мере, чтобы делать выводы. Анализ будет доступен после того, как будут запланированы как минимум два маневра.	La estrategia todavía no está lo suficientemente compleja como para sacar conclusiones. El análisis estará disponible después de planificar por lo menos dos maniobras.
UnknownEnemyPlayerResultUncertainLostOneSquadron	This strategy almost guarantees the safety of your pilots, but we lack some potentially crucial information. It is advised to identify all of the enemy targets before attacking.	Taka strategia niemal gwarantuje bezpieczeństwo naszym pilotom, brakuje jednak informacji, które mogą okazać się istotne. Zaleca się najpierw zidentyfikować wszystkie cele.	Diese Strategie garantiert fast unseren Piloten die Sicherheit, es fehlen uns aber noch einige Informationen, die sich als wichtig erweisen können. Es wird empfohlen, zuerst alle Ziele zu identifizieren.	Cette stratégie presque garantit la sécurité de nos pilotes, nous n’avons pas cependant certaines informations relevantes. Il est recommandé d’identifier en premier lieu toutes les cibles.	这种策略几乎可以保证我们飞行员的安全，  但是我们缺乏一些至关重要的信息，  建议首先确定所有攻击目标。	Esta estratégia quase garante a segurança dos nossos pilotos, faltam algumas informações que podem resultar de utilidade. Primeiro recomendamos identificar todos os alvos.	Эта стратегия, кажется, обеспечивает нашим пилотам безопасность, но нам не хватает определенной информации, которая может иметь важное значение. Рекомендуется сначала идентифицировать все цели.	Esta estrategia garantiza la seguridad de nuestros pilotos, pero nos falta cierta información que puede resultar importante. Se recomienda primero identificar todos los objetivos.
UnknownEnemyPlayerResultUncertainPartialLosses	Analysis of the current strategy suggests that at least $1 of your squadrons will suffer damage. Identifying all of the enemy targets would allow for a better prediction.	Analiza obecnej strategii sugeruje, że co najmniej $1 naszych eskadr wróci w złym stanie. Zidentyfikowanie wroga pozwoliłoby nam lepiej przewidzieć skutki nalotu.	Die Analyse der heutigen Strategie zeigt, dass mindestens $1 unserer Staffeln im schlechten Zustand zurückkommen. Die Identifizierung des Feindes würde uns helfen, die Folgen des Luftangriffs besser vorauszusehen.	D’après l’analyse de la stratégie actuelle, au moins $1 de nos escadres reviendra en mauvaise condition. L’identification de l’ennemi nous permettra de mieux prévoir les effets du raid aérien.	对当前战略的分析表明，  我们的中队中至少有$1个不会原封不动地回来。  准确地识别敌人将使我们能够做出更好的预测。	A análise da estratégia sugere que pelo menos $1 nas nossas esquadras voltará em más condições. A identificação do inimigo permitiria prever melhor as consequências do ataque aéreo.	Анализ нынешней стратегии показывает, что минимум $1 наших эскадрилий вернется в плохом состоянии. Идентификация врага позволила бы нам лучше прогнозировать последствия авиаудара.	El análisis de esta estrategia sugiere que al menos $1 de nuestras escuadras volverá en mal estado. Identificar al enemigo nos permitiría prever mejor las secuelas del ataque aéreo.
