	en	pl	de	fr	zh	pt	ru	es
SurpriseAttackEffect	+3 ATK for all maneuvers during your next Airstrike.	Wszystkie manewry dostaną dodatkowe 3 punkty ataku podczas następnego nalotu.	Alle Manöver bekommen zusätzliche 3 Angriffspunkte während des nächsten Flugangriffs.	Toutes les manœuvres recevront 3 points supplémentaires de l’attaque lors du raid aérien suivant.	在下一次空袭期间， 所有操作都将获得额外的 3 点攻击力。	Todas as manobras receberão 3 pontos adicionais de ataque durante o próximo ataque aéreo.	Все маневры получат дополнительные 3 пункта атаки во время следующего авиаудара.	Todas las maniobras recibirán 3 puntos adicionales de ataque durante el próximo ataque aéreo.
SurpriseAttackTitle	Surprise Attack	Atak z Zaskoczenia	Überraschungsangriff	Attaque Surprise	偷袭	Ataque surpresa	Внезапный Удар	Ataque sorpresa
TacticalMissionFocusDesc	Assign more staff to oversee tactical operations, allowing you to execute more aircraft missions.	Rozkaż załogantom nadzorowanie misji taktycznych, dzięki czemu będziesz mógł zaplanować i przeprowadzić więcej misji naraz.	Befehle den Mannschaftsmitgliedern, die taktischen Missionen zu überwachen, wodurch du mehr Missionen auf einmal planen und durchführen kannst.	Demandez les membres de l’équipage de surveiller les missions tactiques vous permettant de planifier et réaliser plus de missions simultanément.	当你委派了更多的人员去监督战术任务后， 您就可以去执行额外的任务了。	Ordene à tripulação que supervise as missões táticas, graças ao qual poderá planejar e realizar mais missões ao mesmo tempo.	Прикажите членам экипажа следить за тактическими миссиями, чтобы Вы могли планировать и выполнять больше миссий одновременно.	Ordene a los tripulantes que supervisen las misiones tácticas, gracias a los que podrá planificar y realizar más misiones al mismo tiempo.
TacticalMissionFocusEffect	+1 Airstrike or Recon mission for the order’s duration	Dodaj jedną misję Nalotu lub Rekonesansu na czas trwania tego rozkazu.	Füge eine Mission Flugangriff oder Mission Erkundung für die Dauer des Befehls hinzu.	Ajoutez une mission de Raid aérien et de Reconnaissance pendant la durée de cet ordre.	在此指令期间添加 1 次空袭或侦察任务	Adicione uma missão de ataque aéreo ou reconhecimento para o tempo de validez da ordem.	Добавьте одну миссию Авиаудара или Рекогносцировки во время действия этого приказа.	Añada una misión de Ataque aéreo o Reconocimiento durante la vigencia de esta orden.
TacticalMissionFocusTitle	Tactical Mission Focus	Pierwszeństwo Misji Taktycznych	Vorrangstellung der Taktischen Missionen	Priorité des Missions Tactiques	战术任务重点	Prioridade das missões táticas	Приоритет для Тактических Миссий	Privilegio de misiones tácticas
AdmiralDesc	Your character, a long-serving naval commander skilled in both Navy and Air operations.	Twoja postać, wyszkolona w obu typach operacji. Odnoś sukcesy w misjach, aby przejść do historii.	Deine Person, ausgebildet in beiden Operationstypen Erreiche deine Ziele in den Missionen, um in die Geschichte einzugehen.	Votre personnage, formé en deux types d’opérations. Réussissez vos missions pour faire partie de l’histoire.	你的角色是一名擅长海军和空军作战的高级军官， 你将在历史上被铭记。	A sua personagem, formada em dois tipos de operações. Tenha êxitos em missões para ficar na história.	Ваш персонаж обучен обоим типам операций. Успешно проходите миссии, чтобы войти в историю.	Su personaje ha recibido formación en ambos tipos de operaciones. Tenga éxito en las misiones para permanecer en la historia.
noOrder	No active deck operation	Brak aktywnych operacji na pokładzie	Keine aktiven Operationen auf dem Deck	Aucune opération active sur le bord	没有正在执行中的指令	Sem atividade de operação no bordo.	Нет активных операций на палубе	No hay operaciones activas en la cubierta
AACrewSwapDuration	Duration: 4 hours	Czas trwania: 4 godziny	Dauer: 4 Stunden	Durée : 4 heures	时长：4小时	Duração: 4 horas	Продолжительность: 4 часа	Tiempo duración 4 horas
AddDCDuration	Duration: 5 hours	Czas trwania: 5 godzin	Dauer: 5 Stunden	Durée : 5 heures	时长：5小时	Duração: 5 horas	Продолжительность: 5 часов	Tiempo duración 5 horas
CodeBreakersDuration	Duration: 6 hours	Czas trwania: 6 godzin	Dauer: 6 Stunden	Durée : 6 heures	时长：6小时	Duração: 6 horas	Продолжительность: 6 часов	Tiempo duración 6 horas
CounterAttackDuration	Duration: 2 hours	Czas trwania: 2 godziny	Dauer: 2 Stunden	Durée : 2 heures	时长：2小时	Duração: 2 horas	Продолжительность: 2 часа	Tiempo duración 2 horas
DecisiveBlowDuration	Duration: 3 hours	Czas trwania: 3 godziny	Dauer: 3 Stunden	Durée : 3 heures	时长：3小时	Duração: 3 horas	Продолжительность: 3 часа	Tiempo duración 3 horas
DeckControlDuration	Duration: 3 hours	Czas trwania: 3 godziny	Dauer: 3 Stunden	Durée : 3 heures	时长：3小时	Duração: 3 horas	Продолжительность: 3 часа	Tiempo duración 3 horas
EnterDefencePositionDuration	Duration: 3 hours	Czas trwania: 3 godziny	Dauer: 3 Stunden	Durée : 3 heures	时长：3小时	Duração: 3 horas	Продолжительность: 3 часа	Tiempo duración 3 horas
FireNotSpreadDuration	Duration: 3 hours	Czas trwania: 3 godziny	Dauer: 3 Stunden	Durée : 3 heures	时长：3小时	Duração: 3 horas	Продолжительность: 3 часа	Tiempo duración 3 horas
HastenedRepairsDuration	Duration: 6 hours	Czas trwania: 6 godzin	Dauer: 6 Stunden	Durée : 6 heures	时长：6小时	Duração: 6 horas	Продолжительность: 6 часов	Tiempo duración 6 horas
HeavyManeuversDuration	Duration: 6 hours	Czas trwania: 6 godzin	Dauer: 6 Stunden	Durée : 6 heures	时长：6小时	Duração: 6 horas	Продолжительность: 6 часов	Tiempo duración 6 horas
IncreaseSpottingRangeDuration	Duration: 3 hours	Czas trwania: 3 godziny	Dauer: 3 Stunden	Durée : 3 heures	时长：3小时	Duração: 3 horas	Продолжительность: 3 часа	Tiempo duración 3 horas
NightShiftDuration	Duration: 12 hours	Czas trwania: 12 godzin	Dauer: 12 Stunden	Durée : 12 heures	时长：12小时	Duração: 12 horas	Продолжительность: 12 часов	Tiempo duración 12 horas
PlaneFuelManagementDuration	Duration: 6 hours	Czas trwania: 6 godzin	Dauer: 6 Stunden	Durée : 6 heures	时长：6小时	Duração: 6 horas	Продолжительность: 6 часов	Tiempo duración 6 horas
RepairSectionDuration	Duration: 6 hours	Czas trwania: 6 godzin	Dauer: 6 Stunden	Durée : 6 heures	时长：6小时	Duração: 6 horas	Продолжительность: 6 часов	Tiempo duración 6 horas
ResupplyDuration	Duration: 2 hours	Czas trwania: 2 godziny	Dauer: 2 Stunden	Durée : 2 heures	时长：2小时	Duração: 2 horas	Продолжительность: 2 часа	Tiempo duración 2 horas
SurpriseAttackDuration	Duration: 2 hours	Czas trwania: 2 godziny	Dauer: 2 Stunden	Durée : 2 heures	时长：2小时	Duração: 2 horas	Продолжительность: 2 часа	Tiempo duración 2 horas
TacticalMissionFocusDuration	Duration: 4 hours	Czas trwania: 4 godziny	Dauer: 4 Stunden	Durée : 4 heures	时长：4小时	Duração: 4 horas	Продолжительность: 4 часа	Tiempo duración 4 horas
