	en	pl	de	fr	zh	pt	ru	es
T1M07	Issue a Resupply Ship order	Wydaj rozkaz "Uzupełnij zapasy"	Erteile den Befehl „Vorräte ergänzen“	Donnez l’ordre « Réapprovisionnement des ressources ».	发出补给船只指令	Envie a ordem de “Reabastecer”.	Отдайте приказ «Пополнить запасы»	Emite la orden de «Reabastecimiento»
T1M07d	Excellent! We have reached our first destination. Traveling the seas depletes our resources. When we are out of supplies, the carrier can still continue moving, but we cannot deploy any aircraft. (We will discuss the finer points of variables relating to supply-use later.) To resupply the carrier, you must give the order. To get started, open the Order menu by clicking the icon below.	Świetnie! Dotarliśmy do naszego pierwszego miejsca docelowego. Podróżowanie wyczerpuje nasze zasoby. Kiedy zapasy lotniskowca skończą się, lotniskowiec nadal może kontynuować ruch, ale żadne samoloty nie mogą z niego startować. Później opowiem o szczegółach uzupełniania zapasów. Aby uzupełnić lotniskowiec, musisz wydać rozkaz. Aby rozpocząć, otwórz menu Rozkazy, klikając ikonę poniżej.	Toll! Wir haben unseren ersten Zielpunkt erreicht. Die Fahrt schöpft unsere Ressourcen aus. Wenn die Ressourcen des Flugzeugträgers zu Ende sind, wird der Flugzeugträger immer noch die Bewegung fortsetzen können, aber keine Flugzeuge können von seinem Deck starten. Später erzähle ich dir die Einzelheiten, wie man die Vorräte ergänzen kann. Um die Vorräte aufzufüllen, musst du einen Befehl erteilen. Um zu beginnen, öffne das Menü Befehle, indem du auf das Symbol unten klickst.	Parfaitement ! Nous avons atteint notre première destination. Voyager sur les mers épuise nos ressources. Lorsque nous sommes à court de ravitaillement, le porte-avions peut continuer à se déplacer, mais nous ne pouvons déployer aucun avion. Je parlerai des détails du réapprovisionnement plus tard. Pour réapprovisionner le porte-avion, vous devez donner un ordre. Pour commencer, ouvrez le menu Ordre en cliquant sur l'icône ci-dessous.	你做得很棒！我们到达了我们的第一个目的地。 在海上旅行会耗尽我们的资源。 当我们没有补给时， 航母仍然可以继续移动， 但我们无法部署任何飞机。  （稍后我们将讨论与补给使用相关的变量。 ）如要重新给航母进行补给， 您必须下达此类命令。 请单击下面的图标打开“指令”菜单开始使用。	Excelente! Chegámos ao nosso primeiro lugar de destino. A viagem esgota os nossos recursos. Quando os recursos começam a escassear, o porta-aviões ainda pode continuar o movimento, mas nenhum avião pode despegar dele. Depois apresento os detalhes do reabastecimento. Para reabastecer o porta-aviões, deve emitir uma ordem. Para iniciar, abra o menu Ordens fazendo um clique sobre o ícone abaixo.	Отлично! Мы добрались до своего первого пункта назначения. Перемещение исчерпывает наши ресурсы. Когда закончатся ресурсы авианосца, он по-прежнему может продолжать движение, но самолеты не смогут вылетать с него. Позже я расскажу Вам о подробностях восполнения ресурсов.  Чтобы пополнить запасы авианосца, Вы должны отдать приказ. Чтобы начать, откройте меню Приказы, нажимая на иконку ниже.	¡Muy bien! Hemos llegado a nuestro primer lugar de destino. Viajando se gastan los recursos. Cuando los recursos del portaaviones terminen, el buque no podrá continuar a moverse ni tampoco podrá despegar ninguno de los aviones. Después le cuento más sobre el reabastecimiento. Para reabastecer el portaaviones, hay que emitir una orden adecuada. Para comenzar, abra el menú de Órdenes haciendo un clic en el mapa abajo.
T1M08	Click the Resupply Ship icon	Kliknij ikonę "Uzupełnij zapasy"	Klicke auf das Symbol „Vorräte ergänzen“	Cliquez sur l’icône « Réapprovisionnement des ressources »	单击补给船只图标	Faça clique em “Reabastecer”.	Нажмите на иконку «Пополнить запасы»	Haga un clic sobre «Reabastecer»
T1M08b	Assign officers to carry out the order	Przypisz oficerów do wykonania rozkazu	Teile die Offiziere zur Ausführung des Befehls zu	Affecter des officiers pour exécuter l'ordre	指派人员执行命令	Adscreva oficiais à realização da ordem	Назначить офицеров для выполнения приказа	Mande a los oficiales a realizar la orden.
T1M08bd	You must now assign officers to the order. Officers’ expertise in one of two fields, Navy or Air, is measured by numerical scores shown beside their portraits. To execute an order, the assigned officers’ collective scores must meet the requirements shown on that order’s icon. Of course, you have expertise in both fields, Admiral! Click your portrait to assign yourself to the Resupply Ship order.	Musisz teraz przydzielić oficerów do wykonania rozkazu. Doświadczenie oficerów w jednej z dwóch dziedzin, marynarce wojennej lub lotnictwie, jest mierzone za pomocą liczbowych ocen punktowych, wyświetlanych obok ich portretów. Aby wykonać rozkaz, wyniki wszystkich przydzielonych oficerów muszą spełniać wymagania pokazane na ikonie tego rozkazu. Oczywiście posiada Pan, Admirale, doświadczenie w obu dziedzinach! Kliknij na swój portret, aby przypisać się do rozkazu "Uzupełnij zapasy".	Du sollst jetzt die Offiziere zur Ausführung des Befehls zu. Die Erfahrung der Offiziere auf einem der beiden Gebiete, Kriegsmarine oder Luftwesen, wird mit Hilfe der Punktebewertungen gemessen, die neben ihrer Porträts eingeblendet werden. Um den Befehl auszuführen, sollen die Ergebnisse aller zugteilten Offiziere die Anforderungen erfüllen, die auf dem Symbol dieses Befehls gezeigt sind. Natürlich Sir, Sie haben Erfahrungen auf beiden Gebieten! Klicke auf dein Porträt, um dich zum Befehl „Vorräte ergänzen“ zuzuteilen.	Vous devez maintenant affecter des officiers à l'ordre. L'expertise des officiers dans l'un des deux domaines, Marine ou Air, est mesurée par des scores numériques indiqués à côté de leur portrait. Pour exécuter un ordre, les scores collectifs des officiers assignés doivent répondre aux exigences indiquées sur l'icône de cet ordre. Bien sûr, vous avez des compétences dans les deux domaines, Amiral ! Cliquez sur votre portrait pour s’affecter à l’ordre « Réapprovisionnement des ressources ».	您现在必须为指令分配执行的军官。 军官在海军或空军两个领域之一的专业知识通过他们头像旁边显示的数字分数来衡量。 分配的军官分数必须满足指令图标上显示的要求才能被委任。 当然， 您在这两个领域都有专长， 上将！单击您的头像将自己分配给补给指令。	Agora tem que adscrever os oficiais à realização da ordem. A experiência dos oficiais em uma das duas disciplinas: marinha ou aviação, é medido com as avaliações numéricas que aparecem ao lado dos seus retratos. Para realizar uma ordem, os resultados de todos os oficias adscritos devem cumprir com os requisitos apresentados no ícone para esta ordem. Obviamente, você, Almirante, tem uma experiência suficiente em ambas as disciplinas. Faça clique no seu retrato para adscrever-se à ordem “Reabastecer”.	Теперь Вы должны назначить офицеров для выполнения приказа. Опыт офицеров в одной из двух областей: в военно-морском флоте или авиации измеряется числовыми пунктами, которые отображаются рядом с их портретами. Чтобы исполнить приказ, пункты всех назначенных офицеров должны соответствовать требованиям, которые показаны на иконке этого приказа. Конечно, Адмирал, у Вас есть опыт в обеих областях! Нажмите на свой портрет, чтобы назначить себя для исполнения приказа «Пополнить запасы».	Ahora tiene que mandar a los oficiales a realizar la orden. La experiencia de los oficiales en uno o dos dominios, en la marina o la aviación, se mide en puntos que se muestran al lado de sus nombres. Para realizar una orden, los resultados de todos los oficiales adscritos deben cumplir con los requisitos mostrados en esta orden. Obviamente, usted, Almirante, tiene experiencia en ambos dominios. Haga un clic en su retrato para asignarse a la orden «Reabastecimiento».
T1M08c	Confirm the order	Potwierdź rozkaz	Bestätige den Befehl	Confirmez ordre	确认指令	Confirme a ordem	Подтвердить приказ	Confirme la orden.
T1M08cd	You can now confirm the order by clicking the highlighted icon. This will initiate the resupply process.	Możesz teraz potwierdzić rozkaz, klikając podświetloną ikonę. Rozpocznie to uzupełnianie zapasów.	Du kannst jetzt den Befehl bestätigen, indem du auf das beleuchtete Bild klickst. Dadurch wird die Ergänzung der Ressourcen begonnen.	Vous pouvez maintenant confirmer la commande en cliquant sur l'icône lumineuse. Cela déclenche le réapprovisionnement des ressources.	您现在可以通过单击高亮图标来确认指令， 这将启动补给过程。	Agora pode confirmar a ordem fazendo um clique sobre o ícone iluminado. O dito iniciará o reabastecimento.	Теперь Вы можете подтвердить приказ, нажимая на выделенную иконку. Это запустит процесс пополнения запасов.	Ahora puede confirmar la orden haciendo un clic sobre el icono iluminado. Comienzo del reabastecimiento.
T1M08d	Next, please click the Resupply Ship icon to begin preparing the order.	Następnie kliknij ikonę Uzupełnij Zapasy, aby rozpocząć wykonywanie rozkazu.	Danach klicke auf das Symbol „Vorräte ergänzen“ um die Ausführung des Befehls zu beginnen.	Ensuite cliquez sur l’icône Réapprovisionnement des ressources pour commencer à réaliser l’ordre.	接下来， 请点击『补给船只』图标开始准备指令。	Depois faça clique em “Reabastecer” para iniciar a realização da ordem.	Далее нажмите на иконку Пополнить Запасы, чтобы начать исполнение приказа.	Ahora haga un clic sobre «Reabastecer» para comenzar la realización de la orden.
T1M09	Wait for the completion of the resupply process	Poczekaj, aż uzupełnianie zapasów zakończy się.	Warte bis die Ergänzung der Vorräte endet.	Attendez jusqu’à ce que le réapprovisionnement des ressources soit terminé.	等待补给过程完成	Espere até terminar o reabastecimento.	Дождитесь окончания пополнения запасов.	Espere hasta terminar el reabastecimiento.
T1M09d	Now we must wait for the resupply procedure to reach completion. Let me remind you, Admiral, that you can use the time speed controls to speed up the action while we wait.	Teraz musimy poczekać, aż procedura uzupełniania zapasów zostanie zakończona. Przypominam panu, Admirale, że może pan użyć kontrolek prędkości czasu, aby przyspieszyć akcję w czasie oczekiwania.	Jetzt müssen wir warten, bis die Prozedur der Vorratsergänzung beendet wird. Ich möchte Sie daran erinnern, Admiral, dass sie die Zeitgeschwindigkeitskontrollen nutzen können, um die Aktion während des Wartens zu beschleunigen.	Maintenant, nous devons attendre la fin de la procédure de réapprovisionnement des ressources. Je vous rappelle, Amiral, que vous pouvez utiliser les commandes de vitesse temporelle pour accélérer l'action pendant que nous attendons.	现在我们必须等待补给程序完成。 让我提醒您， 海军上将， 您可以在等待时使用时间速度控制来加快行动。	Agora temos de esperar até o procedimento de reabastecimento finalizar. Lembro. Almirante, que pode utilizar os controladores de tempo para aumentar a velocidade da ação durante a espera.	Теперь мы должны дождаться завершения процесса пополнения запасов. Напоминаю Вам, Адмирал, что Вы можете использовать регуляторы скорости времени, чтобы ускорить действие, пока ждете.	Ahora tenemos que esperar hasta que termine el procedimiento de reabastecimiento. Le recuerdo, Almirante, que puede hacer uso de los controladores de velocidad del tiempo para acelerar la acción.
T1M10	Open the Crew Management menu	Otwórz menu Zarządzanie Załogą	Öffne das Menü Mannschaftsmanagement.	Ouvrez le menu Gestion de l’Équipage	打开人员管理菜单	Abra o Menu de Gestão de tripulação	Откройте меню Управление Экипажем	Abra el menú de Gestión de tripulación
T1M10d	Excellent. Perhaps we should increase our speed for the journey toward our next destination. To do so, we will need more crew assigned to our Navigation Department. Click the Crew Management icon to begin.	Doskonale. Być może powinniśmy zwiększyć naszą prędkość podczas podróży do następnego celu. Aby to zrobić, będziemy potrzebować więcej załogi przydzielonej do naszego Działu Nawigacji. Kliknij ikonę Zarządzanie załogą, aby rozpocząć.	Hervorragend. Vielleicht sollen wir unsere Geschwindigkeit bei der Fahrt zum nächsten Ziel erhöhen. Um das zu tun, werden wir mehr Mannschaft brauchen, die zu unserer Navigationsabteilung zugeteilt ist. Klicke auf das Symbol Mannschaftsmanagement, um zu beginnen.	Excellent. Nous devrions peut-être augmenter notre vitesse pour le voyage vers notre prochaine destination. Pour ce faire, nous aurons besoin de plus d'équipage affecté à notre département de navigation. Cliquez sur l'icône de gestion des équipages pour commencer.	你做得很好， 也许我们应该加快前往下一个目的地的速度。 为此我们需要将更多人员分配到导航部门， 单击人员管理图标开始操作。	Excelente. Se calhar devemos aumentar a nossa velocidade durante a viagem até o próximo lugar de destino. Para fazê-lo, vamos precisar de mais tripulação adscrita ao nosso Departamento de navegação. Faça clique no ícone de Gestão de tripulação para iniciar.	Отлично. Может быть нам стоит увеличить нашу скорость во время передвижения к следующей цели. Для этого нам нужен будет экипаж, назначенный в наше Отделение Навигации. Нажмите на иконку Управление Экипажем, чтобы начать.	Perfecto. A lo mejor deberíamos aumentar la velocidad durante nuestro viaje hasta el siguiente punto. Para hacerlo, vamos a necesitar más tripulación adscrita a nuestro Departamento de Navegación. Haga un clic sobre la Gestión de la Tripulación para comenzar.
T1M11	Assign crew to the Navigation Dept.	Przypisz załogę do działu nawigacji	Teile die Mannschaft zur Navigationsabteilung zu.	Affectez l’équipage à la division de navigation.	将人员分配到导航部门	Adscreva a tripulação ao Departamento de navegação	Назначьте экипаж в Отделение Навигации	Asigne tripulación al Departamento de Navegación
T1M11d	In this menu, you can manage onboard personnel assigned to each department. Drag and drop two additional crew units to the Navigation Department. The walking animation indicates that they are still in the process of taking their position. (You can also increase the speed of this action using the time speed controls.)	W tym menu można zarządzać personelem pokładowym przypisanym do poszczególnych działów. Przeciągnij i upuść dwie dodatkowe jednostki załogi do Działu Nawigacji. Animacja chodzenia wskazuje, że są one nadal w trakcie zajmowania pozycji. (Możesz także zwiększyć szybkość tej czynności, używając elementów sterujących szybkością czasu).	In diesem Menü kannst du das Deckpersonal, das zu den jeweiligen Abteilungen zugeteilt wurde, steuern. Ziehe und lege ab zwei zusätzlichen Mannschaftsmitglieder in die Navigationsabteilung. Die Animation des Laufens zeigt, dass sie immer noch ihre Postionen beziehen. (Du kannst auch die Geschwindigkeit dieser Handlung erhöhen, indem du die Zeitgeschwindigkeitssteuerelemente dazu benutzt).	Dans ce menu, vous pouvez gérer le personnel de bord affecté à chaque division. Faites glisser et déposez deux unités d'équipage supplémentaires dans le Division de Navigation. L'animation de marche indique qu'ils sont en train de prendre leur position. (Vous pouvez également augmenter la vitesse de cette action à l'aide des commandes de vitesse temporelle).	在此菜单中， 您可以管理分配给每个部门的入职人员。 将另外两个人员拖放到导航部门， 行走动画表明他们仍在就位过程中。 （您也可以使用时间速度控件来提高此动作的速度。 ）	Neste menu pode-se gerir a tripulação adscrita a cada um dos departamentos. Arraste e libere das unidades adicionais da tripulação no Departamento de navegação. A animação de caminhada indica que eles ainda estão em processo de tomada de posição. (Também pode aumentar a velocidade desta ação com o uso dos elementos de controlo da velocidade de tempo).	В этом меню можно управлять персоналом палубы, закрепленным за каждым отделом. Перетащите два дополнительных подразделения экипажа в Отделение Навигации. Анимация ходьбы указывает на то, что они все еще находятся в процессе занятия позиции. (Вы также можете увеличить скорость этого действия, используя элементы, управляющие скоростью времени).	En este menú puede gestionar el personal adscrito a cada departamento. Arrastre dos unidades adicionales al Departamento de Navegación. La animación de un tripulante andando indica que están en proceso de ocupación de su nuevo lugar. (Puede acelerar esta acción con el uso de los elementos que controlar la velocidad del tiempo).
T1M12	Close the Crew Management menu	Zamknij menu Zarządzanie załogą	Schließe das Menü Mannschaftsmanagement	Fermez le menu Gestion de l’équipage	关闭人员管理菜单	Fechar o menu de Gestão de tripulação	Закройте меню Управление экипажем	Cierre el menú de Gestión de tripulación
T1M12d	The units are in position. You can now close the Crew Management menu, sir.	Jednostki są na pozycjach. Może pan teraz zamknąć menu zarządzania załogą, Sir.	Die Mannschaftsmitglieder sind jetzt auf ihren Positionen. Sie können jetzt das Menü Mannschaftsmanagement schließen, Sir.	Les unités sont en position. Vous pouvez maintenant fermer le menu de gestion des équipages, monsieur.	这些人员现在就位， 您现在可以关闭人员管理菜单。	As unidades estão nas suas posições. Agora pode fechar o menu de Gestão de tripulação, sir.	Единицы на позициях. Теперь Вы можете закрыть меню управления экипажем, сэр.	Las unidades están en sus posiciones Ahora puede cerrar el menú de Gestión de tripulación, Sir.
T1M13	Set the carrier’s speed to Full	Ustaw prędkość lotniskowca na Całą	Stelle die Geschwindigkeit des Flugzeugträgers auf Voll ein	Réglez la vitesse du transporteur sur Pleine	将航母的速度设置为全速	Configure a velocidade do porta-aviões em Plena	Установите скорость авианосца на Полную.	Configure la velocidad del portaaviones en Plena
T1M13d	With the increased manpower in the Navigation Department, we can now reach maximum speed. Click the Carrier Speed icon and select Full.	Dzięki zwiększeniu liczby załogantów w dziale nawigacji możemy teraz osiągnąć maksymalną prędkość. Kliknij ikonę Ustaw prędkość i wybierz CAŁA.	Dadurch dass man mehr Mannschaftsmitglieder in der Navigationsabteilung hat, kann man jetzt die maximale Geschwindigkeit erreichen. Klicke das Symbol Geschwindigkeit einstellen und wähle VOLL aus.	Grâce à l'augmentation des effectifs du département de la navigation, nous pouvons désormais atteindre la vitesse maximale. Cliquez sur l'icône Vitesse du transporteur et sélectionnez Pleine.	随着导航部门人手的增加， 我们现在可以达到最大速度。 单击设置速度图标并选择全速。	Graças ao aumento da quantidade de tripulantes no Departamento de navegação, agora podemos atingir a velocidade máxima. Faça clique em Configurar velocidade e escolhe PLENA.	Благодаря увеличению численности членов экипажа в Отделении Навигации, теперь мы можем достигнуть максимальной скорости. Нажмите иконку Установить скорость и выберите ПОЛНАЯ.	Gracias al aumento de tripulación en el Departamento de Navegación, ahora podemos alcanzar la máxima velocidad. Haga clic en Configurar velocidad y seleccione PLENA.
T1M14	Set the carrier’s course	Ustaw kurs lotniskowca	Bestimme den Flugzeugträgerkurs.	Paramétrez le cap du porte-avion	设置航母的路线	Configure o curso do porta-aviões	Установите курс авианосца	Configure el rumbo de portaaviones
T1M14d	Next, we must set our course. Open the Tactical Map and click our fleet. There is land between us and our destination, so we cannot travel as the crow flies—but we can plot a course of up to three waypoints by clicking on a series of points, ending with our destination. (Right-click a waypoint to remove it.)	Następnie musimy wyznaczyć nasz kurs. Otwórz Mapę taktyczną i kliknij naszą flotę. Między nami a celem podróży znajduje się ląd, więc nie możemy podróżować w linii prostej - możemy jednak wyznaczyć kurs składający się z maksymalnie trzech punktów orientacyjnych, klikając serię punktów kończących się w miejscu docelowym. (Kliknij prawym przyciskiem myszy punkt orientacyjny, aby go usunąć).	Danach müssen wir unseren Kurs bestimmen. Öffne die Taktische Karte und klicke auf unsere Flotte. Zwischen uns und dem Fahrtziel befindet sich Land, also wir können nicht eine gerade Strecke nehmen - wir können aber einen Kurs bestimmen, der aus höchstens drei Orientierungspunkten besteht, indem man die Serie der Punkte, die sich am Zielort befinden, anklickt. (Klicke mit der rechten Maustaste den Orientierungspunkt an, um ihn zu entfernen).	Ensuite, nous devons définir notre cap. Ouvrez la carte tactique et cliquez sur notre flotte. Il y a de la terre entre nous et notre destination, nous ne pouvons donc pas voyager à vol d'oiseau, mais nous pouvons tracer un parcours comprenant jusqu'à trois points de cheminement en cliquant sur une série de points, en terminant par notre destination. (Cliquez avec le bouton droit de la souris sur un point de cheminement pour le supprimer).	我们现在必须确定路线。 打开战术地图并点击我们的舰队。 我们和目的地之间有陆地， 虽然我们不能像鸟一样飞过去  ——  但我们可以通过单击一系列的点来绘制最多三个航点的路线， 最后以我们的目的地为结束点。 （右键单击一个航点可以将其移除。 ）	Depois temos de determinar o nosso curso. Abra o mapa tácito e faça clique na nossa frota. Entre nós e o destino existe um fragmento de terra, então não podemos viagem em linha reta. No entanto, podemos traçar um curso que consista num máximo de três pontos de orientação fazendo uma série de cliques que terminam no ponto de destino. (Faça clique com o botão direito do rato para o eliminar).	Далее мы должны установить свой курс. Откройте Тактическую Карту и нажмите на наш флот. Между нами и пунктом назначения располагается суша, поэтому мы не можем двигаться по прямой линии, но мы можем проложить маршрут, состоящий из максимум трех ориентировочных пунктов, нажимая на серию пунктов, которые заканчиваются в точке назначения. (Чтобы удалить ориентировочный пункт, нажмите на него правой кнопкой мыши).	Ahora tenemos que configurar nuestro rumbo. Abra el Mapa táctico y haga un clic sobre nuestra flota. Entre nosotros y el destino hay tierra, entonces no podemos viajar en línea recta. Sin embargo, podemos establecer un rumbo que conste de un máximo de tres puntos de orientación, haciendo una serie de clics que termine en el lugar de destino. (Haga clic con el botón derecho del ratón en un punto de orientación para eliminarlo).
T1M15	Reach your destination	Dotrzyj do celu	Erreiche das Ziel	Atteignez la destination	到达目的地	Chegue até o destino	Достигните цели	Llegue hasta el destino
T1M15d	A fine plan, Admiral. Our strike group is now on its way to our destination.	Świetny plan, Admirale. Nasza grupa uderzeniowa jest już w drodze do celu.	Hervorragender Plan, Admiral. Unsere Sturmgruppe ist schon unterwegs zum Ziel.	Excellent plan, Amiral. Notre groupe aéronaval s’approche de son cible.	这时一个很好的计划， 海军上将。 我们的船现在正在前往目的地的途中。	Excelente plano, Almirante. O nosso grupo de ataque está a caminho do ponto de destino.	Замечательный план, Адмирал. Наша ударная группа уже на пути к цели.	Excelente plan, Almirante. Nuestro grupo de ataque ya está en camino hacia el destino.
T1O1	REACH VANTAGE POINT ONE	Dotrzyj do pierwszego punktu obserwacyjnego	Erreiche den ersten Observationspunkt	Atteignez le premier point d’observation.	到达有利位置一	Chegue até o primeiro ponto de observação	Доберитесь до первого обозревательного пункта	Llegue hasta el primer punto de observación
T1O2	EXECUTE A RESUPPLY SHIP ORDER	Wykonaj rozkaz uzupełnienia zasobów	Führe den Befehl Ergänzung der Ressourcen aus	Réalisez l’ordre de réapprovisionnement des ressources.	执行补货指令	Execute a ordem de reabastecer recursos	Исполните приказ о пополнении припасов.	Realice la orden de reabastecimiento
T1O3	REACH VANTAGE POINT TWO	Dotrzyj do drugiego punktu obserwacyjnego	Erreiche den zweiten Observationspunkt	Atteignez le deuxième point d’observation	到达有利位置二	Chegue até o segundo ponto de observação	Доберитесь до второго обозревательного пункта	Llegue hasta el segundo punto de observación
T2M01	Enter the Island view	Otwórz widok Wyspy	Öffne die Inselansicht.	Ouvrez la vue de l’Île	切换成作战指挥部视图	Abra a vista da Ilha	Откройте режим просмотра Острова	Abra la vista de la Isla
T2M01d	Admiral, we have received information about an unidentified object some distance from here. I recommend that we carry out a reconnaissance mission. Click the island or press 3 on your keyboard to begin the preparations.	Admirale, otrzymaliśmy informacje o niezidentyfikowanym obiekcie w pewnej odległości stąd. Polecam, aby przeprowadzić misję rozpoznawczą. Kliknij wyspę lub naciśnij 3 na klawiaturze, aby rozpocząć przygotowania.	Admiral, wir haben Informationen über ein nicht identifiziertes Objekt bekommen, das sich in einiger Entfernung von uns befindet. Ich empfehle Ihnen, eine Erkundungsmission zu starten. Klicke Insel an oder drücke die 3 auf der Tastatur, um Vorbereitungen zu starten.	Amiral, cliquez sur l'île ou appuyez sur la touche 3 de votre clavier pour commencer les préparatifs. Je recommande de réaliser une mission de reconnaissance. Cliquez sur l’île ou appuyez sur 3 sur votre clavier pour commencer les préparatifs	上将， 我们收到了离这里不远的一个不明物体发出的信号。 我建议我们执行一次侦察任务， 单击那个岛或按键盘上的 3 开始准备。	Almirante, recebemos a informação sobre um objeto não identificado a alguma distância daqui. Recomendo que realize uma missão de reconhecimento. Faça clique o utilize a tecla “3” no teclado para começar as preparações.	Адмирал, мы получили информацию о неопознанном объекте на некотором расстоянии отсюда. Советую провести разведывательную миссию. Нажмите на остров или нажмите на 3 на клавиатуру, чтобы начать подготовку.	Almirante, hemos recibido información sobre un objeto no identificado en cierta distancia desde aquí. Le recomiendo que realice una misión de reconocimiento. Haga un clic sobre la isla o apriete «3» en el teclado para comenzar los preparativos.
T2M02	Enable a Recon mission	Włącz misję Rekonesans.	Schalte die Aufklärungsmission ein.	Activez la mission Reconnaissance.	启用侦察任务	Comece a missão de reconhecimento.	Включите миссию Рекогносцировка	Active la misión de Reconocimiento
T2M02d	This view shows the island where you and your officers coordinate the ship’s operations. Each room provides a facility, called a “switch”, for carrying out three functions. Each room’s switch can only be set to enable one function at a time. Set the switch in the Meteorology Room to “Add 1x Recon mission”.	Ten widok przedstawia wyspę, na której Ty i Twoi oficerowie koordynujecie działania statku. W każdym pomieszczeniu znajduje się urządzenie, zwane "przełącznikiem", służące do wykonywania trzech funkcji. Przełącznik w każdym pomieszczeniu może być ustawiony tylko na jedną funkcję w danym momencie. Ustaw przełącznik w Pokoju Meteorologicznym w pozycji "Dodaj 1x Rekonesans".	Diese Ansicht zeigt die Insel, auf der Du und Deine Offiziere die Aktivitäten des Schiffs koordiniert. In jedem Raum befindet sich eine Einrichtung, genannt „Schalter“, die zur Ausführung von drei Funktionen dient. Der Schalter in jedem Raum kann nur auf eine Funktion im jeweiligen Moment eingestellt werden. Bring den Schalter im Meteorologieraum in die Position „1x Erkundung hinzufügen“	Cette vue montre l'île où vous et vos officiers coordonnez les opérations du navire. Chaque pièce dispose d'un dispositif, appelé  « interrupteur », permettant d'exécuter trois fonctions. Le commutateur de chaque pièce ne peut être réglé que pour activer une fonction à la fois. Réglez le commutateur de la salle de météorologie sur « Ajoutez 1 x Mission : Reconnaissance ».	此视图显示的是您和您的军官商讨战略的作战指挥部。 每个房间都提供三种可选行动， 称为“行动选择按钮”， 在每个房间内， 一次只能激活一个按钮。 将气象室中的按钮设置为“添加 1x 侦察任务”。	Esta vista apresenta a ilha onde você e os seus oficiais coordenam as manobras do navio. Em cada sala existe um dispositivo chamado “Selecionador” que tem três funções. O selecionador em cada sala pode ter uma só função num determinado momento. Coloque o selecionador da sala de meteorologia na posição "Adicionar 1x reconhecimento".	Этот режим просмотра представляет остров, на котором Вы и Ваши офицеры координируете операции корабля. В каждом помещение находится устройство, которое называется «выключателем», оно выполняет три функции. Переключатель в каждой комнате может быть одновременно установлен только на одну функцию. Установите переключатель в Метеорологическом Помещении в положение «Добавить 1х Рекогносцировка».	Esta vista presenta la isla donde Usted y sus oficiales coordinan las operaciones del buque. En cada lugar, se encuentra un dispositivo que se llama «seleccionador» y que tiene tres funciones. El seleccionador en cada sala puede indicar sólo una función la mismo tiempo. Ponga el seleccionador en la Sala de Meteorología en la posición de «Añadir 1x Reconocimiento».
T2M03	Send an officer to CIC and enable an Identify Targets mission	Wyślij oficera do CIB i włącz misję "Identyfikacja celów".	Schicke den Offizier zum KIZ und schalte die Mission „Zielidentifikation“ ein.	Envoyer un officier à CIC et activer une mission « identification des cibles ».	派一名军官前往作战信息中心并启用识别目标任务	Envie um oficial ao Centro de Informação de Combate (CIC) e ative a missão "Identificação dos alvos".	Отправьте офицера в ЦБИ и включите миссию «Идентификация Целей».	Envíe un oficial al Centro de Información de Combate (CIC) y active la misión «Identificación de objetivos».
