	en	pl	de	fr	zh	pt	ru	es
Brief2.2_03_01	Admiral, we received an SOS from our lost ship—it was hit by a torpedo.	Admirale, odebraliśmy sygnał S.O.S. z naszego zaginionego statku - oberwał torpedą.	Admiral, wir haben das SOS-Signal von unserem verlorenen Schiff empfangen- es wurde durch einen Torpedo beschädigt.	Amiral, nous avons reçu le signal de détresse S.O.S de notre navire perdu - il a reçu une torpille.	长官，  我们从失联的船上收到了求救信号  ——  它被鱼雷击中了。	Almirante, recebemos um sinal S.O.S. no nosso navio desaparecido. Foi atingido por um torpedo.	Адмирал, мы получили сигнал S.O.S. с нашего пропавшего корабля – он был поражен торпедой.	Almirante, hemos recibido una señal S.O.S. de nuestro buque perdido. Le ha alcanzado un torpedo.
Brief2.2_03_02	We have managed to further narrow down the area of search for the enemy submarines. We are getting closer.	Udało nam się zawęzić obszar, w którym mogą znajdować się wrogie łodzie podwodne.	Es ist und gelungen, das Gebiet, auf dem sich die feindlichen U-Boote befinden können, einzugrenzen.	Nous avons réussi à rétrécir la zone où les sous-marins ennemis peuvent se trouver.	我们进一步缩小了搜索敌方潜艇的范围，  我们越来越接近发现他们了。	Conseguimos limitar a zona de procura, onde se podem encontrar os submarinos inimigos.	Нам удалось сузить район возможного нахождения вражеских подводных лодок.	Hemos conseguido limitar el área donde se puede encontrar submarinos enemigos.
Brief2.3_01_01	Admiral, we have received a transmission: a small fleet on a scouting mission nearby was engaged by the enemy. They have not returned.	Admirale, otrzymaliśmy przekaz: mała flota na misji zwiadowczej w okolicy została zaatakowana przez wroga. Nie powrócili.	Admiral, wir haben eine Meldung bekommen: die kleine Flotte wurde während der Aufklärungsmission in der Umgebung durch den Feind angegriffen. Sie sind nicht zurückgekehrt.	Amiral, nous avons reçu l’ordre : une petite flotte en mission de reconnaissance dans la région a été attaquée par l’ennemi. Elle n’est pas revenue.	长官，  我们收到了一个信息：附近有一支执行侦察任务的小型舰队被敌人攻击，  他们还没有回来。	Almirante, recebemos uma ordem: uma pequena frota de reconhecimento foi atacada nas proximidades pelo inimigo. Não voltaram.	Адмирал, мы получили сообщение: враг напал на небольшой флот, выполнявший разведывательную миссию в этом районе. Они не вернулись.	Almirante, hemos recibido un mensaje: una pequeña flota de reconocimiento ha sido atacada por el enemigo en la zona. No han vuelto.
Brief2.3_01_02	Some of its ships were able to flee from the attack,	Kilku statkom udało się uciec przed atakiem,	Einigen Schiffen ist es gelungen, sich dem Angriff zu entziehen	Quelques navires ont réussi à échapper à l’attaque,	其中一些船能够逃离敌军的袭击，	Vários navios conseguiram escapar o ataque	Нескольким кораблям удалось уйти от наступления,	Algunos buques han conseguido escapar el ataque
Brief2.3_01_03	and we received an SOS from these survivors. We must find and save them.	i odebraliśmy od rozbitków sygnał S.O.S. Musimy ich znaleźć i ocalić.	und wir haben von den Überlebenden das SOS-Signal bekommen. Wir müssen sie finden und retten.	et nous avons reçu le signal de détresse S.O.S des survivants. Nous devons les retrouver et sauver.	我们收到了这些幸存者的求救信号，  我们必须找到并拯救他们。	e recebemos um sinal S.O.S. dos sobreviventes. Temos de os encontrar e salvar.	и мы получили сигнал SOS от уцелевших. Мы должны найти и спасти их.	y hemos recibido una señal S.O.S. de los náufragos. Tenemos que encontrarlos y salvarlos.
Brief2.3_01_04	We believe there are enemy vessels present in the area, but we do not know their numbers.	Doszły nas słuchy, że w tym obszarze znajdują się wrogie statki, ale nie znamy ich liczby.	Wir haben erfahren, dass sich auf dem Gebiet feindliche Schiffe befinden, aber wir kennen ihre Anzahl nicht.	Nous avons entendu parler qu’il y a des navires ennemis dans cette région mais nous ignorons leur nombre.	我们相信该地区有敌舰，  但我们不知道他们的数量。	Sabemos que nessa zona se encontram navios inimigos, mas não conhecemos o seu número.	До нас дошли слухи, что в этом районе есть вражеские корабли, но их количество нам неизвестно.	Nos han informado que en esta zona se encuentran buques  enemigos, pero no conocemos su número.
Brief2.3_01_05	Also, our intelligence suggests that there might be an enemy base on an island nearby.	Dodatkowo, nasz wywiad sugeruje, że na pobliskiej wyspie może znajdować się baza nieprzyjaciela.	Zusätzlich suggeriert unser Geheimdienst, dass sich auf der benachbarten Insel ein feindlicher Stützpunkt befindet.	En outre, d’après les suggestions de notre renseignement, il y a une base ennemie sur une île voisine.	此外，  我们的情报表明附近的一个岛上可能有一个敌方基地。	Além disso, a nossa inteligência sugere que numa ilha vizinha pode estar localizada uma base do inimigo.	Кроме того, наша разведка предполагает, что на соседнем острове может располагаться база противника.	Además, nuestra inteligencia sugiere que en una isla cercana se puede encontrar una base del enemigo.
Brief2.3_01_06	We must move carefully, Admiral.	Musimy zachować ostrożność, Admirale.	Wir müssen vorsichtig sein, Admiral.	Nous devons garder prudence, Amiral.	长官，  我们必须小心行动。	Temos de manter cuidado, Almirante.	Мы должны быть осторожны, Адмирал.	Tenemos que mantener cuidado, Almirante.
Brief2.3_02_01	One of the men we picked up provided us with the locations of other stranded survivors.	Jeden z załogantów uratowanych wcześniej przekazał nam położenie innych ocalałych.	Eines der geretteten Crew-Mitglieder habt uns früher die Lage der anderen Überlebenden mitgeteilt.	L’un des équipiers sauvés en premier, nous a indiqué la position des autres survivants.	获救的一名男子向我们提供了其他滞留幸存者的位置。	Um membro da tripulação ofereceu-nos a localização dos outros sobreviventes.	Один из ранее спасенных членов экипажа рассказал нам о местонахождении других уцелевших.	Uno de los tripulantes salvados nos ha mostrado la localización de otros náufragos.
Brief2.3_02_02	We must try to rescue them, sir, before withdrawing from the area.	Musimy spróbować ich uratować, sir, zanim wycofamy się z tego obszaru.	Wir müssen versuchen sie zu retten, bevor wir das Einsatzgebiet verlassen.	Nous devons essayer de les sauver avant de quitter la zone d’opérations.	长官，  在撤离该地区之前，  我们必须营救他们。	Temos de tentar salvá-los antes de fugirmos da zona de operação.	Мы должны попытаться спасти их до того, как покинем этот район.	Tenemos que intentar a salvarlos, Sir, antes de abandonar esta zona.
Brief2.4_01_01	Midway is under attack, Admiral! Our support is needed to help deal with the assault.	Midway jest atakowane, Admirale! Nasze wsparcie powietrzne jest potrzebne, aby poradzić sobie z atakiem. 	Midway wird angegriffen, Admiral! Unsere Unterstützung aus der Luft ist notwendig, um mit dem Angriff fertigzuwerden.	Amiral, Midway est attaquée ! Pour repousser cette attaque, notre soutien aérien est indispensable.	长官，  中途岛受到攻击！他们需要我们的支持。	Midway está a ser atacado, Almirante! A nossa ajuda é necessária para  o ataque.	Мидуэй атакован, Адмирал! Наша поддержка с воздуха необходима, чтобы справиться с наступлением. 	Midway está siendo atacado, Almirante! Nuestro apoyo aéreo es necesario para poder combatir el ataque. 
Brief2.4_01_02	We need to provide air support for the base at Midway, and carry out its commander’s instructions as they arise.	Musimy zapewnić wsparcie lotnicze dla bazy na wyspie Midway i wykonywać polecenia jej dowódcy, gdy tylko się pojawią.	Wir müssen eine Luftunterstützung für den Stützpunkt auf Midway sichern, und den Befehlen seines Kommandanten Folge zu leisten, sobald sie kommen.	Nous devons assurer un soutien aérien à la base sur l’île Midway et suivre les ordres de son commandant dès qu’ils arrivent.	我们得为中途岛的基地提供空中支援，  在指挥部发出指令后执行。	Quando aparecem, temos de oferecer ajuda aérea para a base em Midway e realizar as ordens do seu comandante.	Мы должны обеспечить авиационную поддержку базе на острове Мидуэй и выполнять приказы ее командира, как только они поступят.	Tenemos que ofrecer apoyo aéreo para la base en la isla de Midway y realizar las órdenes de su jefe apenas aparezcan.
Brief2.4_01_03	It appears there are two enemy fleets conducting the attacks. We should await information from Midway’s radar station about the fleets’ locations,	Wygląda na to, że ataki przeprowadzają dwie wrogie floty. Plan jest prosty: po pierwsze, czekamy na informacje o położeniu przeciwników ze stacji radarowej, 	Es sieht so aus, dass die Angriffe von zwei feindlichen Flotten durchgeführt werden. Der Plan ist einfach: erstens, wir warten auf die Informationen über die Lage der Gegner von der Radarstation, aus dem Stützpunkt.	Il semble que les attaques sont menée par deux flottes ennemies. Le plan est simple : d’abord, nous attendons l’information sur la position des ennemis depuis la station radar de la base.	似乎有两艘敌方舰队在进行攻击，  我们应该等待中途岛雷达站向我们发出关于敌军舰队位置的信息，	Parece que os ataque são realizados por duas frotas inimigas. O plano é simples: primeiro aguardamos a informação sobre a localização dos inimigos da estação de radares e da base.	Похоже, в наступлении задействованы вражеских флота. План прост: сначала ждем информацию о местоположении противников от радиолокационной станции, 	Parece que los ataques están siendo realizados por los flotas enemigas. El plan es fácil: primero quedamos a la espera de la información de la estación de radio sobre la localización de los enemigos. 
Brief2.4_01_04	so that we can carry out recon in those areas to detect the hostile ships precisely.	Następnie, musimy wykonać rekonesans w zaznaczonych obszarach, aby wykryć wrogie statki.	Dann müssen wir die Erkundungstrupps in die markierten Gebiete schicken, um die feindlichen Schiffe aufzudecken.	Ensuite, nous devons faire une reconnaissance dans les zones indiquées pour détecter les navires ennemis.	这样我们就可以在这些区域进行侦察，  以准确地发现敌舰。	Depois, temos de realizar uma missão de reconhecimento nas zonas indicadas para detetar os navios inimigos.	затем нам нужно провести рекогносцировку в отмеченных районах, чтобы обнаружить вражеские корабли.	Después tenemos que realizar una misión de reconocimiento en las zonas señaladas para detectar los buques enemigos.
Brief2.4_01_05	Once they have been located, we will coordinate airstrikes against them with Midway.	Gdy odkryjemy położenie lotniskowców, musimy zgrać naloty przeciwko nim z siłami z Midway.	Wenn wir die Lage der Flugzeugträger entdecken, müssen wir die Luftangriffe auf sie mit den Kräften aus Midway abstimmen.	Dès que nous aurons la position des porte-avions, nous devons coordonner les raids aériens contre les ennemis avec les forces de Midway.	一旦找到他们，  我们将与中途岛协调对他们的空袭。	Quando detetarmos a localização dos porta-aviões, temos de sincronizar os ataques com as forças de Midway.	Когда мы обнаружим местоположение авианосцев, нам нужно согласовать авиаудары по ним с силами с Мидуэя.	Cuando encontremos la localización de los portaaviones, tenemos que coordinar los ataques aéreos con las fuerzas de Midway.
Brief2.4_01_06	If these raids fail to eliminate our adversaries, we will need to give chase and continue attacking them.	Jeśli naloty nie dadzą rady wyeliminować wroga, będziemy musieli udać się w pościg i kontynuować ataki.	Wenn wir es nicht schaffen, mit den Luftangriffen den Feind zu eliminieren, werden wir ihn jagen und die Angriffe fortführen müssen.	Si les raids aériens ne réussissent pas à éliminer l’ennemi, nous devrions le poursuivre et continuer la lutte.	如果这些突袭未能消灭敌人，  我们将需要追击他们。	Se os ataque aéreos não poderão eliminar o inimigo, teremos de o perseguir e continuar os ataques.	Если не удастся уничтожить врага авиаударами, нам придется отправиться в погоню и продолжить атаки.	Si los ataques no son suficientes para eliminar el enemigo, tendremos que perseguirlo y continuar el ataque.
Brief2.4_01_07	They must be destroyed by whatever means necessary.	Powodzenia, Admirale. Losy Midway leżą w twoich rękach.	Viel Glück, Admiral. Der Schicksal von Midway liegt in deinen Händen.	Bonne chance, Amiral. Le sort de Midway est entre vos mains.	必须以任何必要的方式摧毁他们。	Boa sorte, Almirante. O futuro de Midway está nas suas mãos.	Удачи, Адмирал. Судьба Мидуэя в Ваших руках.	Suerte, Almirante. El futuro de Midway está en sus manos.
Brief3.1_01_01	The operation must be abandoned, sir. Our carrier sustained significant damage during the skirmish; we have no other option but to retreat.	Operacja musi zostać przerwana, sir. Nasz lotniskowiec został poważnie uszkodzony podczas potyczki. Nie mamy innego wyjścia, jak wycofać się.	Die Operation muss unterbrochen werden, Sir. Unser Flugzeugträger wurde während des Kampfs stark beschädigt. Wir haben keine andere Wahl, wir müssen zurück.	Sir, nous devons arrêter l’opération. Notre porte-avion a été gravement endommagé lors de la bataille. Nous n’avons pas de choix, nous devons nous retirer.	必须得放弃这次行动，  长官。  因为我们的航母在小规模冲突中遭受了重大损失，  我们别无选择，  只能撤退。	A operação tem de se interromper, sir. O nosso porta-aviões foi gravemente danificado durante um confronto. Não temos outro remédio - temos de nos retirar.	Операцию необходимо прервать, сэр. Наш авианосец сильно пострадал во время боя. У нас нет другого выбора, кроме как отступить.	La operación tiene que ser interrumpida, Sir. Nuestro portaaviones ha sido dañado durante un combate. No tenemos otra salida que retroceder.
Brief3.1_01_02	We are still being pursued by hostile strike groups. They must be trying to surround and finish us while we’re at a disadvantage.	Wciąż jesteśmy ścigani przez wrogie grupy uderzeniowe. Pewnie próbują nas otoczyć i wykończyć. Znajdujemy się w niekorzystnej sytuacji.	Wir werden immer noch von den feindlichen Sturmgruppen gejagt. Sie werden bestimmt versuchen, uns zu umzingeln und fertigzumachen, wenn wir uns in einer miesen Lage befinden.	Les groupes aéronavaux ennemis continuent à nous pourchasser. Ils tentent probablement de nous entourer et nous finir quand nous sommes en situation difficile.	我们正被敌军追击，  他们一定是在我们处于劣势的时候试图包围并消灭我们。	Ainda estamos a ser perseguidos por grupos de ataque inimigos. Seguramente estão a tentar cercar-nos e eliminar-nos enquanto estamos numa situação desfavorável.	Нас до сих пор преследуют вражеские ударные группы. Вероятно, они пытаются окружить и прикончить нас. Мы в невыгодном положении.	Aún estamos siendo perseguidos por grupos de ataque enemigos. No quieren cercar y eliminar. Estamos en una posición peligrosa.
Brief3.1_01_03	We need to move now and make our way east of New Guinea. There are two possible escape routes:	Musimy ruszać i przedostać się na wschód od Nowej Gwinei. Istnieją dwie możliwe drogi ucieczki:	Wir müssen aufbrechen und uns in die östliche Richtung von Neuguinea begeben. Es gibt zwei mögliche Fluchtwege:	Nous devons partir et aller à l’Est de la Nouvelle-Guinée. Il y a deux possibilités de fuite :	我们现在需要转移到新几内亚以东，  有两种可能的逃生路线：	Temos de nos mover e encontrar caminho a leste da Nova Guiné. Existem duas vias de fuga:	Нам нужно двигаться дальше и добраться до востока Новой Гвинеи. Есть два возможных пути эвакуации:	Tenemos que movernos y encontrar un camino al este de Nueva Guinea. Existen dos salidas posibles.
Brief3.1_01_04	the southern route leads along the coast of Australia to the Coral Sea; the northern one takes us through the Banda Sea and by the north coast of New Guinea.	trasa południowa prowadzi wzdłuż wybrzeży Australii do Morza Koralowego; północna prowadzi przez Morze Banda i północne wybrzeże Nowej Gwinei.	die südliche Strecke führt entlang der Küste Australiens bis zum Korallenmeer, die nördliche führt durch die Bandasee und die nördliche Küste von Neuguinea.	la route du Sud le long des côtes de l’Australie à la mer de Corail ; la route du Nord à travers la mer de Banda et la côte nord de la Nouvelle-Guinée.	南线：沿澳大利亚海岸去往珊瑚海，  北线：穿过班达海去往新几内亚的北海岸。	Um caminho ao longo da costa australiana até ao Mar de Coral. O caminho do norte vai pelo Mar Banda e a costa norte da Nova Guiné.	южный маршрут проходит вдоль побережья Австралии до Кораллового моря; северный маршрут проходит через море Банда и северное побережье Новой Гвинеи.	La ruta del sur lleva a lo largo de la costa australiana hasta el Mar de Coral. La ruta del norte lleva a través del Mar de Banda y la costa norte de Nueva Guinea.
Brief3.1_01_05	If we take the northern route, we might travel close to the enemy; recent intelligence suggests that Japan has set up bases in that area.	Jeśli wybierzemy trasę północną, możemy zbliżyć się do wroga; ostatnie informacje wywiadowcze sugerują, że Japonia założyła bazy w tym rejonie.	Wenn wir uns für die nördliche Route entscheiden, können wir ziemlich nah an den Feind kommen; die letzten Geheimdienstinformationen suggerieren, dass Japan diverse Stützpunkte in dieser Region gebaut hat.	Si on prend la route du Nord, nous risquons de nous approcher de l’ennemi, selon les informations fournies par le renseignement, le Japon a établi des bases dans cette région.	如果我们走北路，  我们可能会更接近敌人，  最近的情报表明，  日本人已经在该地区建立了基地。	Se escolhermos a rota do norte, poderemos aproximar-nos ao inimigo. Segundo as informações de inteligências mais recentes, Japão estabeleceu base nessa região.	Если мы выберем северный маршрут, то сможем приблизиться к врагу; последние разведданные дают основания полагать, что Япония основала базы в этом районе.	Si escogemos la ruta del norte, podremos acercarnos al enemigo. Las últimas informaciones de inteligencia sugieren que Japón ha creado bases en esa región.
Brief3.1_01_06	We can also expect more enemy forces throughout the region; unfortunately we have no up-to-date information as to their whereabouts.	Możemy się też spodziewać kolejnych sił wroga w całym regionie, niestety nie mamy aktualnych informacji na temat miejsca ich pobytu.	Wir können auch noch mehr feindliche Kräfte in der ganzen Region erwarten, wir haben leider keine aktuellen Informationen darüber, wo sie sich aufhalten.	Nous pouvons nous attendre également les autres forces ennemies dans cette région, malheureusement nous n’avons pas d’informations actuelles sur leur localisation.	不过整个地区可能会有更多的敌军，  并且我们没有关于他们下落的最新信息。	Podemos esperar mais forças inimigas em toda a região. Infelizmente, não temos informação atual sobre a sua localização.	Мы также можем ожидать прибытия новых сил врага во всем регионе, к сожалению, у нас нет текущей информации об их местонахождении.	También podemos esperar más fuerzas del enemigo en toda la región, pero, desgraciadamente, no tenemos información actual sobre su lugar de permanencia.
Brief3.1_01_07	Some of our aircraft are still awaiting recovery after the battle, sir. We can try to retrieve them, at your discretion.	Niektóre z naszych samolotów wciąż czekają na odzyskanie po bitwie, sir. Możemy spróbować je odzyskać, według pańskiego uznania.	Manche unserer Flugzeuge warten immer noch darauf, sie nach der Schlacht zurückzuholen, Sir. Wir können versuchen, sie zurückholen, wie Sie meinen.	Certains de nos avions attendent toujours la récupération après la bataille, Sir. Nous pouvons essayer de les récupérer, à votre convenance.	长官，  我们的一些飞机仍在等待从之前的战斗中的返回，  我们可以现在就撤回并让它们着陆，  由您决定。	Alguns dos nosso aviões ainda estão à espera de serem recuperadas depois da batalha, sir. Podemos tentar recuperá-las, se o senhor decidir assim.	Некоторые из наших самолетов все еще ожидают посадки после боя, сэр. Мы можем попытаться принять их, на Ваше усмотрение.	Algunos de nuestros aviones siguen esperando a que se recuperen después del combate, Sir. Podemos intentar recuperarlos, si usted lo estima oportuno.
Brief3.1_01_08	As to the route we take—the choice is yours, Admiral. Whatever your decision, we must make haste.	Jeśli chodzi o trasę, którą wybieramy — wybór należy do ciebie, Admirale. Bez względu na Twoją decyzję musimy się pośpieszyć. 	Wenn es um die Route geht, die wir wählen - es ist deine Wahl, Admiral. Egal wie du entscheidest, wir müssen uns beeilen.	Quant à la route à prendre - c’est à vous de choisir, Amiral. Quelle que soit votre décision, nous devons nous dépêcher.	至于我们走的路线  ——  您可以选择。  无论你做出什么决定，  我们都必须抓紧时间。	Quanto à rota, a escolha é sua, Almirante. Independentemente da sua decisão, temos de agir rapidamente.	Что касается нашего маршрута, выбор за Вами, Адмирал. Независимо от Вашего решения нужно поторопиться. 	En cuanto a la ruta que escogemos, la decisión es suya, Almirante. Independientemente de su decisión, tenemos que darnos prisa. 
Brief3.2_01_01	We are now in position, Admiral—ready to support the advance on the Gilbert Islands.	Jesteśmy teraz na pozycji, Admirale - gotowi do wsparcia ataku na Wyspy Gilberta.	Wir sind jetzt auf der Position, Admiral - wir sind bereit, den Angriff auf die Gilbertinseln zu unterstützen.	Nous sommes sur la position, Amiral - prêts à soutenir l’attaque sur les îles de Gilbert.	我们现在已就位  ——  可以对在吉尔伯特群岛的攻击行动进行支援。	Almirante, agora estamos na posição, prontos para apoiar o ataque nas Ilhas de Gilbert.	Мы находимся на позиции, Адмирал, и готовы поддержать наступление на острова Гилберта.	Estamos en la posición, Almirante. Estamos listos a apoyar el ataque a las Islas de Gilbert.
Brief3.2_01_02	Our strike group has been ordered to destroy two enemy bases: one on Tarawa, the other on Abemama. Completing this before our landing force arrives will give us the upper hand in the assault.	Nasza grupa uderzeniowa dostała rozkaz zniszczenia dwóch baz wroga: jednej na Tarawie, drugiej na Abemamie. Ukończenie tego zadania przed przybyciem naszych sił desantowych da nam przewagę w natarciu.	Unsere Sturmgruppe bekam den Befehl, zwei feindliche Stützpunkte zu zerstören: einen auf Tarawa, den anderen auf Abemama. Wenn wir diese Aufgabe vor Ankunft unserer Landungskräfte schaffen, sind wir dann bei der Offensive im Vorteil.	Notre groupe aéronaval a reçu l’ordre de détruire deux bases de l’ennemi : l’une sur Tarawa et l’autre sur Abémama. L’accomplissement de cette tâche avant d’arrivée de nos forces d’assaut nous donnera l’avantage pendant l’attaque.	我们的战斗群奉命摧毁两个敌方基地：一个在塔拉瓦，  另一个在阿贝马马。  如果在我们的登陆部队到达之前完成这项工作，  那么我们在进攻中将会占上风。	O nosso grupo de ataque obteve a ordem de destruir duas bases do inimigo: uma em Tarawa e outra em Abemam. Se terminarmos essa missão antes da chegada nas nossas forças de desembarque vai oferecer-nos uma vantagem no ataque.	Наша ударная группа получила приказ уничтожить две вражеские базы: одну на Тараве, а другую на Абемаме. Выполнение этой задачи до прибытия наших десантных сил даст нам преимущество в наступлении.	Nuestro grupo de ataque ha recibido orden de destrucción de dos bases enemigas: una en Tarawa y otra en Abemama. La finalización de esta tarea antes de la llegada de nuestras fuerzas de desembarco nos ofrecerá ventaja en el ataque.
Brief3.2_01_03	According to our intelligence, enemy forces are patrolling the region, but we do not know their exact routes or locations.	Według naszych informacji wywiadowczych, siły wroga patrolują ten region, ale nie znamy ich dokładnych tras ani lokalizacji.	Nach unseren Geheimdienstinformationen, patrouillieren die feindlichen Truppen diese Region, aber wir kennen weder ihre genaue Routen noch Lokalisierung.	Selon nos informations de renseignement, les forces ennemies patrouillent cette région mais nous ignorons leurs itinéraires et leur position précises.	根据我们的情报，  敌军正在该地区巡逻，  但我们不知道他们的确切路线或位置。	Segundo a nossa inteligência, as forças inimigas patrulham essa região, mas não temos informação exata sobre as suas rotas nem localização.	По данным нашей разведки вражеские силы патрулируют этот регион, но мы не знаем ни их точных маршрутов, ни местонахождения.	Según nuestras informaciones de inteligencia, las fuerzas del enemigo patrullan esta región, pero no conocemos sus rutas ni localización.
Brief3.2_01_04	Our troopship fleet is already en route to the designated landing beach. It should arrive in the vicinity of the islands 24 hours from now.	Nasza flota okrętów jest już w drodze na wyznaczoną plażę desantową. Powinna dotrzeć w pobliże wysp za 24 godziny od teraz.	Unsere Schiffsflotte ist schon auf dem Weg zu der festgelegten Landungsstrand. Sie soll innerhalb von 24 Stunden ab jetzt in die Nähe der Inseln ankommen.	Notre flotte de navires est déjà en route vers la plage de débarquement indiquée. Elle devrait arriver tout près des îles dans 24 heures à partir de maintenant.	我们的运兵船舰队已经在前往指定登陆海滩的途中。  它应该会在 24 小时后到达岛屿附近。	A nossa frota de navios já está rumo à praia de desembarque. Deve chegar às proximidades das ilhas daqui a 24 horas.	Наш флот направляется к назначенному пляжу для высадки. Он должен достичь окрестностей островов через 24 часа.	Nuestra flota de buques está en camino hacia la playa de desembarque. Debe llegar en las proximidades de las islas dentro de 24 horas.
Brief3.2_01_05	We will need to provide them with air support to fight off any incoming attacks. The troops’ safe arrival at their destination is our highest priority.	Będziemy musieli zapewnić im wsparcie z powietrza, by odeprzeć wszelkie nadchodzące ataki. Bezpieczne przybycie żołnierzy do celu jest naszym priorytetem.	Wir werden eine Luftunterstützung sichern müssen, um alle Angriffe abzuwehren. Die sichere Ankunft unserer Soldaten ans Ziel ist unsere Priorität.	Nous devrons assurer un soutien aérien pour repousser toutes les attaques à venir. L’arrivée des soldats à la destination, en toute sécurité, est notre priorité.	我们需要为他们提供空中支援，  以抵御任何来袭的攻击。  保证部队安全抵达目的地是我们的首要任务。	Teremos de garantir-lhes apoio aéreo para repulsar todos os ataques a chegarem. Uma chegada segura dos soldados ao alvo é a nossa prioridade.	Мы должны будем обеспечить им поддержку с воздуха, чтобы отразить любые предстоящие нападения. Безопасное прибытие солдат в пункт назначения является нашим приоритетом.	Tendremos que ofrecerles apoyo aéreo para combatir cualquier ataque. Una llegada segura de los soldados es nuestra prioridad.
Brief3.2_01_06	Awaiting your orders, sir.	Czekamy na rozkazy, sir.	Wir warten auf Befehle, Sir.	Nous attendons vos ordres, Sir.	长官，  等待您下达指令。	Esperamos ordens, sir.	Ожидаем приказов, сэр!	Quedamos a la espera de sus órdenes, Sir.
Brief3.2_02_01	Admiral, our scouts sighted an enemy fleet sailing directly towards the path of our troopships. It must be destroyed before it intercepts our landing fleet.	Admirale, nasi zwiadowcy zauważyli wrogą flotę płynącą wprost na trasę naszych okrętów. Trzeba ją zniszczyć, zanim przechwyci naszą flotę desantową.	Admiral, unsere Aufklärungstruppen haben die feindliche Flotte gesichtet, die direkt auf die Strecke unserer Kriegsschiffe zukommt. Wir müssen sie versenken, bevor sie in die Reichweite kommen und unsere Landungsflotte beschießt.	Amiral, nos éclaireurs ont aperçu la flotte ennemie se dirigeant droit vers nos navires de guerre. Nous devons les faire couler avant qu’ils se trouve à la portée leur permettant de mitrailler notre flotte d’assaut.	长官，  我们的侦察兵发现一支敌方舰队正朝着我们军舰的航路驶来。  必须在他们拦截我们的登陆舰队之前摧毁他们。	Almirante, os nossos rangers avistaram uma frota que vai cruzar diretamente com os nossos navios. Temos de eliminá-la antes de entrar na zona de alcance, onde possa disparar a nossa frota de desembarque.	Адмирал, наши разведчики заметили вражеский флот, направляющийся прямо к нашим военным кораблям. Его нужно уничтожить до того, как он перехватит наш десантный флот.	Almirante, nuestro grupo de reconocimiento ha detectado una flota que se va directamente hacia nuestros buques. Hay que destruirla antes de que intercepte nuestra flota de desembarque.
Brief3.2_02_02	Once the enemy’s bases are destroyed and our troops land, we can withdraw from the area.	Gdy bazy wroga zostaną zniszczone, a nasze wojska wylądują, możemy wycofać się z tego obszaru.	Wenn die Stützpunkte des Feindes zerstört werden und unsere Kräfte landen, können wir dieses Gebiet verlassen.	Dès que les bases ennemies seront détruites et nos armées débarqueront, nous pouvons nous retirer de cette région.	一旦敌人的基地被摧毁，  我们的部队顺利登陆，  我们就可以撤出该地区。	Quando as bases do inimigo estiverem destruídos e o nossos exército desembarcar, poderemos retirar-nos dessa zona.	Когда базы врага будут уничтожены, а наши войска приземлятся, мы сможем покинуть этот район.	Cuando la base quede destruida y nuestras tropas desembarcarán, nos podremos retroceder de esta zona.
Brief3.2_02_03	The direction we take is up to you, sir.	To, jaki obierzemy kierunek, zależy od Ciebie admirale.	Das, welche Richtung wir nehmen, hängt von Ihnen ab.	Notre direction dépend de vous.	长官，  您决定我们的前进方向。	A direção em que iremos depende de você.	Какое направление мы выберем, решать Вам, Адмирал.	La dirección depende de usted, Almirante.
Brief3.2_02_04	We can also try to take out any hostile forces still remaining in the region, at your discretion.	Możemy również spróbować zlikwidować wrogie siły pozostające w tym regionie, według waszego uznania.	Wir können auch versuchen, die feindlichen Kräfte, die in dieser Region bleiben, zu beseitigen, du entscheidest.	Nous pouvons également essayer d’éliminer les forces hostiles de la région son notre discrétion.	我们还可以根据您的判断去消灭仍然留在该地区的任何敌对势力。	Também podemos tentar eliminar as forças inimigas que permanecem nesta região segundo decidirmos.	Мы также можем попытаться ликвидировать оставшиеся в этом районе вражеские силы на Ваше усмотрение.	También podemos intentar liquidar las fuerzas enemigas que permanezcan en esa región, según estime oportuno.
Brief3.3_01_01	Admiral, the United States is under attack! Japan has begun an offensive on Dutch Harbor in the Aleutians. We must go there now to provide assistance.	Admirale, Stany Zjednoczone są atakowane! Japonia rozpoczęła ofensywę na Dutch Harbor na Aleutach. Musimy się tam udać, aby udzielić wsparcia.	Admiral, die Vereinigten Staaten werden angegriffen! Japan begann einen Großangriff auf Dutch Harbor auf den Aleuten. Wir müssen uns dort begeben, um Hilfe zu leisten.	Amiral, les États-Unis sont attaqués ! Le Japon a lancé l’offensive sur Dutch Harbor sur les îles Aléoutiennes. Nous devons nous y rendre pour fournir un soutien.	长官，  美国受到了攻击！日本已经开始对阿留申群岛的荷兰港发起进攻。  我们现在必须去那里提供帮助。	Almirante, Estados Unidos estão a ser atacados! Japão começou a sua ofensiva em Dutch Harbor nas Aleutas. Temos de ir até lá para ajudar.	Адмирал, на Соединенные Штаты напали! Япония начала наступление на Датч-Харбор на Алеутских островах. Мы должны отправиться туда, чтобы оказать поддержку.	Almirante, ¡Estados Unidos está siendo atacado! Japón ha empezado la ofensiva en Dutch Harbor en las islas Aleutianas. Tenemos que ir allí para ayudarlos.
