	en	pl	de	fr	zh	pt	ru	es
TutorialCarrierMovement_13	You can set up to three waypoints on your ships’ journey.	Można ustawić do trzech punktów orientacyjnych na trasie podróży statku.	Man kann bis zu drei Orientierungspunkte auf der Schiffsroute festlegen.	Vous pouvez définir jusqu'à trois points de passage sur le trajet de vos navires.	您最多可以在航程中设置三个航路点。	Pode configurar três pontos de referência no caminho do navio.	Можно установить до трех ориентировочных пунктов по маршруту движения корабля.	Se pueden configurar hasta tres puntos de navegación en el camino del buque.
TutorialCarrierMovement_14	Click the right mouse button to stop setting waypoints.	Kliknij prawym przyciskiem myszy, aby zakończyć ustawianie punktów orientacyjnych.	Klicke mit der rechten Maustaste die Festlegung der Orientierungspunkte zu beenden.	Cliquez sur le bouton droit de la souris pour arrêter de fixer des points de passage.	单击鼠标右键停止设置航路点。	Faça um clique com o botão direito do rato para terminar a configuração dos pontos de referência.	Нажмите правой кнопкой мыши, чтобы завершить настройку ориентировочных пунктов.	Haga un clic con el botón derecho del ratón para terminar la configuración de los puntos de referencia.
TutorialCarrierMovement_15	Once placed, you can delete existing waypoints by right-clicking them.	Po ustawieniu punktu trasy, możesz go usunąć, klikając na niego prawym przyciskiem myszy.	Man kann einen festgelegten Orientierungspunkt entfernen, indem man auf ihn mit der rechten Maustaste klickt.	Une fois placés, vous pouvez supprimer les points de passage existants en cliquant dessus avec le bouton droit de la souris.	放置好后， 您可以通过右键单击现有航点来删除它们。	Depois de configurar um ponto da rota, pode eliminá-lo fazendo um clique sobre ele com o botão direito do rato.	После установки пункта маршрута, его можно удалить, нажав на него правой кнопкой мыши.	Después de configurar un punto en la ruta, puede eliminarlo haciendo clic en él con el botón derecho del ratón.
TutorialCarrierMovement_16	Drag and drop existing waypoints to alter your fleet’s course.	Ustawione punkty trasy można podnosić i przesuwać aby zmienić trasę.	Die festgelegten Routenpunkte kann man verschieben, um die Route zu ändern.	Faites glisser et déposez les points de passage existants pour modifier la trajectoire de votre flotte.	拖放现有航路点以改变您的舰队航向。	Os pontos na rota podem ser levantados e movidos para modificar a rota.	Установленные пункты маршрута можно перемещать для изменения маршрута.	Los puntos de la ruta configurados se puede levantar y mover para modificar la ruta.
TutorialCrewManagement_01	Tutorial: Crew Management	Zarządzanie Załogą - Samouczek	Tutorial-Spiel: Mannschaftsmanagement	Tutoriel : Gestion des équipages	教程：人员管理	Tutorial: Gestão de tripulação	Управление Экипажем – Обучение	Gestión de la Tripulación - Tutorial
TutorialCrewManagement_02	To manage your crew units, first click on this button.	Możesz zarządzać swoją załogą, klikając na ten przycisk.	Du kannst deine Mannschaft managen, indem du auf diese Taste klickst.	Pour gérer vos unités d'équipage, cliquez d'abord sur ce bouton.	如要你要管理您的人员， 首先单击此按钮。	Pode gerir a sua tripulação fazendo um clique sobre este botão.	Вы можете управлять своим экипажем, нажимая на эту кнопку.	Puede gestionar su tripulación haciendo un clic en este botón.
TutorialCrewManagement_03	This is the Crew Management menu. Units can be assigned to six different departments.	Jest sześć departamentów.	Es gibt sechs Departements.	Il s'agit du menu de gestion des équipages. Les unités peuvent être assignées à six départements différents.	这是人员管理菜单， 人员可以分配到六个不同的部门。	Há seis departamentos.	Есть шесть отделений.	Hay seis departamentos.
TutorialCrewManagement_04	The work of each department is affected by its number of assigned units	Na pracę każdego działu ma wpływ liczba przydzielonych mu jednostek	Die Arbeit jedes von ihnen wird durch die Zahl der ihm zugeteilten Mannschaftsmitglieder	Le travail de chaque département est affecté par le nombre d'unités qui lui sont assignées	每个部门的工作状况受其分配到的人员数量	Sobre o trabalho de cada um deles tem influência a quantidade de unidades adscritas	На работу каждого отделения влияет количество назначенных в него единиц	En el trabajo de cada uno de ellos tiene influencia la cantidad de unidades asignadas
TutorialCrewManagement_05	and overall departmental efficiency.	i ogólną efektywność działu.	und die allgemeine Affektivität der Abteilung beeinflusst.	et l'efficacité globale du département.	和整体部门效率的影响。	e a eficiência geral do departamento.	и общая эффективность отделения.	y la eficiencia general del departamento.
TutorialCrewManagement_06	You can check how efficiency affects each department by hovering over here.	Możesz sprawdzić, jak wydajność wpływa na każdy z departamentów, najeżdżając kursorem tutaj.	Du kannst prüfen, wie die Effektivität jedes der Departements beeinflusst wird, indem du den Mauszeiger hier bewegst.	Vous pouvez vérifier comment l'efficacité affecte chaque département en passant la souris ici.	您可以将鼠标悬停在此处查看效率是如何影响每个部门的。	Pode verificar o impacto que tem a eficiência em cada departamento colocando o cursor aqui.	Вы можете проверить, как производительность влияет на каждое отделение, наводя курсор сюда.	Puede verificar qué influencia tiene la eficiencia en cada uno de los departamentos colocando el cursor aquí.
TutorialCrewManagement_07	Efficiency can be boosted in a number of ways.	Wydajność można zwiększyć na wiele sposobów.	Man kann die Effektivität auf verschiedene Art und Weise erhöhen.	L'efficacité peut être améliorée de plusieurs façons.	你可以通过多种方式提高效率。	A eficiência pode ser aumentada em várias maneiras.	Производительность можно повысить многими способами.	La eficiencia se puede aumentar de varias maneras.
TutorialCrewManagement_08	Firstly, you can assign specialized units to the department in which they specialize.	Po pierwsze, upewnij się, że jednostki załogi są przydzielone do odpowiednich departamentów, które preferują.	Erstens, vergewisser dich, dass die Mannschaftsmitglieder zu den entsprechenden Departements zugeteilt sind, die sie präferieren.	Tout d'abord, vous pouvez affecter des unités spécialisées au département dans lequel elles sont spécialisées.	首先， 您可以将专业的人员分配给他们专攻的部门。	Primeiro, certifique-se de que as unidades da tripulação estão adscritas aos departamentos segundo as preferências que têm.	Во-первых, убедитесь, что единицы экипажа назначены в соответствующие отделения, которые они предпочитают.	Primero, asegúrese de que las unidades de tripulación están asignadas a los departamentos adecuados, o sea, los que prefieren. 
TutorialCrewManagement_09	You can check a unit’s specialty by hovering over its portrait.	Możesz sprawdzić specjalizacje członka załogi najeżdżając kursorem na jego portret.	Du kannst die Spezialisierungen des Mannschaftsmitgliedes prüfen, indem du den Mauszeiger über sein Porträt bewegst.	Vous pouvez vérifier la spécialité d'une unité en passant la souris sur son portrait.	您可以通过将鼠标悬停在其肖像上来查看其专长。	Pode verificar as especialidades de um tripulante colocando o cursor sobre o seu retrato.	Вы можете проверить специализацию члена экипажа, наводя курсор на его портрет.	Puede ver la especialidad de cada tripulante colocando el cursor sobre su retrato.
TutorialCrewManagement_10	(Your units will level up as they are rewarded with medals throughout the game.)	Podstawowi członkowie załogi będą rozwijać się z biegiem gry.	Die Basis-Mannschaftsmitglieder werden sich im Spielverlauf entwickeln.	Vos unités monteront en niveau au fur et à mesure qu'elles seront récompensées par des médailles tout au long du jeu.	（你的人员会随着他们在整个游戏中获得奖牌而得到升级。 ）	Os membros básicos da tripulação vão desenvolver-se ao longo do jogo.	Основные члены экипажа будет развиваться в ходе игры.	Los tripulantes básicos van a desarrollarse durante el juego.
TutorialCrewManagement_11	Also, you can go to Island view and set the relevant switches	Można również przejść do widoku wyspy i ustawić odpowiednie przełączniki	Mann kann auch zur Inselansicht kommen und entsprechende Schalter	Vous pouvez également accéder à la vue de l'île et régler les interrupteurs appropriés	此外， 您可以进入作战指挥部视图的	Aqui também se pode passar à vista de ilha e configurar os selecionadores adequados	Можно также перейти в режим просмотра острова и установить соответствующие переключатели	También puede ir a la vista de isla y configurar los seleccionadores adecuados
TutorialCrewManagement_12	in the Coding Room and the Control Room.	w Pokoju Szyfrowania i Pokoju Kontrolnym.	im Chiffrierraum und Kontrollraum umstellen.	dans la Salle de Codage et la Salle de Contrôle.	编码室和控制室设置行动选择按钮。	na Sala de criptografia e na Sala de controlo.	в Шифровальной Рубке и Кабине Управления.	en la Sala de Encriptación y en la Sala de Control.
TutorialCrewManagement_13	Finally, you can simply assign more units to a department.	Na koniec, po prostu przydziel więcej jednostek.	Zum Schluss, teile ganz einfach mehrere Mannschaftsmitglieder zu.	Enfin, vous pouvez simplement affecter plus d'unités à un département.	最后， 您可以简单地将更多人员分配给一个部门。	Afinal, simplesmente adscreva mais unidades.	В завершение просто назначьте больше единиц.	Finalmente, simplemente puede asignar más unidades.
TutorialCrewManagement_14	Even unspecialized and inexperienced crew will boost efficiency slightly.	Nawet niewyspecjalizowany i niedoświadczony członek załogi nieco podniesie wydajność.	Auch ein Mannschaftsmitglied, das weder Spezialisierung noch Erfahrung hat, wird die Effektivität erhöhen.	Même un équipage non spécialisé et inexpérimenté améliorera légèrement l'efficacité.	即使是非专业和缺乏经验的工作人员也会略微提高效率。	Até um tripulante não especializado e sem experiência poderá aumentar a sua eficiência.	Даже не обладающий специализацией и опытом член экипажа немного повысит производительность.	Aun un tripulante sin especialidad ni experiencia aumentará un poco la eficiencia.
TutorialCrewManagement_15	In order to reassign a unit, drag and drop it from one slot to another.	Aby przenieść członka załogi do innego działu, przeciągnij jego portret na inne pole.	Um das Mannschaftsmitglied zu einer anderen Abteilung zu verschieben, zieh sein Porträt auf ein anderes Feld.	Pour réaffecter une unité, faites-la glisser et déposez-la d'un emplacement à un autre.	如果你要重新分配一个人员， 请将他从一个槽位拖放到另一个槽位。	Para mover um tripulante a um outro departamento, arraste o seu retrato a um campo diferente.	Чтобы переместить члена экипажа в другое отделение, перетащите его портрет на другое поле. 	Para mover a un tripulante a un departamento diferente, arrastre su retrato a otro campo.
TutorialCrewManagement_16	Remember that units need some time to move positions and start working again.	Pamiętaj, że członkowie załogi potrzebują trochę czasu by zmienić pozycje i ponownie zacząć pracę.	Denke daran, dass die Mannschaftsmitglieder etwas Zeit brauchen, um die Position zu wechseln und mit der Arbeit zu beginnen.	N'oubliez pas que les unités ont besoin d'un certain temps pour changer de position et recommencer à travailler.	请记住， 人员需要一些时间移动到位置上并重新开始工作。	Lembre que os tripulantes precisam de algum tempo para mudar de posição e voltar a trabalhar.	Помните, что членам экипажа требуется немного времени, чтобы сменить позиции и снова начать работать.	Recuerde que los tripulantes necesitan algún tiempo para cambiar de posición y volver a trabajar.
TutorialCrewManagement_17	Assigning units to a department also provides passive bonuses for your carrier.	Przydzielenie jednostek do oddziału zapewnia także pasywne premie dla twojego lotniskowca.	Die Zuteilung der Mannschaftsmitglieder zu einer Abteilung sichert auch passive Prämien für deinen Flugzeugträger.	L'affectation d'unités à un département fournit également des bonus passifs pour votre porte-avions.	将人员分配给部门还可以为您的航母提供被动奖励。	A adscrição de unidades a um departamento também garante prémios passivos para o seu porta-aviões.	Назначение единиц в отделение также дает пассивные бонусы Вашему авианосцу.	La asignación de las unidades a un departamento garantiza también premios pasivos para su portaaviones.
TutorialCrewManagement_18	You can check how assigning more units	Można sprawdzić, jak przydzielanie większej liczby jednostek	Man kann prüfen, wie die Zuteilung einer höheren Anzahl der Einheiten	Vous pouvez vérifier comment l'affectation de plus d'unités	您可以查看如何分配更多人员，	Pode-se verificar como a adscrição de uma quantidade maior de unidades	Можно проверить, как назначение большего числа единиц	Puede verificar cómo la asignación de una cantidad mayor de unidades
TutorialCrewManagement_19	will influence the bonuses provided by a department by hovering over it like this.	może wpływać na premie przyznawane przez dany dział, najeżdżając na niego w następujący sposób.	die Prämieren beeinflusst, die von der jeweiligen Abteilung gewährt werden, indem man den Mauszeiger auf das Symbol der Abteilung bewegt.	influence les bonus fournis par un département en le survolant comme ceci.	通过像这样将鼠标悬停在部门上来了解每个部门提供的奖金。	beneficiará o prémios outorgados por um departamento determinado colocando um cursor da seguinte forma.	может влиять на бонусы, начисляемые отделению, наводя на него курсор следующим образом.	puede influir en los premios asignados por un departamento determinado colocando el cursor sobre él.
TutorialCrewManagement_20	The Anti-Aircraft Department is different to other departments	Wyjątkiem jest Dział Obrony Przeciwlotniczej -	Die Ausnahme ist die Luftabwehrabteilung -	Division de Défense Anti-aérienne est exception -	防空部门与其他部门不同，	A única exceção e o Departamento de defesa aérea,	Исключением является Отделение Противовоздушной Обороны –	La excepción es el Departamento de Defensa Antiaérea:
TutorialCrewManagement_21	in that its passive bonus is inactive during a cooldown period	będzie musiał się odnowić po każdym wrogim ataku na grupę uderzeniową.	sie muss sich nach jedem feindlichen Angriff auf die Sturmgruppe erneuern.	en ce sens que son bonus passif est inactif pendant un délai de récupération qui sera déclenchée par les attaques ennemies contre votre groupe d'attaque.	因为它的被动奖励在冷却期间无效，	que terá de se renovar depois de cada ataque inimigo ao grupo de ataque.	ему нужно обновиться после каждой вражеской атаки на ударную группу.	tendrá que renovarse después de cada ataque enemigo al grupo de ataque.
TutorialCrewManagement_22	that will be triggered by enemy attacks against your strike group.	Liczba przydzielonych jednostek jest drugim parametrem Zarządzania Załogą.	Die Zahl der zugeteilten Mannschaftsmitglieder ist der zweite Parameter des Mannschaftsmanagements.	Le nombre d’unités affectées est le second paramètre concernant la Gestion de l’équipage.	当敌人对你的攻击群的发动攻击时触发奖励。	A quantidade de unidades adscritas é o segundo parâmetro de gestão de tripulação.	Число назначенных единиц является вторым параметром Управления Экипажа.	La cantidad de unidades asignadas es el segundo parámetro de Gestión de la tripulación.
TutorialCrewManagement_23	There will never be enough crew to fully populate all six departments,	Aby osiągnąć maksymalną prędkość, przynajmniej trzech członków załogi musi być przydzielonych do Działu Nawigacji,	Um die maximale Geschwindigkeit zu erreichen, müssen mindestens drei Mannschaftsmitglieder der Navigationsabteilung zugeteilt werden,	Pour une vitesse maximale, au moins trois membres d'équipage pour remplir doivent être affectés à la Division de Navigation,
.	永远不会有足够的工作人员来完全填充所有六个部门，	Para atingir a máxima velocidade, pelo menos três tripulantes devem estar adscritos ao Departamento de navegação,	Чтобы достичь максимальной скорости, минимум три члена экипажа должны быть назначены в Отделение Навигации,	Para alcanzar la velocidad máxima, un mínimo de tres tripulantes tiene que ser asignados al Departamento de Navegación,
TutorialCrewManagement_24	so make sure to reposition them according to the present situation’s demands.	więc upewnij się, że przydzielasz członków załogi adekwatnie do sytuacji.	vergewissere dich also, dass du die Mannschaftsmitglieder der Situation entsprechend zuteilst.	veillez donc à les repositionner en fonction des exigences de la situation actuelle.	因此， 请务必根据当前情况的要求重新对他们进行安排。	então certifique-se de que adscreve os tripulantes de acordo com a situação.	поэтому убедитесь, что Вы назначаете членов экипажа в соответствии с ситуацией.	entonces asegúrese de que asigna a tripulantes de manera adecuada a la situación.
TutorialCrewManagement_25	At Pearl Harbor, you can increase the number of your carrier’s crew slots,	W Pearl Harbor możesz zwiększyć liczbę slotów dla załogi swojego lotniskowca,	In Pearl Harbor kannst du die Zahl der Slots für die Mannschaft deines Flugzeugträgers erhöhen,	À Pearl Harbor, vous pouvez augmenter le nombre de slots d'équipage de votre porte-avions,	在珍珠港， 您可以增加航母的人员数量，	Em Pearl Harbor pode aumentar o número de slots para a tripulação do seu porta-aviões	На Перл-Харбор Вы можете увеличить количество мест для экипажа Вашего авианосца,	En Pearl Harbor puede aumentar la cantidad de espacios para la tripulación de su portaaviones
TutorialCrewManagement_26	and spend Command Points on recruiting more crew and officers.	i wydawać Punkty Dowodzenia na rekrutację kolejnych członków załogi i oficerów.	und Kommandopunkte für die Rekrutierung weiterer Mannschaftsmitglieder und Offiziere vergeben.	et dépenser des Points de Commandement pour recruter plus d'équipage et d'officiers.	并花费指挥点来招募更多的人员和军官。	e gastar Pontos de comando no recrutamento de mais tripulantes e oficiais.	а также выдавать Пункты Командования для назначения следующих членов экипажа и офицеров.	y gastar Puntos de mando para el reclutamiento de los siguientes miembros de tripulación y oficiales.
TutorialCrewManagement_27	Carriers of types unlocked later in the game, CV-5 and CV-9,	Lotniskowce typów odblokowanych w późniejszym etapie gry, CV-5 i CV-9,	Die Flugzeugträger der Typen, die im späteren Spielverlauf entsperrt werden, CV-5 und CV-9,	Les porte-avions de types débloqués plus tard dans le jeu, CV-5 et CV-9,	游戏后期解锁的航母类型， CV-5 和 CV-9，	Os porta-aviões dos tipos desbloqueados nas etapas mais tardias do jogo, nomeadamente os CV-5 e CV-9,	Авианосцы, типы которых будут разблокированы далее в игре, CV-5 и CV-9,	Los portaaviones de los tipos desbloqueados en las etapas posteriores del juego, los CV-5 y CV-9,
TutorialCrewManagement_28	have an even greater capacity for crew on board.	mają jeszcze większą pojemność dla załogi na Pokładzie.	haben eine noch höhere Kapazität für die Mannschaft auf dem Deck.	ont une capacité encore plus grande pour l'équipage à bord.	船上的人员容量更大。	têm ainda mais espaço para a tripulação a bordo.	обладают еще больше вместимостью экипажа на Палубе.	tienen una capacidad aún mayor en cuanto al personal de bordo.
TutorialCrewManagement_29	On a warship, injuries are inevitable.	Na okręcie wojennym obrażenia są nieuniknione.	Auf einem Kriegsschiff sind die Verletzungen unvermeidbar.	Sur un navire de guerre, les blessures sont inévitables.	在军舰上， 受伤是不可避免的，	Num navio de guerra não se podem evitar lesões.	На военном судне невозможно избежать травм.	En un buque de guerra las lesiones no se pueden evitar.
TutorialCrewManagement_30	Even a critically injured crew unit can keep working,	Nawet ciężko ranny członek załogi może kontynuować pracę,	Auch ein schwer verwundetes Mannschaftsmitglied kann die Arbeit fortsetzen,	Même une unité d'équipage gravement blessée peut continuer à travailler,	即使是重伤的机组人员也可以继续工作，	Até um tripulante gravemente ferido poderá continuar o trabalho,	Даже тяжелораненый член экипажа может продолжать работать,	Hasta un hombre gravemente herido puede continuar su trabajo, 
TutorialCrewManagement_31	but will die permanently if not sent to the sick bay before the timer runs out.	ale stanie się "konający", jeśli Brygada Naprawcza nie pomoże mu przed upływem czasu.	bis er „sterbend“ ist, falls die Reparaturbrigade ihm vor Ablauf der Zeit nicht hilft.	mais mourra définitivement si elle n'est pas envoyée par Brigades de Réparation à l'infirmerie avant la fin du temps imparti.	但是如果在计时器用完之前没有送到病房， 将会永久死亡。	mas ficará “moribundo” se a Equipa de reparação não o ajudará antes.	но он станет «умирающим», если Ремонтная Бригада не поможет ему до истечения времени.	pero pasará a ser «moribundo» si el Equipo de Reparación no le ayudará antes del plazo.
TutorialCrewManagement_32	You can see how much time a critically injured unit has left to live	Możesz sprawdzić ile czasu zostało danemu członkowi załogi, najeżdżając na jego portret.	Du kannst prüfen, wieviel Zeit das jeweilige Mannschaftsmitglied noch hat, indem du den Mauszeiger über sein Porträt bewegst.	Vous pouvez voir combien de temps il reste à vivre à une unité gravement blessée	你可以看到一个重伤人员还剩下多少生命，	Pode ver quanto tempo tem um tripulante	Вы можете проверить, сколько времени осталось данному члену экипажа, наведя курсор на его портрет.	Usted puede confirmar cuánto tiempo le queda a un tripulante en particular colocando el cursor sobre su retrato.
TutorialCrewManagement_33	by hovering over its portrait.	poprzez najechanie kursorem myszy na jego portret.	indem du mit dem Mauszeiger über dein Porträt bewegst.	en passant la souris sur son portrait.	通过将鼠标悬停在其肖像上。	colocando o cursor sobre o seu retrato.	наведя курсор мыши на его портрет.	Colocando el cursor sobre su retrato.
TutorialCrewManagement_34	In order to heal a critically injured unit,	W celu uzdrowienia krytycznie rannej jednostki,	Um ein kritisch verwundetes Mannschaftsmitglied zu heilen,	Pour soigner une unité gravement blessée,	为了治疗重伤人员，	Para curar uma unidade criticamente lesionada,	Чтобы критически раненный член экипажа выздоровел,	Para sanar a una unidad críticamente lesionada,
TutorialCrewManagement_35	you must assign it to a slot in the sick bay over here.	musisz przypisać go do stanowiska w ambulatorium.	sollst du es auf die Krankenstation verschieben.	vous devez l'assigner à un emplacement dans l'infirmerie ici.	你必须把他分配到这里的病房里。	deve adscrevê-la a um slot na enfermaria.	Вам необходимо назначить его в лазарет.	tiene que asignarla a un espacio en la enfermería.
TutorialCrewManagement_36	If you have multiple dying units, assign them to any slot over here.	Jeśli masz kilka umierających jednostek, przypisz je do dowolnego stanowiska znajdującego się tutaj.	Wenn du mehrere sterbende Mannschaftsmitglieder hast, verschiebe sie hier beliebig.	Si vous avez plusieurs unités mourantes, affectez-les à n'importe quel emplacement ici.	如果您有多个濒死人员， 请将它们分配到此处的任何槽位。	Se tiver várias unidades moribundas, adscreva-as a qualquer slot que se encontrar aqui.	Если у Вас несколько умирающих единиц, назначьте их на любую должность, которая здесь есть.	Si tiene varias unidades moribundas, asígnelas a un espacio libre que se encuentra allí.
TutorialCrewManagement_37	They will be healed automatically, one by one, from left to right.	Zostaną automatycznie uleczeni jeden po drugim, zaczynając od lewej.	Sie werden automatisch eines nach dem anderen, beginnend von links, geheilt.	Elles seront soignées automatiquement, une par une, de gauche à droite.	他们会从左到右， 一个一个地自动愈合。	Vão ser curadas automaticamente um depois do outro, começando pelo lado esquerdo.	Они автоматически вылечатся один за другим слева направо.	Serán tratados uno por uno comenzando por la izquierda.
TutorialCrewManagement_38	To heal your crew faster, and increase the number of sick bay slots,	Aby szybciej leczyć załogę i zwiększyć liczbę miejsc w ambulatorium,	Um die Mannschaft schneller zu heilen und die Zahl der Plätze auf der Krankenstation zu erhöhen,	Pour guérir votre équipage plus rapidement, et augmenter le nombre d'emplacements de l'infirmerie,	为了更快地治愈您的人员， 并增加病房槽位的数量，	Para curar a tripulação mais depressa e aumentar o número de slots no ambulatório,	Чтобы быстрее лечить экипаж и увеличить число место в лазарете,	Para sanar la tripulación de una manera más rápida y aumentar el número de espacios en la enfermería,
TutorialCrewManagement_39	you can assign more units to the Medical Department.	można przydzielić więcej jednostek do Działu Medycznego.	kann man mehr Mannschaftsmitglieder zur Medizinischen Abteilung zuteilen.	vous pouvez assigner plus d'unités au Département Médical.	您可以将更多人员分配给医疗部门。	pode adscrever mais unidades ao Departamento médico.	можно назначить больше единиц в Медицинское Отделение.	se pueden asignar más unidades al Departamento Médico.
TutorialCrewManagement_40	In most cases, you can prevent your crew from becoming critically injured	W większości przypadków można zapobiec krytycznemu zranieniu załogi	In den meisten Fällen kann man kritische Verwundung der Mannschaftsmitglieder vorbeugen,	Dans la plupart des cas, vous pouvez éviter que votre équipe soit gravement blessée	在大多数情况下， 您可以防止您的人员受到重伤，	Na maioria dos casos, pode evitar uma lesão crítica da perna	В большинстве случаев можно предотвратить критические ранения экипажа,	En la mayoría de los casos, las lesiones críticas de la tripulación se pueden evitar
TutorialCrewManagement_41	by ensuring that a Damage Control team helps injured units before their injuries become critical.	wysyłając BN do sekcji z rannym członkiem załogi, zanim jest obrażenia staną się krytyczne. 	dadurch dass man die RB zu der Sektion mit dem verletzten Mannschaftsmitglied schickt, bevor seine Verletzungen kritisch werden.	en vous assurant qu'une équipe BR aide les unités blessées avant que leurs blessures ne deviennent critiques.	通过安排维修小队在受伤的人员变得严重之前帮助受伤的人员。	enviando a ER à secção onde estiver um tripulante lesionado antes de as lesões ficarem críticas.	отправляя РБ в секции с раненым членом экипажа до того, как его ранения станут критическими. 	enviando el ER a la sección donde esté un tripulante herido antes de que las lesiones pasen a ser críticas. 
TutorialCrewManagement_42	To do so, first enter the Sections view by pressing 2.	W tym celu należy najpierw przejść do widoku Sekcje, naciskając przycisk 2.	Zu diesem Zweck soll man zuerst zur Ansicht Sektionen kommen, indem man die Taste 2 drückt.	Pour ce faire, accédez d'abord à la vue Sections en appuyant sur 2.	为此， 首先按 2 进入截面视图。	Para isso, primeiro é necessário passar à vista de Secções  apertando a tecla 2.	Для этого нужно сначала перейти в режим просмотра Секции, нажимая на кнопку 2.	Para ello, hay que ir a la vista de Secciones apretando la tecla 2.
TutorialCrewManagement_43	Click a team’s portrait in the Damage Control panel,	Kliknij portret w panelu Brygad Naprawczych,	Klicke auf das Porträt in dem Menü Reparaturbrigaden,	Cliquez sur le portrait d'une équipe dans le panneau Brigade de Réparation	在维修界面中点击一个团队的头像，	Faça um clique sobre o seu retrato no painel de Equipas de reparação,	Нажмите на портрет на панели Ремонтных Бригад,	Haga un clic en el panel de Equipos de Reparación,
TutorialCrewManagement_44	then click the cross icon to assign the team to medical duties.	a następnie kliknij ikonę krzyżyka, aby przypisać zespół do zadań medycznych.	danach klicke auf das Kreuzsymbol, um das Mannschaftsmitglied den medizinischen Aufgaben zuzueilen.	puis cliquez sur l'icône en forme de croix pour affecter l'équipe à des tâches médicales.	然后单击十字图标将团队分配去负责医疗职责。	e depois faça um clique sobre o ícone da cruz para adscrever a equipa às tarefas médicas.	а затем нажмите на иконку крестика, чтобы назначить команду для выполнения медицинских задач.	y después haga un clic en el icono de cruz para asignar el equipo a las tareas médicas.
TutorialCrewManagement_45	Crew in the Anti-Aircraft Department are likely to be injured	Załoga Działu Obrony Przeciwlotniczej może odnieść obrażenia	Die Mannschaft zur Flugabwehrabteilung kann	L’équipage de la Division de Défense Anti-aérienne peut être blessé	防空部门的机组人员很可能受伤，	A tripulação do Departamento de defesa aérea pode sofrer lesões	Экипаж Отделения Противовоздушной Обороны может получить ранения	La tripulación del Departamento de Defensa Antiaérea puede sufrir lesiones
TutorialCrewManagement_46	while defending against an enemy airstrike.	podczas obrony przed wrogim atakiem z powietrza.	bei der Verteidigung feindlicher Luftangriffe verletzt werden.	en se défendant contre une attaque aérienne ennemie.	因为他们要防御敌人的空袭。	durante a defesa contra o ataque inimigo do ar.	во время защиты от наступления врага с воздуха.	durante la defensa contra un ataque enemigo desde el aire.
TutorialCrewManagement_47	Be ready to provide them with appropriate medical attention before it’s too late.	Bądź gotowy do udzielenia im odpowiedniej pomocy medycznej, zanim będzie za późno.	Sei bereit, ihnen entsprechende medizinische Hilfe zu leisten, bevor es zu spät wird.	Soyez prêt à leur fournir les soins médicaux appropriés avant qu'il ne soit trop tard.	因此在为时已晚之前为他们提供适当的医疗照顾。	Esteja preparado para lhes oferecer ajuda médica antes de ser tarde demais.	Будьте готовы оказать им необходимую медицинскую помощь, пока не станет слишком поздно.	Esté preparado para ofrecerles ayuda médica adecuada antes de que sea demasiado tarde.
TutorialDeck_01	Tutorial: Flight Deck	Pokład - Samouczek	Tutorial-Spiel: Deck	Tutoriel : Le poste de pilotage	教程：飞行甲板	Tutorial: Bordo	Палуба – Обучение	Cubierta - Tutorial
TutorialDeck_02	The flight deck is where you control the launch and recovery of your on-board aircraft.	Pokład jest miejscem, na którym będziesz zarządzał wysyłaniem i odbieraniem samolotów.	Das Deck ist der Ort, an dem du das Senden und Übernehmen der Flugzeuge managen wirst.	Le poste de pilotage est l'endroit où vous contrôlez le lancement et la récupération de votre avion embarqué.	驾驶舱是您控制机载飞机起飞和着陆的地方。	O bordo é um lugar onde gerirá o envio e a receção de aviões.	Палуба – это то место, на котором Вы будете управлять отправкой и приемом самолетов.	La cubierta es un lugar, donde usted gestionará el envío y la recepción de los aviones.
TutorialDeck_03	To coordinate flight deck operations, start by pressing 1 to enter the Deck view.	Dodawanie rozkazów związanych z Pokładem odbywa się z widoku Pokładu.	Das Erteilen der Befehle im Zusammenhang mit dem Deck erfolgt von der Deckansicht.	Pour coordonner les opérations du pont d'envol, commencez par appuyer sur 1 pour accéder à la vue du pont.	如要对飞行甲板进行操作， 首先请按 1 进入甲板视图。	As ordens relacionadas com o bordo realiza-se desde a vista do bordo.	Добавление приказов, связанных с Палубой, происходит из режима просмотра Палубы.	Se puede añadir órdenes relacionados con la Cubierta desde la vista de Cubierta.
TutorialDeck_04	If you want to position a squadron on deck,	Jeśli chcesz wystawić eskadrę,	Wenn du eine Staffel aufstellen willst,	Si vous voulez positionner un escadron sur le pont,	如果你想在甲板上部署一个飞行中队，	Se quiser preparar uma esquadra,	Если Вы хотите выставить эскадрилью,	Si desea colocar una escuadra,
TutorialDeck_05	click an empty slot and select an aircraft type.	kliknij na puste miejsce na eskadrę i wybierz rodzaj samolotów.	klicke auf den leeren Platz für die Staffel und wähle den Flugzeugtyp aus.	cliquez sur un emplacement vide et sélectionnez un type d'avion.	单击空槽位并选择飞机类​​型。	faça um clique sobre a esquadra e escolhe o tipo de aviões.	нажмите на пустое место эскадрильи и выберите типа самолетов.	haga un clic sobre la escuadra y seleccione el tipo de aviones.
